t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000060E+02         9.4762558E-01         2.4110961E-01         1.3718332E-01        -5.4117449E-02         6.7238915E-01         9.4647306E-01         3.0193096E-01         3.7254054E-02        -1.1034483E-03         6.6660917E-01         9.6912712E-01         3.4540731E-01         1.3025127E-01        -4.3662693E-02         6.8298453E-01         8.9938283E-01         8.6792238E-02         1.2995517E-01         9.7597288E-03         6.3524181E-01         9.1665459E-01         1.8960743E-01         1.7059475E-01         9.1466457E-02         6.5563786E-01         9.6841675E-01         2.9732466E-01         9.6444294E-02         8.4547959E-02         6.8403804E-01         9.7767872E-01         2.3059900E-01         8.3653241E-02         4.2736925E-02         6.9370323E-01         9.3929464E-01        -7.3568910E-02         9.6538320E-02        -8.7136403E-02         6.7484742E-01         9.3558872E-01         7.0567898E-02         3.3420194E-03         6.3045792E-02         6.6947961E-01
  2.4001610E+02         9.4575793E-01         2.3952483E-01         1.4263266E-01        -4.5417104E-02         6.7091388E-01         9.0685296E-01         2.2548810E-01         4.9966332E-02         7.3588207E-02         6.3678491E-01         9.6087617E-01         3.7025091E-01         1.3991617E-01        -1.8308606E-02         6.7645437E-01         9.1282630E-01         6.5576941E-02         1.8570738E-01         1.8443501E-02         6.4599371E-01         9.3027514E-01         1.6426229E-01         1.9072601E-01         9.9805899E-02         6.6421467E-01         9.6321958E-01         3.4563842E-01         9.7211793E-02         7.8333452E-02         6.7726749E-01         9.7513700E-01         2.3639376E-01         6.1804380E-02         7.5628750E-02         6.9091028E-01         9.4116694E-01        -6.6968955E-02         1.2817575E-01        -1.0459556E-01         6.7622596E-01         9.3630433E-01         6.5549091E-02         2.1505288E-03         6.3181370E-02         6.6838259E-01
  2.4003180E+02         9.4363081E-01         2.4021654E-01         1.4888410E-01        -4.3059535E-02         6.6918951E-01         8.8462472E-01         1.0664155E-01         1.1121909E-01         3.3979751E-02         6.1665761E-01         9.5418626E-01         3.9294836E-01         1.4894027E-01        -5.7051228E-03         6.6966718E-01         9.2646825E-01         7.4158922E-02         1.9769919E-01         1.2617936E-02         6.5861189E-01         9.3556833E-01         1.6663270E-01         1.7566645E-01         7.6288968E-02         6.6786826E-01         9.5527625E-01         3.5097706E-01         7.4916847E-02         6.7869961E-02         6.7101586E-01         9.6684104E-01         2.2579345E-01         4.5737822E-02         7.1997344E-02         6.8744731E-01         9.4166005E-01        -4.5556907E-02         1.1609173E-01        -1.2535629E-01         6.7668062E-01         9.3722594E-01         6.3146994E-02         1.4753249E-03         6.1895035E-02         6.6719365E-01
  2.4004730E+02         9.4232124E-01         2.4258749E-01         1.5189427E-01        -4.8913017E-02         6.6811281E-01         8.9488441E-01         6.8829574E-02         1.6617393E-01        -9.1368347E-02         6.2476504E-01         9.4706154E-01         4.0179899E-01         1.6017245E-01        -1.4611985E-02         6.6379029E-01         9.3278176E-01         1.0563550E-01         1.7830287E-01        -1.3488353E-02         6.6686201E-01         9.4099683E-01         2.0120989E-01         1.3348000E-01         5.8136292E-02         6.6901314E-01         9.4264811E-01         3.1686562E-01         2.9700952E-02         4.5226194E-02         6.6502601E-01         9.5723981E-01         2.0968705E-01         5.3378131E-02         4.6572205E-02         6.8480021E-01         9.4253051E-01         3.2157900E-03         6.1365649E-02        -1.4850150E-01         6.7774737E-01         9.3829930E-01         6.3946880E-02        -7.9200987E-04         5.9526742E-02         6.6620451E-01
  2.4006300E+02         9.4255388E-01         2.4894819E-01         1.4928517E-01        -6.0921982E-02         6.6812748E-01         9.2460930E-01         1.4966680E-02         1.8305293E-01        -1.5898848E-01         6.5224862E-01         9.4205731E-01         3.6754555E-01         1.6352491E-01        -4.5895368E-02         6.6296285E-01         9.3746167E-01         1.3197128E-01         1.4662033E-01        -4.5483738E-02         6.7397469E-01         9.4570732E-01         2.5460050E-01         1.0312605E-01         5.8950763E-02         6.6728210E-01         9.3103838E-01         2.6613161E-01        -1.5924904E-02         1.0507443E-02         6.5930670E-01         9.5258588E-01         2.0843926E-01         8.0381796E-02         2.7250197E-02         6.8344468E-01         9.4517314E-01         4.8421312E-02         3.0175006E-02        -1.6389215E-01         6.8026412E-01         9.4017810E-01         6.8747312E-02        -5.7756365E-03         5.7081752E-02         6.6594720E-01
  2.4007870E+02         9.4425529E-01         2.5860757E-01         1.4495015E-01        -7.5046949E-02         6.6905117E-01         9.4334406E-01         3.1661898E-02         1.6342823E-01        -9.3358368E-02         6.7502666E-01         9.4107395E-01         3.2510874E-01         1.4211953E-01        -7.8831203E-02         6.6540754E-01         9.4468468E-01         1.5139146E-01         1.2192515E-01        -5.9640616E-02         6.8165171E-01         9.5031440E-01         3.0167145E-01         8.9640602E-02         1.0765301E-01         6.6553390E-01         9.2262644E-01         2.3158488E-01        -2.6849069E-02        -2.8450506E-02         6.5593016E-01         9.5314777E-01         2.2456387E-01         1.1036447E-01         2.6815642E-02         6.8274385E-01         9.4793427E-01         6.4633533E-02         2.9393734E-02        -1.6846177E-01         6.8358403E-01         9.4276011E-01         7.7282920E-02        -1.2877574E-02         5.5175535E-02         6.6626173E-01
  2.4009420E+02         9.4647467E-01         2.6544142E-01         1.4278570E-01        -8.5217461E-02         6.7027891E-01         9.5252985E-01         9.0042174E-02         1.3266379E-01        -6.1836459E-02         6.8524903E-01         9.4123030E-01         3.1911591E-01         1.0502720E-01        -8.6964302E-02         6.6463232E-01         9.5403069E-01         1.6837902E-01         1.1413062E-01        -5.4624520E-02         6.8815148E-01         9.4298887E-01         2.8474838E-01         3.7922159E-02         1.0042651E-01         6.6136867E-01         9.1583920E-01         2.0699334E-01         3.1224012E-02        -5.5900134E-02         6.5427130E-01         9.5592463E-01         2.3927492E-01         1.3807762E-01         4.1526727E-02         6.8291169E-01         9.5049340E-01         6.2270951E-02         2.3292709E-02        -1.6580568E-01         6.8616760E-01         9.4510788E-01         8.8129632E-02        -1.9616861E-02         5.2642096E-02         6.6658288E-01
  2.4010990E+02         9.4807386E-01         2.6521325E-01         1.4053851E-01        -8.4946960E-02         6.7141759E-01         9.6494061E-01         1.6395290E-01         9.5508061E-02        -8.3781227E-02         6.9271290E-01         9.4303989E-01         3.2843703E-01         9.1079898E-02        -8.1436865E-02         6.6351557E-01         9.6290290E-01         1.7903729E-01         1.2272909E-01        -3.7111811E-02         6.9150555E-01         9.3416828E-01         2.0110437E-01         5.9417456E-02         9.5318572E-04         6.6154641E-01         9.1533059E-01         1.6188951E-01         9.5646478E-02        -1.3150527E-02         6.5490073E-01         9.6085781E-01         2.4595465E-01         1.6248775E-01         6.0635012E-02         6.8487817E-01         9.5269352E-01         5.6843873E-02         8.4802881E-03        -1.5914574E-01         6.8791813E-01         9.4608623E-01         9.8760366E-02        -2.2002697E-02         4.7063958E-02         6.6652942E-01
  2.4012540E+02         9.4841367E-01         2.5903729E-01         1.3915268E-01        -7.5011030E-02         6.7195266E-01         9.7743243E-01         2.3550484E-01         5.9949674E-02        -9.1376133E-02         6.9525099E-01         9.4332331E-01         3.2471493E-01         8.3009496E-02        -7.6144487E-02         6.6266418E-01         9.6457005E-01         1.6729875E-01         1.4317717E-01         1.4245642E-03         6.8801302E-01         9.3935043E-01         1.5762524E-01         8.4821664E-02        -4.9439792E-02         6.6410869E-01         9.2361075E-01         1.3041238E-01         8.3566189E-02         9.0546243E-02         6.6004705E-01         9.6732980E-01         2.5589120E-01         1.7458095E-01         6.8987764E-02         6.8769568E-01         9.5378423E-01         5.2060019E-02        -3.6895820E-03        -1.5350963E-01         6.8878186E-01         9.4504541E-01         1.0519898E-01        -1.7342024E-02         3.6049213E-02         6.6604948E-01
  2.4014110E+02         9.4738203E-01         2.5190860E-01         1.4030638E-01        -6.0095947E-02         6.7153192E-01         9.7803348E-01         2.9475906E-01         3.3972800E-02        -5.2591894E-02         6.9051343E-01         9.3373489E-01         2.8993914E-01         4.4878084E-02        -4.1247047E-02         6.5536880E-01         9.5875603E-01         1.1803405E-01         1.6476370E-01         6.5974952E-03         6.8033785E-01         9.3896371E-01         1.3469587E-01         4.2115293E-02        -5.4766290E-02         6.6421479E-01         9.3507034E-01         1.7875563E-01         6.2165219E-02         1.3860299E-01         6.6735458E-01         9.7338265E-01         2.7303383E-01         1.6900618E-01         6.0732920E-02         6.9006747E-01         9.5432365E-01         4.8572835E-02        -1.1364719E-02        -1.5104216E-01         6.8908042E-01         9.4253361E-01         1.0527945E-01        -5.3951428E-03         1.8120540E-02         6.6554797E-01
