t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000060E+02         9.0313357E-01         1.7818201E-01         1.6903210E-01         3.7469137E-02         6.3654345E-01         9.7450966E-01         2.5901511E-01         1.9888896E-01         3.5863217E-02         6.8478358E-01         9.3365699E-01         1.5919428E-01         6.6820614E-02        -2.7250472E-02         6.6212648E-01         9.4363606E-01         1.3698232E-01         2.0414196E-01         8.0987677E-02         6.7215484E-01         9.4215965E-01         1.0989729E-01        -8.6010225E-02        -3.6962360E-02         6.6814858E-01         9.5378047E-01         2.3930820E-02         1.6824047E-01         3.9313950E-02         6.8697762E-01         9.4924569E-01        -1.5419768E-02         9.0242252E-02         1.0970964E-01         6.8377697E-01         9.4132292E-01         4.1881006E-02        -2.3756459E-02        -1.2047033E-01         6.6751909E-01         9.4593102E-01         4.0570173E-02         1.9100936E-02        -4.8769232E-02         6.7654008E-01
  2.4001610E+02         9.1286612E-01         1.1645390E-01         2.0099461E-01         3.5135085E-03         6.4469361E-01         9.6507686E-01         2.8968102E-01         1.5640421E-01         2.5064155E-02         6.7955494E-01         9.2410183E-01         8.5015044E-02         7.7822916E-02        -2.2366850E-03         6.5533888E-01         9.5557249E-01         2.2227526E-01         2.0880121E-01         2.9978640E-02         6.7657280E-01         9.3518531E-01         8.5374199E-02        -9.5406182E-02        -6.3922733E-02         6.6399002E-01         9.5541316E-01         2.3240123E-02         1.5600196E-01         1.8764179E-02         6.8993300E-01         9.4833523E-01        -1.1787046E-02         6.9487900E-02         1.0857400E-01         6.8324423E-01         9.4167465E-01         4.1667439E-02        -2.0323981E-02        -1.0741090E-01         6.6875702E-01         9.4571912E-01         3.8311530E-02         2.5646770E-02        -6.1762176E-02         6.7674863E-01
  2.4003180E+02         9.2629629E-01         1.5324622E-01         2.1102981E-01        -7.9208780E-03         6.5552258E-01         9.5933074E-01         3.2179168E-01         1.4558129E-01         1.3241537E-02         6.7466176E-01         9.2619950E-01         5.1336803E-02         9.0217084E-02         2.0720888E-02         6.5547317E-01         9.6177930E-01         2.8452709E-01         2.0169497E-01        -6.6722678E-03         6.7525214E-01         9.3130082E-01         9.1727674E-02        -8.0414511E-02        -6.3150898E-02         6.6227037E-01         9.5605361E-01         1.3224092E-02         1.3886936E-01         6.9634956E-03         6.9121087E-01         9.4734085E-01        -7.8534698E-03         5.0561946E-02         1.0959526E-01         6.8166935E-01         9.4202566E-01         4.3884069E-02        -1.5136618E-02        -9.6595809E-02         6.6992128E-01         9.4527262E-01         3.8428567E-02         3.1073892E-02        -7.3307261E-02         6.7699063E-01
  2.4004730E+02         9.3626106E-01         1.6625181E-01         2.2142451E-01         1.7060306E-02         6.6358167E-01         9.5510548E-01         3.5377333E-01         1.4352049E-01         8.0405064E-03         6.6853762E-01         9.3506318E-01         5.8059737E-02         1.1335089E-01         1.4526688E-02         6.6018468E-01         9.6307796E-01         3.1136233E-01         1.8525957E-01        -3.0239597E-02         6.7449641E-01         9.2778283E-01         1.0488931E-01        -4.8599709E-02        -2.9335570E-02         6.6251439E-01         9.5528007E-01        -3.7859008E-04         1.2239616E-01         7.2407136E-03         6.9118774E-01         9.4627535E-01        -1.1370624E-03         3.4129042E-02         1.1333614E-01         6.7925072E-01         9.4214302E-01         4.8161849E-02        -9.1808457E-03        -8.6707182E-02         6.7082781E-01         9.4482058E-01         4.1712686E-02         3.4806035E-02        -8.2012504E-02         6.7710489E-01
  2.4006300E+02         9.4361991E-01         1.5253778E-01         2.1261087E-01         2.7815545E-02         6.6967422E-01         9.4345748E-01         3.6000481E-01         1.3278519E-01        -2.7939025E-03         6.6011095E-01         9.4537711E-01         1.0703409E-01         1.5122889E-01        -3.0511342E-02         6.6772729E-01         9.5955050E-01         3.0971909E-01         1.4884366E-01        -5.7074185E-02         6.7510062E-01         9.2574024E-01         1.1799148E-01        -6.6446825E-03         2.6656142E-02         6.6384649E-01         9.5386970E-01        -1.1798209E-02         1.1088881E-01         1.3572747E-02         6.9091046E-01         9.4433844E-01         5.2941106E-03         2.4568239E-02         1.2015552E-01         6.7633247E-01         9.4199222E-01         5.3147431E-02        -3.5487767E-03        -7.5822942E-02         6.7142236E-01         9.4477087E-01         4.7033839E-02         3.6951736E-02        -8.8322610E-02         6.7708701E-01
  2.4007870E+02         9.4938540E-01         1.4461321E-01         1.8994378E-01         2.7437421E-02         6.7400968E-01         9.2844987E-01         3.2471210E-01         1.5007336E-01        -3.7866082E-02         6.5336639E-01         9.5653784E-01         1.7241921E-01         1.9971141E-01        -6.2715009E-02         6.7486596E-01         9.5116651E-01         2.9980901E-01         1.1965265E-01        -7.8618452E-02         6.7337769E-01         9.2659342E-01         1.5073189E-01         4.5832057E-02         6.9837190E-02         6.6341776E-01         9.5346707E-01        -1.5351588E-02         1.0164095E-01         2.0470060E-02         6.9131029E-01         9.4104934E-01         4.3684011E-03         2.8036669E-02         1.3038550E-01         6.7364335E-01         9.4164169E-01         5.6746330E-02         1.0907755E-03        -6.3059233E-02         6.7169321E-01         9.4525528E-01         5.1916469E-02         3.7921958E-02        -9.3365297E-02         6.7690045E-01
  2.4009420E+02         9.5046747E-01         1.3915356E-01         1.5714405E-01         1.5589749E-02         6.7449564E-01         9.2413872E-01         3.5823980E-01         1.7755570E-01        -8.5139014E-02         6.4998698E-01         9.6339834E-01         2.1888836E-01         2.3522957E-01        -4.8988495E-02         6.7844659E-01         9.4368184E-01         2.7924472E-01         1.0509573E-01        -7.1982607E-02         6.6853601E-01         9.2703485E-01         1.8722107E-01         1.0271884E-01         8.9751817E-02         6.6073972E-01         9.5542395E-01        -7.6229987E-03         8.7432340E-02         2.5986604E-02         6.9267619E-01         9.3732613E-01        -5.5954489E-03         4.2370815E-02         1.4272785E-01         6.7159057E-01         9.4132537E-01         5.7746392E-02         5.3503718E-03        -4.9009018E-02         6.7183346E-01         9.4599509E-01         5.4018117E-02         3.8096666E-02        -9.8193459E-02         6.7654049E-01
  2.4010990E+02         9.4470948E-01         1.1220355E-01         1.1951664E-01        -1.1667673E-02         6.7010665E-01         9.2331654E-01         3.9568767E-01         1.8494396E-01        -1.1931724E-01         6.4605039E-01         9.6530867E-01         2.3943284E-01         2.3781233E-01        -5.7855677E-03         6.7912912E-01         9.3409610E-01         2.1369508E-01         1.0075182E-01        -3.4621406E-02         6.6272885E-01         9.2668724E-01         2.1440510E-01         1.5922181E-01         8.1951752E-02         6.5864974E-01         9.5920289E-01         1.3048694E-02         6.6145457E-02         2.8782833E-02         6.9435728E-01         9.3495035E-01        -1.7726615E-02         6.0186084E-02         1.5273261E-01         6.7016095E-01         9.4100875E-01         5.6371305E-02         1.0638206E-02        -3.5181545E-02         6.7181003E-01         9.4658047E-01         5.2171476E-02         3.7043735E-02        -1.0263091E-01         6.7609638E-01
  2.4012540E+02         9.3500620E-01         4.7316995E-02         8.6203188E-02        -4.8238568E-02         6.6236812E-01         9.2371452E-01         4.0079406E-01         1.6502316E-01        -9.3428507E-02         6.4602429E-01         9.6471035E-01         2.5661671E-01         2.2165276E-01         1.1360239E-02         6.7916894E-01         9.2754364E-01         1.3712811E-01         1.1259141E-01         6.7815026E-03         6.5818006E-01         9.2704678E-01         2.2884344E-01         1.9338542E-01         6.4178586E-02         6.5988994E-01         9.6266562E-01         4.5419045E-02         4.2909585E-02         2.5886802E-02         6.9534469E-01         9.3532676E-01        -2.3401659E-02         7.7241346E-02         1.5430433E-01         6.6937876E-01         9.4077790E-01         5.3598989E-02         1.8122429E-02        -2.3852836E-02         6.7177683E-01         9.4665092E-01         4.6224721E-02         3.4358218E-02        -1.0498100E-01         6.7562932E-01
  2.4014110E+02         9.2814636E-01        -4.6223812E-02         6.6355966E-02        -7.8414455E-02         6.5508509E-01         9.2460781E-01         3.7782559E-01         1.3260862E-01        -6.9314472E-02         6.4647961E-01         9.6399969E-01         2.8249958E-01         2.0661582E-01         1.4392700E-02         6.7834932E-01         9.2778087E-01         9.6313097E-02         1.5596908E-01         4.4963017E-02         6.5818447E-01         9.3035179E-01         2.3773044E-01         2.0021756E-01         6.1921034E-02         6.6342974E-01         9.6394050E-01         8.1095167E-02         2.3909559E-02         2.1208437E-02         6.9484752E-01         9.3850958E-01        -2.0191768E-02         9.2960276E-02         1.4554775E-01         6.6939664E-01         9.4093060E-01         5.0915267E-02         2.7940679E-02        -1.5882226E-02         6.7197502E-01         9.4625258E-01         3.5669800E-02         3.1136921E-02        -1.0378727E-01         6.7524147E-01
