t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5       rho6       u6       v6       w6       p6       rho7       u7       v7       w7       p7       rho8       u8       v8       w8       p8       rho9       u9       v9       w9       p9
  2.4000060E+02         9.4934654E-01         1.3456208E-01         8.8764308E-03         9.8542683E-02         6.7817557E-01         9.6110582E-01         6.9091313E-02         4.7590606E-02         3.4588981E-02         6.8976873E-01         8.4952378E-01         3.4092359E-02         2.5976819E-01        -4.2536188E-02         5.7939124E-01         9.5115930E-01         8.9306653E-02         1.1630137E-01         6.0237657E-02         6.8420523E-01         9.0044564E-01        -2.7095513E-02         3.9357230E-02        -1.0278083E-01         6.3227135E-01         9.4520050E-01        -2.9989332E-02        -7.0956312E-03         2.4821584E-01         6.7415220E-01         9.1798490E-01         6.3367136E-02         8.5078813E-02         1.2785116E-01         6.5250623E-01         9.5578218E-01         4.1120949E-01         9.8711856E-02        -6.1401546E-02         6.7122984E-01         9.6537828E-01         3.4361953E-01         8.4784977E-02        -2.5484297E-02         6.8317533E-01
  2.4001610E+02         9.4554144E-01         1.3692802E-01         1.5279280E-02         8.9720838E-02         6.7346144E-01         9.6459973E-01         1.0292181E-01         1.7275000E-02         6.4813666E-02         6.9373250E-01         8.5888737E-01         4.6281950E-03         2.4868879E-01        -7.2257876E-02         5.8816183E-01         9.5493883E-01         1.3903938E-01         8.6291283E-02         6.6504650E-02         6.8614835E-01         9.0120393E-01        -6.6150390E-02         9.4401591E-02        -9.1248251E-02         6.3476980E-01         9.4663930E-01        -2.5688484E-02        -9.2888074E-03         2.4664193E-01         6.7409688E-01         9.2150199E-01         6.5324798E-02         9.4176807E-02         1.2834215E-01         6.5511471E-01         9.5765108E-01         3.9255306E-01         9.1680452E-02        -6.1273180E-02         6.7162323E-01         9.6282631E-01         3.4467480E-01         8.7373480E-02        -3.2553259E-02         6.8228298E-01
  2.4003180E+02         9.3779075E-01         1.1701837E-01         3.6184631E-02         6.3838847E-02         6.6653818E-01         9.7102726E-01         1.4933315E-01        -3.8379133E-02         7.3278591E-02         6.9431245E-01         8.5816628E-01        -2.5997944E-03         2.3768091E-01        -3.4924723E-02         5.8965069E-01         9.6231109E-01         1.8680270E-01         5.8199931E-02         8.4322684E-02         6.8816566E-01         9.0675056E-01        -7.5713314E-02         1.3854621E-01        -5.8220305E-02         6.4249170E-01         9.4620925E-01        -1.5301331E-02        -1.3351255E-02         2.1521071E-01         6.7484701E-01         9.2553133E-01         8.4508598E-02         9.9091880E-02         1.2890700E-01         6.5910268E-01         9.5877624E-01         3.7036428E-01         8.8228904E-02        -6.7959026E-02         6.7153615E-01         9.5823199E-01         3.2479632E-01         5.7963192E-02        -2.5828969E-02         6.8079829E-01
  2.4004730E+02         9.3227541E-01         7.4893594E-02         6.2135238E-02         4.8385642E-02         6.6188419E-01         9.7010481E-01         1.8048656E-01        -1.0320374E-01         4.4776350E-02         6.8737054E-01         8.6293477E-01        -2.3650188E-02         2.3077877E-01         7.0121124E-02         5.9663731E-01         9.7072822E-01         2.2690994E-01         3.9354749E-02         8.1353605E-02         6.8931007E-01         9.1557407E-01        -6.4817391E-02         1.3619192E-01        -3.3319071E-02         6.5050739E-01         9.4308484E-01        -4.8710168E-03        -1.3774788E-02         1.6075328E-01         6.7478073E-01         9.3013901E-01         1.0074265E-01         1.0501761E-01         1.4397463E-01         6.6470551E-01         9.5976496E-01         3.5061577E-01         8.6055979E-02        -9.8223530E-02         6.7066205E-01         9.5721215E-01         3.0761588E-01         3.6312032E-02        -4.2416953E-02         6.7878097E-01
  2.4006300E+02         9.3489867E-01         4.2082801E-02         8.4816530E-02         5.4870162E-02         6.6360718E-01         9.4078416E-01         1.4375238E-01        -1.3949393E-01        -6.2535278E-02         6.6261089E-01         8.8937086E-01        -3.0228462E-02         2.0389068E-01         2.1282682E-01         6.1754930E-01         9.7460121E-01         2.5427517E-01         2.5513936E-02         5.2993346E-02         6.8827921E-01         9.2182219E-01        -6.4610489E-02         1.0272171E-01        -6.1269350E-02         6.5517640E-01         9.3826073E-01         1.2377909E-02        -9.9389013E-03         9.1300629E-02         6.7293310E-01         9.3537998E-01         1.2533961E-01         1.0324422E-01         1.8005888E-01         6.7140573E-01         9.5775652E-01         3.3724365E-01         5.6837786E-02        -1.2043115E-01         6.6854089E-01         9.5924586E-01         3.1179500E-01         3.9252914E-02        -7.7446528E-02         6.7806709E-01
  2.4007870E+02         9.4115430E-01         3.6985580E-02         9.0853304E-02         4.9100343E-02         6.6983682E-01         8.9717829E-01         7.8993969E-02        -1.0010791E-01        -1.1083183E-01         6.2707067E-01         9.1677541E-01         1.1481104E-02         1.6618738E-01         2.4422209E-01         6.4100677E-01         9.7196388E-01         2.7368096E-01         2.2054240E-02         1.4304246E-02         6.8493891E-01         9.2143202E-01        -9.2393063E-02         5.7144225E-02        -1.0772278E-01         6.5377146E-01         9.3509060E-01         4.0442113E-02        -1.2860984E-02         2.8490623E-02         6.6836274E-01         9.4019854E-01         1.4798804E-01         8.0432825E-02         2.1964996E-01         6.7569977E-01         9.5026267E-01         3.1338158E-01         2.5970278E-02        -1.3570295E-01         6.6491348E-01         9.5943594E-01         3.3867636E-01         4.8524346E-02        -9.6278980E-02         6.7838573E-01
  2.4009420E+02         9.4469529E-01         4.1699369E-02         7.8308627E-02         3.2184929E-02         6.7455989E-01         8.7687469E-01         4.0474016E-02        -5.4678116E-02        -8.9544347E-03         6.1267734E-01         9.2671937E-01         5.1080231E-02         1.3028076E-01         1.8457541E-01         6.5456146E-01         9.6520984E-01         2.9708630E-01        -1.5236828E-03        -1.1975293E-02         6.7972010E-01         9.1760778E-01        -1.3940069E-01         2.4665641E-02        -1.2989822E-01         6.4841282E-01         9.3244702E-01         6.3422345E-02        -3.0432688E-02        -2.3562508E-02         6.6102153E-01         9.4493085E-01         1.5997629E-01         3.9216805E-02         2.4901095E-01         6.7714363E-01         9.3312502E-01         2.9820067E-01        -1.8519170E-03        -1.3640887E-01         6.5775132E-01         9.5743406E-01         3.7151280E-01         4.6291277E-02        -8.7172225E-02         6.7804974E-01
  2.4010990E+02         9.4666469E-01         6.1931305E-02         5.9325609E-02         3.1815838E-02         6.7742646E-01         8.8136101E-01         1.8693207E-02        -1.4400966E-02         1.0882641E-01         6.1574435E-01         9.3056583E-01         8.5503437E-02         1.3049577E-01         1.0958613E-01         6.6132563E-01         9.5130670E-01         2.8877935E-01        -4.1689486E-03        -7.2675452E-02         6.7096531E-01         9.1296190E-01        -1.9433516E-01         2.1105738E-02        -1.1434031E-01         6.4190727E-01         9.2606103E-01         7.3150836E-02        -6.3036196E-02        -6.4280145E-02         6.5114540E-01         9.4906604E-01         1.6296495E-01         1.1779505E-03         2.7209809E-01         6.7727679E-01         9.1579419E-01         3.0535024E-01         1.7735384E-02        -7.3736459E-02         6.5114224E-01         9.5572704E-01         3.8574016E-01         3.9274566E-02        -6.8916410E-02         6.7691487E-01
  2.4012540E+02         9.4862372E-01         9.3234807E-02         4.1721195E-02         5.0067719E-02         6.7961305E-01         8.9909893E-01        -3.5792120E-02         5.5112645E-02         1.3995285E-01         6.3019085E-01         9.3543702E-01         1.1757990E-01         1.5913494E-01         5.5170864E-02         6.6754985E-01         9.3641776E-01         2.4243152E-01         1.1447223E-01        -1.3488622E-01         6.6137898E-01         9.1081762E-01        -2.3971544E-01         4.5114085E-02        -6.8857118E-02         6.3814229E-01         9.1486514E-01         6.4604819E-02        -9.2728525E-02        -8.4217571E-02         6.3905293E-01         9.5182759E-01         1.8116273E-01        -2.2499444E-02         2.8463158E-01         6.7675006E-01         9.1751629E-01         2.9824615E-01         8.4794655E-02        -5.9310365E-03         6.5402591E-01         9.5460916E-01         3.7570441E-01         3.6759134E-02        -5.6438576E-02         6.7648798E-01
  2.4014110E+02         9.5113331E-01         1.2637371E-01         2.7541261E-02         8.0697834E-02         6.8129641E-01         9.2663580E-01        -6.0131483E-02         1.1835296E-01         1.2139281E-01         6.5645909E-01         9.4142085E-01         1.3506727E-01         1.8807866E-01         2.4682378E-02         6.7424619E-01         9.2110467E-01         2.3269212E-01         1.2902796E-01        -7.0393294E-02         6.5344942E-01         9.1579008E-01        -2.5648302E-01         9.0492480E-02        -1.6955165E-02         6.4178389E-01         9.0187019E-01         3.9491624E-02        -9.3490064E-02        -9.7954281E-02         6.2703717E-01         9.5106542E-01         2.1916732E-01        -3.4833439E-02         2.7967024E-01         6.7445987E-01         9.2672294E-01         2.9985112E-01         8.8730358E-02        -1.1043488E-02         6.6009593E-01         9.5412815E-01         3.6353984E-01         3.3196185E-02        -4.1561171E-02         6.7666870E-01
