"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
1.41213e+00	2.46884e-01	-1.38180e+00	-2.17295e+00	6.52092e-01	-8.33062e-01	1.35685e-02	1.04713e-02	4.30447e-03	-8.17890e-04	1.14059e-04	1.85873e-04	1	0.00000e+00	4.50000e-01	2.50000e-01	-1.10000e-01
1.33894e+00	4.95651e-01	-1.42256e+00	-2.06239e+00	6.52153e-01	-8.43795e-01	1.34869e-02	1.05090e-02	4.15458e-03	-7.67422e-04	1.97357e-04	2.64316e-04	1	2.20000e-03	4.50000e-01	2.50000e-01	-1.07800e-01
1.24875e+00	5.63030e-01	-1.15960e+00	-1.97617e+00	6.52224e-01	-7.15050e-01	1.32572e-02	1.04047e-02	3.95743e-03	-6.60378e-04	3.28021e-04	3.07277e-04	1	4.40000e-03	4.50000e-01	2.50000e-01	-1.05600e-01
1.24243e+00	6.98060e-01	-6.62154e-01	-1.96379e+00	6.52296e-01	-5.54067e-01	1.29297e-02	1.01890e-02	3.71951e-03	-5.43706e-04	4.86878e-04	3.34393e-04	1	6.60000e-03	4.50000e-01	2.50000e-01	-1.03400e-01
1.47224e+00	9.02932e-01	-3.21650e-01	-1.99774e+00	6.52364e-01	-4.27121e-01	1.26306e-02	1.00038e-02	3.47199e-03	-5.22249e-04	6.27203e-04	3.56449e-04	1	8.80000e-03	4.50000e-01	2.50000e-01	-1.01200e-01
1.66019e+00	9.49454e-01	-3.22676e-01	-2.00512e+00	6.52428e-01	-3.55592e-01	1.24784e-02	9.92494e-03	3.24808e-03	-5.64174e-04	7.12744e-04	3.92832e-04	1	1.10000e-02	4.50000e-01	2.50000e-01	-9.90000e-02
1.62254e+00	8.94737e-01	-4.29968e-01	-1.93129e+00	6.52485e-01	-3.29951e-01	1.24960e-02	9.92126e-03	3.06449e-03	-5.99655e-04	7.40193e-04	4.45961e-04	1	1.32000e-02	4.50000e-01	2.50000e-01	-9.68000e-02
1.41761e+00	9.54451e-01	-3.78240e-01	-1.79075e+00	6.52528e-01	-3.55830e-01	1.25636e-02	9.96399e-03	2.92673e-03	-6.09555e-04	7.13161e-04	4.96595e-04	1	1.54000e-02	4.50000e-01	2.50000e-01	-9.46000e-02
1.14940e+00	1.02483e+00	-1.73028e-01	-1.66271e+00	6.52542e-01	-4.40959e-01	1.25276e-02	1.00763e-02	2.83682e-03	-5.60921e-04	6.41442e-04	5.20037e-04	1	1.76000e-02	4.50000e-01	2.50000e-01	-9.24000e-02
8.71844e-01	8.56792e-01	3.19784e-02	-1.60647e+00	6.52524e-01	-5.47045e-01	1.23889e-02	1.02312e-02	2.79299e-03	-4.35721e-04	5.57551e-04	4.97014e-04	1	1.98000e-02	4.50000e-01	2.50000e-01	-9.02000e-02
6.72125e-01	4.74925e-01	1.52631e-01	-1.61589e+00	6.52486e-01	-6.31250e-01	1.22441e-02	1.03902e-02	2.78527e-03	-2.82585e-04	4.88710e-04	4.36964e-04	1	2.20000e-02	4.50000e-01	2.50000e-01	-8.80000e-02
6.62707e-01	9.12816e-02	2.34183e-01	-1.69442e+00	6.52442e-01	-6.50036e-01	1.21238e-02	1.05471e-02	2.80201e-03	-1.31597e-04	4.40812e-04	3.82737e-04	1	2.42000e-02	4.50000e-01	2.50000e-01	-8.58000e-02
8.41516e-01	-1.57901e-01	2.93201e-01	-1.86254e+00	6.52398e-01	-6.11277e-01	1.20188e-02	1.06890e-02	2.83549e-03	5.62483e-05	4.06348e-04	3.75151e-04	1	2.64000e-02	4.50000e-01	2.50000e-01	-8.36000e-02
1.03000e+00	-2.02936e-01	2.33165e-01	-2.06759e+00	6.52358e-01	-6.08322e-01	1.19500e-02	1.07909e-02	2.89031e-03	3.04099e-04	3.71778e-04	4.29795e-04	1	2.86000e-02	4.50000e-01	2.50000e-01	-8.14000e-02
1.12184e+00	-5.36815e-02	9.69032e-02	-2.23984e+00	6.52325e-01	-6.61986e-01	1.19327e-02	1.07972e-02	2.98303e-03	5.62066e-04	3.38094e-04	5.51601e-04	1	3.08000e-02	4.50000e-01	2.50000e-01	-7.92000e-02
1.38899e+00	1.03928e-01	1.27225e-01	-2.41684e+00	6.52293e-01	-6.60149e-01	1.19454e-02	1.06723e-02	3.11910e-03	7.55699e-04	3.34446e-04	7.38826e-04	1	3.30000e-02	4.50000e-01	2.50000e-01	-7.70000e-02
2.07200e+00	8.49575e-02	3.12895e-01	-2.66652e+00	6.52250e-01	-4.93159e-01	1.19553e-02	1.04594e-02	3.28780e-03	8.81343e-04	3.91581e-04	9.42798e-04	1	3.52000e-02	4.50000e-01	2.50000e-01	-7.48000e-02
2.92717e+00	-1.06221e-01	3.46550e-01	-2.94064e+00	6.52183e-01	-3.57289e-01	1.19606e-02	1.02126e-02	3.48630e-03	1.03302e-03	4.93369e-04	1.09166e-03	1	3.74000e-02	4.50000e-01	2.50000e-01	-7.26000e-02
3.56234e+00	-3.89525e-01	2.17380e-01	-3.13138e+00	6.52091e-01	-3.05874e-01	1.19403e-02	9.91947e-03	3.71156e-03	1.25148e-03	5.94840e-04	1.15498e-03	1	3.96000e-02	4.50000e-01	2.50000e-01	-7.04000e-02
3.95281e+00	-7.13343e-01	2.02316e-01	-3.21710e+00	6.51989e-01	-2.94288e-01	1.19090e-02	9.58878e-03	3.94101e-03	1.49480e-03	6.62092e-04	1.15628e-03	1	4.18000e-02	4.50000e-01	2.50000e-01	-6.82000e-02
4.22798e+00	-1.00908e+00	2.62324e-01	-3.23616e+00	6.51896e-01	-2.90229e-01	1.19407e-02	9.28619e-03	4.15081e-03	1.69291e-03	6.76441e-04	1.12920e-03	1	4.40000e-02	4.50000e-01	2.50000e-01	-6.60000e-02
4.27724e+00	-1.18234e+00	1.34203e-01	-3.19065e+00	6.51820e-01	-2.84820e-01	1.20677e-02	9.02439e-03	4.33624e-03	1.81448e-03	6.32812e-04	1.10112e-03	1	4.62000e-02	4.50000e-01	2.50000e-01	-6.38000e-02
3.98668e+00	-1.10321e+00	-1.37963e-01	-3.07181e+00	6.51760e-01	-2.79984e-01	1.22356e-02	8.77527e-03	4.50242e-03	1.91646e-03	5.50463e-04	1.08075e-03	1	4.84000e-02	4.50000e-01	2.50000e-01	-6.16000e-02
