-4.00000000e-01	0.00000000e+00	1.00000000e+00
-4.00000000e-01	2.00000000e-02	9.95328681e-01
-4.00000000e-01	4.00000000e-02	9.81612213e-01
-4.00000000e-01	6.00000000e-02	9.59475612e-01
-4.00000000e-01	8.00000000e-02	9.29805109e-01
-4.00000000e-01	1.00000000e-01	8.93664494e-01
-4.00000000e-01	1.20000000e-01	8.52228815e-01
-4.00000000e-01	1.40000000e-01	8.06701489e-01
-4.00000000e-01	1.60000000e-01	7.58269263e-01
-4.00000000e-01	1.80000000e-01	7.08019720e-01
-4.00000000e-01	2.00000000e-01	6.56864053e-01
-4.00000000e-01	2.20000000e-01	6.05501088e-01
-4.00000000e-01	2.40000000e-01	5.54392029e-01
-4.00000000e-01	2.60000000e-01	5.03789319e-01
-4.00000000e-01	2.80000000e-01	4.53785784e-01
-4.00000000e-01	3.00000000e-01	4.04359679e-01
-4.00000000e-01	3.20000000e-01	3.55384247e-01
-4.00000000e-01	3.40000000e-01	3.06662819e-01
-4.00000000e-01	3.60000000e-01	2.57959429e-01
-4.00000000e-01	3.80000000e-01	2.09087841e-01
-4.00000000e-01	4.00000000e-01	1.59955034e-01
-4.00000000e-01	4.20000000e-01	1.10585288e-01
-4.00000000e-01	4.40000000e-01	6.11355869e-02
-4.00000000e-01	4.60000000e-01	1.19006915e-02
-4.00000000e-01	4.80000000e-01	-3.67392221e-02
-4.00000000e-01	5.00000000e-01	-8.43780411e-02
-4.00000000e-01	5.20000000e-01	-1.30573576e-01
-4.00000000e-01	5.40000000e-01	-1.74902845e-01
-4.00000000e-01	5.60000000e-01	-2.17023797e-01
-4.00000000e-01	5.80000000e-01	-2.56681746e-01
-4.00000000e-01	6.00000000e-01	-2.93741647e-01
-4.00000000e-01	6.20000000e-01	-3.28241527e-01
-4.00000000e-01	6.40000000e-01	-3.60393364e-01
-4.00000000e-01	6.60000000e-01	-3.90562221e-01
-4.00000000e-01	6.80000000e-01	-4.19206278e-01
-4.00000000e-01	7.00000000e-01	-4.46831105e-01
-4.00000000e-01	7.20000000e-01	-4.73944219e-01
-4.00000000e-01	7.40000000e-01	-5.01021940e-01
-4.00000000e-01	7.60000000e-01	-5.28449511e-01
-4.00000000e-01	7.80000000e-01	-5.56465435e-01
-4.00000000e-01	8.00000000e-01	-5.85123338e-01
-4.00000000e-01	8.20000000e-01	-6.14270819e-01
-4.00000000e-01	8.40000000e-01	-6.43554710e-01
-4.00000000e-01	8.60000000e-01	-6.72424884e-01
-4.00000000e-01	8.80000000e-01	-7.00162915e-01
-4.00000000e-01	9.00000000e-01	-7.25957358e-01
-4.00000000e-01	9.20000000e-01	-7.49011004e-01
-4.00000000e-01	9.40000000e-01	-7.68559600e-01
-4.00000000e-01	9.60000000e-01	-7.83904418e-01
-4.00000000e-01	9.80000000e-01	-7.94473488e-01
-4.00000000e-01	1.00000000e+00	-7.99869277e-01
-4.00000000e-01	1.02000000e+00	-7.99869277e-01
-4.00000000e-01	1.04000000e+00	-7.94473488e-01
-4.00000000e-01	1.06000000e+00	-7.83904418e-01
-4.00000000e-01	1.08000000e+00	-7.68559600e-01
-4.00000000e-01	1.10000000e+00	-7.49011004e-01
-4.00000000e-01	1.12000000e+00	-7.25957358e-01
-4.00000000e-01	1.14000000e+00	-7.00162915e-01
-4.00000000e-01	1.16000000e+00	-6.72424884e-01
-4.00000000e-01	1.18000000e+00	-6.43554710e-01
