"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Function5"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
-6.01575e-02	7.02174e-01	-1.00037e+00	-1.95165e+00	6.74562e-01	1.65954e-01	4.49511e-03	1.46727e-03	2.62248e-03	-6.86622e-04	1.03530e-04	-4.98720e-05	1	0.00000e+00	1.11022e-16	2.50000e-01	-1.10000e-01
-1.30797e+00	1.87223e-01	-1.31382e+00	-1.95654e+00	6.74574e-01	1.82640e+00	4.40658e-03	1.49307e-03	2.58974e-03	-6.75342e-04	-4.26789e-05	1.38773e-05	1	2.20000e-03	1.11022e-16	2.50000e-01	-1.07800e-01
-2.37132e+00	-1.66641e-01	-1.53925e+00	-1.84990e+00	6.74577e-01	8.25275e-01	4.31423e-03	1.49744e-03	2.55319e-03	-6.44766e-04	-1.75675e-04	5.41256e-05	1	4.40000e-03	1.11022e-16	2.50000e-01	-1.05600e-01
-2.87537e+00	-2.19709e-01	-1.36031e+00	-1.64861e+00	6.74586e-01	6.04179e-01	4.32826e-03	1.45597e-03	2.50660e-03	-5.76579e-04	-2.78353e-04	6.14688e-05	1	6.60000e-03	1.11022e-16	2.50000e-01	-1.03400e-01
-3.06401e+00	-4.56700e-02	-8.36282e-01	-1.47341e+00	6.74609e-01	4.64681e-01	4.46043e-03	1.40323e-03	2.43575e-03	-4.87101e-04	-3.35158e-04	5.70532e-05	1	8.80000e-03	1.11022e-16	2.50000e-01	-1.01200e-01
-3.17159e+00	2.26067e-01	-3.05823e-01	-1.39640e+00	6.74650e-01	4.15607e-01	4.61919e-03	1.36089e-03	2.34678e-03	-4.11260e-04	-3.43202e-04	6.60190e-05	1	1.10000e-02	1.11022e-16	2.50000e-01	-9.90000e-02
-3.24755e+00	4.62490e-01	2.35165e-02	-1.40737e+00	6.74700e-01	4.24038e-01	4.78990e-03	1.32710e-03	2.26830e-03	-3.69208e-04	-3.15528e-04	7.84761e-05	1	1.32000e-02	1.11022e-16	2.50000e-01	-9.68000e-02
-3.34835e+00	5.89331e-01	2.23229e-01	-1.49803e+00	6.74741e-01	4.49747e-01	5.01886e-03	1.31435e-03	2.22854e-03	-3.69683e-04	-2.62724e-04	6.94234e-05	1	1.54000e-02	1.11022e-16	2.50000e-01	-9.46000e-02
-3.55254e+00	6.43312e-01	4.02767e-01	-1.67436e+00	6.74771e-01	4.81350e-01	5.32340e-03	1.34262e-03	2.23372e-03	-4.33862e-04	-2.02096e-04	3.00799e-05	1	1.76000e-02	1.11022e-16	2.50000e-01	-9.24000e-02
-3.67050e+00	7.34073e-01	5.18293e-01	-1.90655e+00	6.74790e-01	5.27498e-01	5.67412e-03	1.39099e-03	2.26400e-03	-5.51669e-04	-1.52966e-04	-4.20107e-05	1	1.98000e-02	1.11022e-16	2.50000e-01	-9.02000e-02
