xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-5.07500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-5.02500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-4.97500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-4.92500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-4.87500e-01 	 5.00000e-03 	 6.71806e-03 	 1.94340e-01 	
-4.82500e-01 	 5.00000e-03 	 1.71959e-02 	 1.56545e-01 	
-4.77500e-01 	 5.00000e-03 	 1.75882e-02 	 1.35066e-01 	
-4.72500e-01 	 5.00000e-03 	 1.76834e-02 	 1.19498e-01 	
-4.67500e-01 	 5.00000e-03 	 1.74611e-02 	 1.07901e-01 	
-4.62500e-01 	 5.00000e-03 	 1.71245e-02 	 9.84025e-02 	
-4.57500e-01 	 5.00000e-03 	 1.67778e-02 	 9.07938e-02 	
-4.52500e-01 	 5.00000e-03 	 1.63889e-02 	 8.40679e-02 	
-4.47500e-01 	 5.00000e-03 	 1.59797e-02 	 7.82793e-02 	
-4.42500e-01 	 5.00000e-03 	 1.55309e-02 	 7.33986e-02 	
-4.37500e-01 	 5.00000e-03 	 1.50874e-02 	 6.89997e-02 	
-4.32500e-01 	 5.00000e-03 	 1.46556e-02 	 6.50131e-02 	
-4.27500e-01 	 5.00000e-03 	 1.41861e-02 	 6.14027e-02 	
-4.22500e-01 	 5.00000e-03 	 1.37487e-02 	 5.81265e-02 	
-4.17500e-01 	 5.00000e-03 	 1.34047e-02 	 5.50502e-02 	
-4.12500e-01 	 5.00000e-03 	 1.30652e-02 	 5.22610e-02 	
-4.07500e-01 	 5.00000e-03 	 1.27623e-02 	 4.96476e-02 	
-4.02500e-01 	 5.00000e-03 	 1.24802e-02 	 4.72589e-02 	
-3.97500e-01 	 5.00000e-03 	 1.22480e-02 	 4.48050e-02 	
-3.92500e-01 	 5.00000e-03 	 1.20494e-02 	 4.27771e-02 	
-3.87500e-01 	 5.00000e-03 	 1.18736e-02 	 4.06151e-02 	
-3.82500e-01 	 5.00000e-03 	 1.17242e-02 	 3.87226e-02 	
-3.77500e-01 	 5.00000e-03 	 1.15894e-02 	 3.68289e-02 	
-3.72500e-01 	 5.00000e-03 	 1.14835e-02 	 3.50889e-02 	
-3.67500e-01 	 5.00000e-03 	 1.13403e-02 	 3.34765e-02 	
-3.62500e-01 	 5.00000e-03 	 1.12114e-02 	 3.19596e-02 	
-3.57500e-01 	 5.00000e-03 	 1.11361e-02 	 3.04427e-02 	
-3.52500e-01 	 5.00000e-03 	 1.10651e-02 	 2.88495e-02 	
-3.47500e-01 	 5.00000e-03 	 1.09667e-02 	 2.74735e-02 	
-3.42500e-01 	 5.00000e-03 	 1.08776e-02 	 2.62760e-02 	
-3.37500e-01 	 5.00000e-03 	 1.08280e-02 	 2.49943e-02 	
-3.32500e-01 	 5.00000e-03 	 1.07830e-02 	 2.35290e-02 	
-3.27500e-01 	 5.00000e-03 	 1.07123e-02 	 2.23174e-02 	
-3.22500e-01 	 5.00000e-03 	 1.06452e-02 	 2.12543e-02 	
-3.17500e-01 	 5.00000e-03 	 1.05836e-02 	 2.02177e-02 	
-3.12500e-01 	 5.00000e-03 	 1.05256e-02 	 1.92063e-02 	
-3.07500e-01 	 5.00000e-03 	 1.04766e-02 	 1.81192e-02 	
-3.02500e-01 	 5.00000e-03 	 1.04316e-02 	 1.70168e-02 	
-2.97500e-01 	 5.00000e-03 	 1.03862e-02 	 1.60814e-02 	
-2.92500e-01 	 5.00000e-03 	 1.03691e-02 	 1.50587e-02 	
-2.87500e-01 	 5.00000e-03 	 1.03540e-02 	 1.40580e-02 	
-2.82500e-01 	 5.00000e-03 	 1.03185e-02 	 1.31915e-02 	
-2.77500e-01 	 5.00000e-03 	 1.02861e-02 	 1.23444e-02 	
