xm 	 xl 	 cl 	 cd 	
-5.12500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-5.07500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-5.02500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-4.97500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-4.92500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-4.87500e-01 	 5.00000e-03 	 6.15875e-03 	 1.95859e-01 	
-4.82500e-01 	 5.00000e-03 	 1.57818e-02 	 1.57598e-01 	
-4.77500e-01 	 5.00000e-03 	 1.61447e-02 	 1.35896e-01 	
-4.72500e-01 	 5.00000e-03 	 1.62362e-02 	 1.20166e-01 	
-4.67500e-01 	 5.00000e-03 	 1.60240e-02 	 1.08446e-01 	
-4.62500e-01 	 5.00000e-03 	 1.57037e-02 	 9.88513e-02 	
-4.57500e-01 	 5.00000e-03 	 1.53771e-02 	 9.11664e-02 	
-4.52500e-01 	 5.00000e-03 	 1.50091e-02 	 8.43778e-02 	
-4.47500e-01 	 5.00000e-03 	 1.46199e-02 	 7.85380e-02 	
-4.42500e-01 	 5.00000e-03 	 1.41902e-02 	 7.36161e-02 	
-4.37500e-01 	 5.00000e-03 	 1.37630e-02 	 6.91823e-02 	
-4.32500e-01 	 5.00000e-03 	 1.33443e-02 	 6.51662e-02 	
-4.27500e-01 	 5.00000e-03 	 1.28849e-02 	 6.15306e-02 	
-4.22500e-01 	 5.00000e-03 	 1.24545e-02 	 5.82325e-02 	
-4.17500e-01 	 5.00000e-03 	 1.21150e-02 	 5.51375e-02 	
-4.12500e-01 	 5.00000e-03 	 1.17790e-02 	 5.23319e-02 	
-4.07500e-01 	 5.00000e-03 	 1.14789e-02 	 4.97041e-02 	
-4.02500e-01 	 5.00000e-03 	 1.11993e-02 	 4.73012e-02 	
-3.97500e-01 	 5.00000e-03 	 1.09700e-02 	 4.48339e-02 	
-3.92500e-01 	 5.00000e-03 	 1.07748e-02 	 4.27952e-02 	
-3.87500e-01 	 5.00000e-03 	 1.06025e-02 	 4.06216e-02 	
-3.82500e-01 	 5.00000e-03 	 1.04568e-02 	 3.87196e-02 	
-3.77500e-01 	 5.00000e-03 	 1.03258e-02 	 3.68148e-02 	
-3.72500e-01 	 5.00000e-03 	 1.02237e-02 	 3.50683e-02 	
-3.67500e-01 	 5.00000e-03 	 1.00841e-02 	 3.34459e-02 	
-3.62500e-01 	 5.00000e-03 	 9.95841e-03 	 3.19201e-02 	
-3.57500e-01 	 5.00000e-03 	 9.88618e-03 	 3.03974e-02 	
-3.52500e-01 	 5.00000e-03 	 9.81787e-03 	 2.87958e-02 	
-3.47500e-01 	 5.00000e-03 	 9.72202e-03 	 2.74117e-02 	
