"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"$C_p$"	"Points:0"	"Points:1"	"Points:2"
9.76979e-01	4.90344e-03	4.70358e-02	-2.77583e-03	6.99050e-01	2.79160e-01	-1.90451e-01	-5.00000e-01	0.00000e+00	-1.10000e-01
9.53691e-01	9.20961e-19	4.69825e-19	0.00000e+00	6.81734e-01	2.72694e-01	-4.06897e-01	-4.99947e-01	2.24938e-03	-1.10000e-01
9.53740e-01	2.81294e-18	9.36412e-19	0.00000e+00	6.80725e-01	2.72290e-01	-4.19505e-01	-4.99788e-01	4.49373e-03	-1.10000e-01
9.38845e-01	2.07989e-19	1.03078e-18	0.00000e+00	6.71168e-01	2.68467e-01	-5.38970e-01	-4.99521e-01	6.72789e-03	-1.10000e-01
9.36376e-01	2.79563e-18	-1.50653e-18	0.00000e+00	6.68395e-01	2.67358e-01	-5.73639e-01	-4.99148e-01	8.94671e-03	-1.10000e-01
9.22623e-01	-4.62608e-22	1.11734e-18	0.00000e+00	6.59425e-01	2.63770e-01	-6.85759e-01	-4.98669e-01	1.11452e-02	-1.10000e-01
9.13453e-01	-6.55072e-18	-7.47575e-19	0.00000e+00	6.52247e-01	2.60899e-01	-7.75478e-01	-4.98087e-01	1.33187e-02	-1.10000e-01
9.05209e-01	4.13905e-18	-1.86538e-18	0.00000e+00	6.46722e-01	2.58689e-01	-8.44552e-01	-4.97406e-01	1.54629e-02	-1.10000e-01
8.94052e-01	-2.00402e-19	-2.75715e-19	0.00000e+00	6.38625e-01	2.55450e-01	-9.45754e-01	-4.96627e-01	1.75740e-02	-1.10000e-01
8.87553e-01	-6.84660e-21	3.73926e-19	0.00000e+00	6.33946e-01	2.53578e-01	-1.00425e+00	-4.95802e-01	1.95471e-02	-1.10000e-01
8.80323e-01	-4.30892e-18	-1.77457e-19	0.00000e+00	6.28898e-01	2.51559e-01	-1.06735e+00	-4.94976e-01	2.13254e-02	-1.10000e-01
