"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"$C_p$"	"Points:0"	"Points:1"	"Points:2"
1.00616e+00	5.48137e-03	4.69397e-02	-1.62847e-04	7.20918e-01	2.87923e-01	8.29028e-02	-5.14970e-01	0.00000e+00	-2.86000e-02
9.86011e-01	7.47853e-19	4.62608e-23	0.00000e+00	7.04839e-01	2.81935e-01	-1.18089e-01	-5.14918e-01	2.24940e-03	-2.86000e-02
9.88835e-01	7.58678e-21	1.92584e-19	0.00000e+00	7.05721e-01	2.82288e-01	-1.07059e-01	-5.14761e-01	4.49391e-03	-2.86000e-02
9.76858e-01	5.58738e-19	5.66464e-19	0.00000e+00	6.98396e-01	2.79358e-01	-1.98623e-01	-5.14499e-01	6.72854e-03	-2.86000e-02
9.77338e-01	3.69994e-19	-5.62671e-19	0.00000e+00	6.97567e-01	2.79027e-01	-2.08981e-01	-5.14131e-01	8.94828e-03	-2.86000e-02
9.65107e-01	7.47483e-19	1.85043e-19	0.00000e+00	6.89800e-01	2.75920e-01	-3.06076e-01	-5.13659e-01	1.11483e-02	-2.86000e-02
9.57580e-01	-3.77766e-19	-8.47730e-19	0.00000e+00	6.83733e-01	2.73493e-01	-3.81905e-01	-5.13086e-01	1.33239e-02	-2.86000e-02
9.50995e-01	-1.11775e-18	3.81467e-19	0.00000e+00	6.79402e-01	2.71761e-01	-4.36046e-01	-5.12413e-01	1.54711e-02	-2.86000e-02
9.40238e-01	-3.69902e-19	-7.47621e-19	0.00000e+00	6.71619e-01	2.68647e-01	-5.33340e-01	-5.11645e-01	1.75860e-02	-2.86000e-02
9.34874e-01	9.44276e-19	3.70133e-19	0.00000e+00	6.67705e-01	2.67082e-01	-5.82254e-01	-5.10831e-01	1.95632e-02	-2.86000e-02
9.27839e-01	2.00402e-19	1.11780e-18	0.00000e+00	6.62842e-01	2.65137e-01	-6.43050e-01	-5.10015e-01	2.13453e-02	-2.86000e-02
9.22288e-01	-7.55162e-19	1.73617e-19	0.00000e+00	6.58712e-01	2.63485e-01	-6.94670e-01	-5.09197e-01	2.29811e-02	-2.86000e-02
9.18144e-01	-7.47575e-19	-5.54945e-19	0.00000e+00	6.55875e-01	2.62350e-01	-7.30137e-01	-5.08376e-01	2.45028e-02	-2.86000e-02
9.13463e-01	-7.77182e-21	1.85043e-19	0.00000e+00	6.52461e-01	2.60984e-01	-7.72807e-01	-5.07550e-01	2.59329e-02	-2.86000e-02
9.10225e-01	-1.68426e-18	-1.85043e-19	0.00000e+00	6.50174e-01	2.60070e-01	-8.01393e-01	-5.06718e-01	2.72879e-02	-2.86000e-02
9.06906e-01	7.70428e-19	-1.84951e-19	0.00000e+00	6.47804e-01	2.59122e-01	-8.31021e-01	-5.05879e-01	2.85803e-02	-2.86000e-02
9.04072e-01	-3.85075e-19	1.88744e-19	0.00000e+00	6.45768e-01	2.58307e-01	-8.56471e-01	-5.05032e-01	2.98199e-02	-2.86000e-02
9.01701e-01	-3.69809e-19	-1.88790e-19	0.00000e+00	6.44087e-01	2.57635e-01	-8.77486e-01	-5.04177e-01	3.10146e-02	-2.86000e-02
8.99411e-01	-7.70706e-19	0.00000e+00	0.00000e+00	6.42442e-01	2.56977e-01	-8.98047e-01	-5.03311e-01	3.21707e-02	-2.86000e-02
8.97560e-01	-5.51244e-19	0.00000e+00	0.00000e+00	6.41124e-01	2.56450e-01	-9.14515e-01	-5.02434e-01	3.32936e-02	-2.86000e-02
8.95849e-01	-3.85723e-19	0.00000e+00	0.00000e+00	6.39900e-01	2.55960e-01	-9.29820e-01	-5.01545e-01	3.43875e-02	-2.86000e-02
8.94376e-01	2.06592e-18	0.00000e+00	0.00000e+00	6.38848e-01	2.55539e-01	-9.42969e-01	-5.00643e-01	3.54562e-02	-2.86000e-02
8.93124e-01	-3.88961e-19	0.00000e+00	0.00000e+00	6.37954e-01	2.55181e-01	-9.54149e-01	-4.99728e-01	3.65028e-02	-2.86000e-02
8.92017e-01	9.36967e-19	0.00000e+00	0.00000e+00	6.37163e-01	2.54865e-01	-9.64040e-01	-4.98797e-01	3.75302e-02	-2.86000e-02
8.91109e-01	-1.89022e-19	0.00000e+00	0.00000e+00	6.36513e-01	2.54605e-01	-9.72156e-01	-4.97851e-01	3.85405e-02	-2.86000e-02
8.90342e-01	3.00224e-18	0.00000e+00	0.00000e+00	6.35965e-01	2.54386e-01	-9.79008e-01	-4.96888e-01	3.95358e-02	-2.86000e-02
8.89721e-01	1.52170e-18	0.00000e+00	0.00000e+00	6.35521e-01	2.54208e-01	-9.84558e-01	-4.95907e-01	4.05179e-02	-2.86000e-02
8.89243e-01	1.81342e-19	0.00000e+00	0.00000e+00	6.35179e-01	2.54072e-01	-9.88834e-01	-4.94908e-01	4.14883e-02	-2.86000e-02
8.88882e-01	-7.51739e-19	0.00000e+00	0.00000e+00	6.34921e-01	2.53968e-01	-9.92059e-01	-4.93890e-01	4.24483e-02	-2.86000e-02
8.88646e-01	-1.51736e-20	0.00000e+00	0.00000e+00	6.34752e-01	2.53901e-01	-9.94170e-01	-4.92852e-01	4.33992e-02	-2.86000e-02
8.88518e-01	-2.24236e-18	0.00000e+00	0.00000e+00	6.34661e-01	2.53864e-01	-9.95312e-01	-4.91794e-01	4.43419e-02	-2.86000e-02
8.88495e-01	3.85168e-19	0.00000e+00	0.00000e+00	6.34644e-01	2.53857e-01	-9.95526e-01	-4.90713e-01	4.52773e-02	-2.86000e-02
8.88572e-01	-1.13663e-18	0.00000e+00	0.00000e+00	6.34698e-01	2.53879e-01	-9.94842e-01	-4.89611e-01	4.62063e-02	-2.86000e-02
8.88739e-01	4.00434e-19	0.00000e+00	0.00000e+00	6.34817e-01	2.53927e-01	-9.93354e-01	-4.88486e-01	4.71296e-02	-2.86000e-02
8.88995e-01	-7.63119e-19	0.00000e+00	0.00000e+00	6.35000e-01	2.54000e-01	-9.91073e-01	-4.87337e-01	4.80476e-02	-2.86000e-02
8.89332e-01	2.05000e-18	0.00000e+00	0.00000e+00	6.35240e-01	2.54096e-01	-9.88069e-01	-4.86163e-01	4.89610e-02	-2.86000e-02
8.89745e-01	-1.92723e-19	0.00000e+00	0.00000e+00	6.35535e-01	2.54214e-01	-9.84387e-01	-4.84965e-01	4.98702e-02	-2.86000e-02
8.90229e-01	-1.96424e-19	0.00000e+00	0.00000e+00	6.35880e-01	2.54352e-01	-9.80069e-01	-4.83740e-01	5.07755e-02	-2.86000e-02
