  1.5962202E+00 -2.7768891E-05 -2.4679993E-05  4.9277434E-11  1.9473135E-11
  1.7575661E+00  3.7019323E-04  3.4656056E-04  7.1125112E-10  1.8520263E-11
  1.9189120E+00  1.5817992E-03  1.4744558E-03  2.6396151E-09  1.8048932E-11
  2.0802579E+00  3.8708516E-03  3.6031902E-03  6.2189091E-09  1.9238572E-11
  2.2416039E+00  7.2367101E-03  6.7313464E-03  1.1446814E-08  2.2591728E-11
  2.4029498E+00  1.1461725E-02  1.0656034E-02  1.7993943E-08  2.8061234E-11
  2.5642957E+00  1.6138655E-02  1.4998448E-02  2.5237513E-08  3.5174876E-11
  2.7256417E+00  2.0715545E-02  1.9245760E-02  3.2330139E-08  4.3049681E-11
  2.8869876E+00  2.4586003E-02  2.2835054E-02  3.8336914E-08  5.0544072E-11
  3.0483335E+00  2.7198837E-02  2.5255128E-02  4.2403510E-08  5.6471385E-11
  3.2096795E+00  2.8163894E-02  2.6144649E-02  4.3920015E-08  5.9829859E-11
  3.3710254E+00  2.7330313E-02  2.5364612E-02  4.2643834E-08  5.9999148E-11
  3.5323713E+00  2.4818754E-02  2.3028024E-02  3.8752574E-08  5.6860182E-11
  3.6937173E+00  2.0999307E-02  1.9479178E-02  3.2813212E-08  5.0812395E-11
  3.8550632E+00  1.6419379E-02  1.5226566E-02  2.5673071E-08  4.2685888E-11
  4.0164091E+00  1.1697643E-02  1.0844388E-02  1.8296602E-08  3.3570217E-11
  4.1777551E+00  7.4080475E-03  6.8649375E-03  1.1584635E-08  2.4600053E-11
  4.3391010E+00  3.9797716E-03  3.6858877E-03  6.2164364E-09  1.6746437E-11
  4.5004469E+00  1.6344821E-03  1.5122322E-03  2.5484469E-09  1.0658738E-11
  4.6617929E+00  3.7244717E-04  3.4357497E-04  5.8886182E-10  6.5880643E-12
  4.8231388E+00  6.7548420E-06  6.0190724E-06  4.8145814E-11  4.4017065E-12
  4.9844847E+00  2.3334190E-04  2.1721751E-04  4.4732226E-10  3.6760441E-12
  5.1458307E+00  7.1678833E-04  6.6597821E-04  1.2531725E-09  3.8378746E-12
  5.3071766E+00  1.1697447E-03  1.0858982E-03  2.0054510E-09  4.3155345E-12
  5.4685225E+00  1.4076600E-03  1.3060441E-03  2.4064750E-09  4.6630960E-12
  5.6298685E+00  1.3687537E-03  1.2693806E-03  2.3560036E-09  4.6319624E-12
  5.7912144E+00  1.0993448E-03  1.0190814E-03  1.9302907E-09  4.1806721E-12
  5.9525603E+00  7.1377050E-04  6.6130356E-04  1.3189593E-09  3.4307230E-12
  6.1139063E+00  3.4374924E-04  3.1821441E-04  7.4293389E-10  2.5891413E-12
  6.2752522E+00  9.2921415E-05  8.5853921E-05  3.7885319E-10  1.8642415E-12
  6.4365981E+00  8.6356127E-06  8.0132320E-06  3.1022904E-10  1.3988006E-12
  6.5979441E+00  7.6371215E-05  7.1109993E-05  5.1529588E-10  1.2362413E-12
  6.7592900E+00  2.3475872E-04  2.1815452E-04  8.8950432E-10  1.3236081E-12
  6.9206359E+00  4.0326528E-04  3.7444104E-04  1.2906361E-09  1.5439026E-12
  7.0819819E+00  5.1185488E-04  4.7504869E-04  1.5893094E-09  1.7629121E-12
  7.2433278E+00  5.2280251E-04  4.8505079E-04  1.7082677E-09  1.8737013E-12
  7.4046737E+00  4.3866421E-04  4.0687976E-04  1.6394959E-09  1.8253123E-12
  7.5660197E+00  2.9565568E-04  2.7416464E-04  1.4366069E-09  1.6291995E-12
  7.7273656E+00  1.4654789E-04  1.3585792E-04  1.1881855E-09  1.3448759E-12
  7.8887115E+00  4.0138234E-05  3.7199274E-05  9.8327084E-10  1.0525960E-12
  8.0500575E+00  4.6501669E-06  4.3321761E-06  8.8143935E-10  8.2384230E-13
  8.2114034E+00  4.0241403E-05  3.7371410E-05  8.9702475E-10  6.9947769E-13
  8.3727493E+00  1.2213639E-04  1.1332078E-04  1.0012455E-09  6.8145491E-13
  8.5340953E+00  2.1211584E-04  1.9673427E-04  1.1395624E-09  7.3866358E-13
  8.6954412E+00  2.7347607E-04  2.5358702E-04  1.2566490E-09  8.2274202E-13
  8.8567871E+00  2.8388322E-04  2.6318839E-04  1.3194312E-09  8.8699453E-13
  9.0181331E+00  2.4184074E-04  2.2416992E-04  1.3301143E-09  9.0154560E-13
  9.1794790E+00  1.6513196E-04  1.5303352E-04  1.3251977E-09  8.6018054E-13
