   n        time         Clv         Cdv
     176   342.00010  -0.0005032   0.0049804
     177   342.12510  -0.0005132   0.0050013
     178   342.25010  -0.0005186   0.0050126
     179   342.37520  -0.0005202   0.0050165
     180   342.50020  -0.0005205   0.0050163
     181   342.62520  -0.0005232   0.0050185
     182   342.75000  -0.0005258   0.0050193
     183   342.87510  -0.0005243   0.0050113
     184   343.00000  -0.0005206   0.0049982
     185   343.12520  -0.0005154   0.0049814
     186   343.25020  -0.0005068   0.0049589
     187   343.37500  -0.0004979   0.0049377
     188   343.50010  -0.0004880   0.0049171
     189   343.62520  -0.0004784   0.0048967
     190   343.75010  -0.0004688   0.0048753
     191   343.87520  -0.0004550   0.0048476
     192   344.00010  -0.0004391   0.0048195
     193   344.12510  -0.0004251   0.0047972
     194   344.25010  -0.0004130   0.0047788
     195   344.37510  -0.0004007   0.0047617
     196   344.50010  -0.0003920   0.0047520
     197   344.62510  -0.0003819   0.0047374
     198   344.75020  -0.0003733   0.0047243
     199   344.87510  -0.0003669   0.0047137
     200   345.00010  -0.0003615   0.0047039
     201   345.12510  -0.0003598   0.0047077
     202   345.25010  -0.0003609   0.0047206
     203   345.37510  -0.0003648   0.0047383
     204   345.50010  -0.0003704   0.0047567
     205   345.62520  -0.0003818   0.0047871
     206   345.75010  -0.0003942   0.0048150
     207   345.87510  -0.0004084   0.0048466
     208   346.00000  -0.0004220   0.0048768
     209   346.12510  -0.0004376   0.0049082
     210   346.25010  -0.0004510   0.0049327
     211   346.37500  -0.0004650   0.0049585
     212   346.50020  -0.0004807   0.0049908
     213   346.62520  -0.0004961   0.0050195
     214   346.75000  -0.0005137   0.0050521
     215   346.87510  -0.0005364   0.0050925
     216   347.00010  -0.0005580   0.0051338
     217   347.12520  -0.0005754   0.0051661
     218   347.25010  -0.0005895   0.0051903
     219   347.37510  -0.0006010   0.0052071
     220   347.50000  -0.0006085   0.0052152
     221   347.62520  -0.0006155   0.0052205
     222   347.75010  -0.0006237   0.0052271
     223   347.87500  -0.0006255   0.0052206
     224   348.00020  -0.0006307   0.0052275
     225   348.12500  -0.0006340   0.0052310
     226   348.25000  -0.0006266   0.0052121
     227   348.37500  -0.0006160   0.0051865
     228   348.50010  -0.0006162   0.0051838
     229   348.62510  -0.0006154   0.0051832
     230   348.75010  -0.0006182   0.0051824
     231   348.87520  -0.0006049   0.0051630
     232   349.00010  -0.0005832   0.0051198
     233   349.12510  -0.0005635   0.0050763
     234   349.25010  -0.0005400   0.0050252
     235   349.37510  -0.0005189   0.0049842
     236   349.50010  -0.0004980   0.0049430
     237   349.62510  -0.0004784   0.0049048
     238   349.75010  -0.0004564   0.0048610
     239   349.87510  -0.0004373   0.0048222
     240   350.00020  -0.0004233   0.0047958
     241   350.12500  -0.0004055   0.0047594
     242   350.25000  -0.0003886   0.0047227
     243   350.37510  -0.0003644   0.0046740
     244   350.50020  -0.0003417   0.0046336
     245   350.62520  -0.0003179   0.0045920
     246   350.75010  -0.0003005   0.0045632
     247   350.87520  -0.0002908   0.0045510
     248   351.00000  -0.0002848   0.0045490
     249   351.12510  -0.0002795   0.0045485
     250   351.25010  -0.0002786   0.0045558
     251   351.37520  -0.0002809   0.0045726
     252   351.50020  -0.0002874   0.0045983
     253   351.62510  -0.0002907   0.0046195
     254   351.75010  -0.0002928   0.0046310
     255   351.87510  -0.0003025   0.0046563
     256   352.00010  -0.0003139   0.0046844
     257   352.12520  -0.0003258   0.0047128
     258   352.25010  -0.0003385   0.0047371
     259   352.37510  -0.0003478   0.0047490
     260   352.50010  -0.0003612   0.0047721
     261   352.62510  -0.0003824   0.0048061
     262   352.75000  -0.0004026   0.0048410
     263   352.87510  -0.0004207   0.0048692
     264   353.00000  -0.0004351   0.0048893
     265   353.12500  -0.0004504   0.0049114
     266   353.25000  -0.0004562   0.0049193
     267   353.37500  -0.0004645   0.0049320
     268   353.50010  -0.0004766   0.0049524
     269   353.62510  -0.0004894   0.0049737
     270   353.75010  -0.0004984   0.0049885
     271   353.87510  -0.0005009   0.0049898
     272   354.00000  -0.0004973   0.0049777
     273   354.12510  -0.0004910   0.0049567
     274   354.25010  -0.0004823   0.0049292
     275   354.37510  -0.0004701   0.0048965
     276   354.50010  -0.0004575   0.0048659
     277   354.62500  -0.0004464   0.0048391
     278   354.75000  -0.0004372   0.0048209
     279   354.87510  -0.0004337   0.0048119
     280   355.00010  -0.0004242   0.0047920
     281   355.12500  -0.0004083   0.0047645
     282   355.25010  -0.0003990   0.0047518
     283   355.37510  -0.0003903   0.0047399
     284   355.50010  -0.0003796   0.0047232
     285   355.62500  -0.0003603   0.0046868
     286   355.75010  -0.0003472   0.0046656
     287   355.87510  -0.0003316   0.0046389
     288   356.00020  -0.0003169   0.0046136
     289   356.12500  -0.0003078   0.0046002
     290   356.25020  -0.0003009   0.0045811
     291   356.37510  -0.0003012   0.0045918
     292   356.50000  -0.0002992   0.0045927
     293   356.62510  -0.0003031   0.0046018
     294   356.75010  -0.0003120   0.0046216
     295   356.87510  -0.0003132   0.0046253
     296   357.00010  -0.0003198   0.0046441
     297   357.12510  -0.0003311   0.0046666
     298   357.25010  -0.0003450   0.0046958
     299   357.37500  -0.0003605   0.0047271
     300   357.50020  -0.0003768   0.0047609
     301   357.62520  -0.0003988   0.0048065
     302   357.75000  -0.0004206   0.0048469
     303   357.87500  -0.0004400   0.0048880
     304   358.00010  -0.0004670   0.0049347
     305   358.12510  -0.0004970   0.0049761
     306   358.25000  -0.0005211   0.0050282
     307   358.37500  -0.0005463   0.0050736
     308   358.50010  -0.0005723   0.0051199
     309   358.62510  -0.0005936   0.0051589
     310   358.75000  -0.0006144   0.0051947
     311   358.87520  -0.0006402   0.0052382
     312   359.00010  -0.0006641   0.0052775
     313   359.12510  -0.0006796   0.0053011
     314   359.25000  -0.0006900   0.0053146
     315   359.37500  -0.0006990   0.0053197
     316   359.50010  -0.0007025   0.0053139
     317   359.62510  -0.0006955   0.0052892
     318   359.75000  -0.0006876   0.0052594
     319   359.87510  -0.0006782   0.0052263
     320   360.00020  -0.0006606   0.0051820
     321   360.00030  -0.0006606   0.0051819
     322   360.12530  -0.0006386   0.0051326
     323   360.25020  -0.0006216   0.0050969
     324   360.37520  -0.0006041   0.0050632
     325   360.50020  -0.0005788   0.0050159
     326   360.62520  -0.0005536   0.0049656
     327   360.75020  -0.0005311   0.0049197
     328   360.87520  -0.0005130   0.0048838
     329   361.00020  -0.0004964   0.0048463
     330   361.12520  -0.0004668   0.0047811
     331   361.25020  -0.0004288   0.0047001
     332   361.37520  -0.0003878   0.0046256
     333   361.50030  -0.0003546   0.0045661
     334   361.62530  -0.0003278   0.0045189
     335   361.75030  -0.0003019   0.0044782
     336   361.87530  -0.0002763   0.0044387
     337   362.00030  -0.0002542   0.0044060
     338   362.12530  -0.0002344   0.0043733
     339   362.25030  -0.0002129   0.0043547
     340   362.37530  -0.0002064   0.0043638
     341   362.50030  -0.0001997   0.0043498
     342   362.62520  -0.0001989   0.0043655
     343   362.75030  -0.0001920   0.0043793
     344   362.87520  -0.0001759   0.0043680
     345   363.00030  -0.0001747   0.0043969
     346   363.12530  -0.0001957   0.0044604
     347   363.25030  -0.0002196   0.0045334
     348   363.37530  -0.0002529   0.0046140
     349   363.50020  -0.0002820   0.0046858
     350   363.62530  -0.0003140   0.0047645
     351   363.75030  -0.0003586   0.0048609
     352   363.87520  -0.0004031   0.0049521
     353   364.00020  -0.0004521   0.0050531
     354   364.12520  -0.0004934   0.0051340
     355   364.25030  -0.0005329   0.0052036
     356   364.37520  -0.0005680   0.0052687
     357   364.50030  -0.0006064   0.0053360
     358   364.62520  -0.0006389   0.0053834
     359   364.75020  -0.0006593   0.0054088
     360   364.87530  -0.0006767   0.0054266
     361   365.00030  -0.0006897   0.0054365
     362   365.12530  -0.0006928   0.0054282
     363   365.25020  -0.0006892   0.0054085
     364   365.37520  -0.0006941   0.0054129
     365   365.50020  -0.0006909   0.0054105
     366   365.62520  -0.0006874   0.0054040
     367   365.75030  -0.0006780   0.0053803
     368   365.87530  -0.0006554   0.0053303
     369   366.00030  -0.0006243   0.0052530
     370   366.12530  -0.0005958   0.0051880
     371   366.25020  -0.0005685   0.0051229
     372   366.37520  -0.0005357   0.0050490
     373   366.50020  -0.0005011   0.0049742
     374   366.62530  -0.0004656   0.0049022
     375   366.75030  -0.0004290   0.0048272
     376   366.87520  -0.0003891   0.0047488
     377   367.00030  -0.0003539   0.0046817
     378   367.12520  -0.0003181   0.0046102
     379   367.25030  -0.0002755   0.0045339
     380   367.37530  -0.0002388   0.0044619
     381   367.50020  -0.0002070   0.0044012
     382   367.62520  -0.0001805   0.0043576
     383   367.75030  -0.0001582   0.0043274
     384   367.87520  -0.0001455   0.0043144
     385   368.00020  -0.0001349   0.0043141
     386   368.12530  -0.0001340   0.0043294
     387   368.25020  -0.0001283   0.0043339
     388   368.37520  -0.0001237   0.0043447
     389   368.50020  -0.0001164   0.0043479
     390   368.62520  -0.0001113   0.0043538
     391   368.75030  -0.0001275   0.0043934
     392   368.87530  -0.0001436   0.0044380
     393   369.00030  -0.0001568   0.0044833
     394   369.12520  -0.0001758   0.0045300
     395   369.25020  -0.0001997   0.0045780
     396   369.37530  -0.0002248   0.0046304
     397   369.50020  -0.0002463   0.0046725
     398   369.62520  -0.0002707   0.0047156
     399   369.75030  -0.0002952   0.0047580
     400   369.87530  -0.0003197   0.0048152
     401   370.00020  -0.0003437   0.0048625
     402   370.12530  -0.0003767   0.0049232
     403   370.25030  -0.0004175   0.0049968
     404   370.37520  -0.0004523   0.0050546
     405   370.50020  -0.0004772   0.0050945
     406   370.62520  -0.0005040   0.0051351
     407   370.75020  -0.0005287   0.0051747
     408   370.87520  -0.0005526   0.0052162
     409   371.00030  -0.0005697   0.0052406
     410   371.12530  -0.0005822   0.0052499
     411   371.25030  -0.0005941   0.0052565
     412   371.37520  -0.0005957   0.0052425
     413   371.50020  -0.0005926   0.0052259
     414   371.62530  -0.0005858   0.0052055
     415   371.75030  -0.0005801   0.0051839
     416   371.87520  -0.0005709   0.0051700
     417   372.00030  -0.0005553   0.0051358
     418   372.12530  -0.0005329   0.0050862
     419   372.25030  -0.0004917   0.0050037
     420   372.37520  -0.0004599   0.0049383
     421   372.50020  -0.0004317   0.0048832
     422   372.62520  -0.0004037   0.0048308
     423   372.75030  -0.0003751   0.0047768
     424   372.87520  -0.0003552   0.0047519
     425   373.00030  -0.0003324   0.0047187
     426   373.12520  -0.0003078   0.0046766
     427   373.25030  -0.0002794   0.0046301
     428   373.37530  -0.0002534   0.0045864
     429   373.50020  -0.0002230   0.0045359
     430   373.62520  -0.0002048   0.0045018
     431   373.75030  -0.0001916   0.0044768
     432   373.87530  -0.0001788   0.0044529
     433   374.00020  -0.0001573   0.0044136
     434   374.12530  -0.0001381   0.0043773
     435   374.25030  -0.0001233   0.0043509
     436   374.37530  -0.0001177   0.0043369
     437   374.50030  -0.0001190   0.0043473
     438   374.62530  -0.0001205   0.0043617
     439   374.75030  -0.0001185   0.0043658
     440   374.87520  -0.0001297   0.0043997
     441   375.00020  -0.0001491   0.0044484
     442   375.12520  -0.0001735   0.0045019
     443   375.25030  -0.0001949   0.0045461
     444   375.37520  -0.0002117   0.0045805
     445   375.50020  -0.0002314   0.0046192
     446   375.62530  -0.0002496   0.0046538
     447   375.75020  -0.0002679   0.0046840
     448   375.87530  -0.0002955   0.0047306
     449   376.00030  -0.0003235   0.0047776
     450   376.12530  -0.0003525   0.0048259
     451   376.25020  -0.0003754   0.0048636
     452   376.37520  -0.0003901   0.0048864
     453   376.50020  -0.0004071   0.0049193
     454   376.62530  -0.0004270   0.0049553
     455   376.75020  -0.0004433   0.0049887
     456   376.87520  -0.0004572   0.0050166
     457   377.00030  -0.0004723   0.0050440
     458   377.12530  -0.0004844   0.0050623
     459   377.25020  -0.0004916   0.0050726
     460   377.37530  -0.0004876   0.0050613
     461   377.50030  -0.0004830   0.0050458
     462   377.62530  -0.0004788   0.0050329
     463   377.75020  -0.0004795   0.0050274
     464   377.87520  -0.0004811   0.0050206
     465   378.00020  -0.0004774   0.0050020
     466   378.12520  -0.0004669   0.0049738
     467   378.25030  -0.0004579   0.0049472
     468   378.37530  -0.0004564   0.0049384
     469   378.50030  -0.0004480   0.0049170
     470   378.62520  -0.0004395   0.0048916
     471   378.75030  -0.0004279   0.0048607
     472   378.87530  -0.0004192   0.0048325
     473   379.00020  -0.0004059   0.0047989
     474   379.12520  -0.0003881   0.0047585
     475   379.25020  -0.0003640   0.0047227
     476   379.37520  -0.0003392   0.0046777
     477   379.50030  -0.0003226   0.0046528
     478   379.62530  -0.0003146   0.0046459
     479   379.75020  -0.0003069   0.0046332
     480   379.87520  -0.0002930   0.0046041
       0   380.00020  -0.0002757   0.0045665
       1   380.12520  -0.0002582   0.0045310
       2   380.25020  -0.0002505   0.0045122
       3   380.37530  -0.0002427   0.0044899
       4   380.50030  -0.0002459   0.0044874
       5   380.62520  -0.0002532   0.0044935
       6   380.75020  -0.0002660   0.0045153
       7   380.87530  -0.0002917   0.0045889
       8   381.00020  -0.0003186   0.0046589
       9   381.12530  -0.0003451   0.0047213
      10   381.25020  -0.0003659   0.0047728
      11   381.37520  -0.0003869   0.0048269
      12   381.50020  -0.0004116   0.0048833
      13   381.62520  -0.0004384   0.0049426
      14   381.75030  -0.0004586   0.0049828
      15   381.87530  -0.0004792   0.0050215
      16   382.00030  -0.0005000   0.0050587
      17   382.12520  -0.0005235   0.0050966
      18   382.25030  -0.0005462   0.0051353
      19   382.37520  -0.0005638   0.0051596
      20   382.50020  -0.0005842   0.0051895
      21   382.62520  -0.0006000   0.0052086
      22   382.75020  -0.0006130   0.0052228
      23   382.87530  -0.0006151   0.0052207
      24   383.00030  -0.0006144   0.0052134
      25   383.12520  -0.0006146   0.0052044
      26   383.25030  -0.0006110   0.0051950
      27   383.37530  -0.0006019   0.0051783
      28   383.50020  -0.0005847   0.0051512
      29   383.62520  -0.0005676   0.0051232
      30   383.75030  -0.0005455   0.0050848
      31   383.87520  -0.0005238   0.0050359
      32   384.00030  -0.0005057   0.0050087
      33   384.12520  -0.0004881   0.0049730
      34   384.25030  -0.0004679   0.0049311
      35   384.37520  -0.0004500   0.0048933
      36   384.50020  -0.0004341   0.0048635
      37   384.62520  -0.0004189   0.0048359
      38   384.75020  -0.0003993   0.0048017
      39   384.87520  -0.0003780   0.0047629
      40   385.00030  -0.0003558   0.0047208
      41   385.12520  -0.0003348   0.0046820
      42   385.25030  -0.0003188   0.0046552
      43   385.37520  -0.0003045   0.0046297
      44   385.50030  -0.0002884   0.0045961
      45   385.62520  -0.0002707   0.0045570
      46   385.75020  -0.0002566   0.0045261
      47   385.87530  -0.0002474   0.0045097
      48   386.00020  -0.0002423   0.0045027
      49   386.12520  -0.0002312   0.0044882
      50   386.25020  -0.0002259   0.0044887
      51   386.37520  -0.0002243   0.0044917
      52   386.50020  -0.0002255   0.0045074
      53   386.62520  -0.0002292   0.0045284
      54   386.75020  -0.0002371   0.0045518
      55   386.87530  -0.0002510   0.0045853
      56   387.00020  -0.0002742   0.0046352
      57   387.12530  -0.0003009   0.0046901
      58   387.25020  -0.0003308   0.0047496
      59   387.37530  -0.0003595   0.0048023
      60   387.50020  -0.0003808   0.0048387
      61   387.62520  -0.0004012   0.0048736
      62   387.75020  -0.0004209   0.0049051
      63   387.87520  -0.0004369   0.0049268
      64   388.00020  -0.0004525   0.0049509
      65   388.12520  -0.0004718   0.0049803
      66   388.25030  -0.0004933   0.0050113
      67   388.37530  -0.0005125   0.0050365
      68   388.50020  -0.0005277   0.0050572
      69   388.62520  -0.0005435   0.0050808
      70   388.75020  -0.0005490   0.0050844
      71   388.87530  -0.0005544   0.0050900
      72   389.00020  -0.0005586   0.0050963
      73   389.12530  -0.0005615   0.0051027
      74   389.25020  -0.0005658   0.0051111
      75   389.37530  -0.0005611   0.0050982
      76   389.50020  -0.0005479   0.0050651
      77   389.62530  -0.0005402   0.0050465
      78   389.75020  -0.0005312   0.0050272
      79   389.87530  -0.0005207   0.0050113
      80   390.00020  -0.0005054   0.0049907
      81   390.12530  -0.0004912   0.0049698
      82   390.25020  -0.0004699   0.0049362
      83   390.37520  -0.0004528   0.0049076
      84   390.50030  -0.0004330   0.0048728
      85   390.62530  -0.0004160   0.0048375
      86   390.75030  -0.0004016   0.0048021
      87   390.87520  -0.0003934   0.0047943
      88   391.00030  -0.0003853   0.0047777
      89   391.12520  -0.0003781   0.0047663
      90   391.25020  -0.0003755   0.0047636
      91   391.37520  -0.0003758   0.0047617
      92   391.50020  -0.0003724   0.0047538
      93   391.62530  -0.0003692   0.0047453
      94   391.75020  -0.0003694   0.0047511
      95   391.87530  -0.0003722   0.0047728
      96   392.00030  -0.0003698   0.0047739
      97   392.12530  -0.0003686   0.0047766
      98   392.25020  -0.0003670   0.0047784
      99   392.37520  -0.0003827   0.0048045
     100   392.50030  -0.0004051   0.0048429
     101   392.62530  -0.0004216   0.0048723
     102   392.75020  -0.0004374   0.0049015
     103   392.87520  -0.0004496   0.0049382
     104   393.00030  -0.0004645   0.0049738
     105   393.12520  -0.0004806   0.0049996
     106   393.25030  -0.0004904   0.0050093
     107   393.37520  -0.0004979   0.0050190
     108   393.50030  -0.0005080   0.0050261
     109   393.62530  -0.0005356   0.0050726
     110   393.75020  -0.0005631   0.0051177
     111   393.87520  -0.0005798   0.0051435
     112   394.00020  -0.0006020   0.0051744
     113   394.12520  -0.0006180   0.0051973
     114   394.25030  -0.0006214   0.0051951
     115   394.37520  -0.0006287   0.0051934
     116   394.50020  -0.0006361   0.0051923
     117   394.62530  -0.0006423   0.0051917
     118   394.75020  -0.0006436   0.0051984
     119   394.87520  -0.0006421   0.0051952
     120   395.00030  -0.0006320   0.0051692
     121   395.12530  -0.0006285   0.0051586
     122   395.25020  -0.0006176   0.0051386
     123   395.37520  -0.0006032   0.0051115
     124   395.50020  -0.0005828   0.0050683
     125   395.62520  -0.0005588   0.0050257
     126   395.75020  -0.0005461   0.0049952
     127   395.87520  -0.0005409   0.0049911
     128   396.00030  -0.0005290   0.0049718
     129   396.12520  -0.0005133   0.0049501
     130   396.25030  -0.0005061   0.0049369
     131   396.37530  -0.0004846   0.0048839
     132   396.50020  -0.0004685   0.0048544
     133   396.62520  -0.0004493   0.0048174
     134   396.75030  -0.0004232   0.0047668
     135   396.87520  -0.0004005   0.0047199
     136   397.00030  -0.0003707   0.0046619
     137   397.12520  -0.0003444   0.0046095
     138   397.25030  -0.0003345   0.0045965
     139   397.37520  -0.0003253   0.0045828
     140   397.50030  -0.0003149   0.0045660
     141   397.62530  -0.0003086   0.0045523
     142   397.75020  -0.0003034   0.0045453
     143   397.87530  -0.0003007   0.0045446
     144   398.00030  -0.0003001   0.0045471
     145   398.12530  -0.0003014   0.0045561
     146   398.25030  -0.0002989   0.0045563
     147   398.37520  -0.0003004   0.0045593
     148   398.50030  -0.0003124   0.0045879
     149   398.62530  -0.0003273   0.0046258
     150   398.75030  -0.0003430   0.0046644
     151   398.87530  -0.0003566   0.0047007
     152   399.00030  -0.0003676   0.0047257
     153   399.12530  -0.0003781   0.0047497
     154   399.25030  -0.0003958   0.0047838
     155   399.37520  -0.0004103   0.0048126
     156   399.50020  -0.0004200   0.0048311
     157   399.62530  -0.0004355   0.0048562
     158   399.75020  -0.0004501   0.0048759
     159   399.87530  -0.0004642   0.0048988
     160   400.00030  -0.0004784   0.0049231
     161   400.12520  -0.0004955   0.0049526
     162   400.25020  -0.0005126   0.0049863
     163   400.37520  -0.0005247   0.0050133
     164   400.50030  -0.0005254   0.0050145
     165   400.62530  -0.0005240   0.0050083
     166   400.75030  -0.0005230   0.0050048
     167   400.87520  -0.0005199   0.0049966
     168   401.00030  -0.0005122   0.0049771
     169   401.12520  -0.0005021   0.0049536
     170   401.25010  -0.0004930   0.0049322
     171   401.37530  -0.0004856   0.0049116
     172   401.50030  -0.0004727   0.0048842
     173   401.62530  -0.0004620   0.0048642
     174   401.75030  -0.0004567   0.0048566
     175   401.87530  -0.0004519   0.0048502
     176   402.00030  -0.0004484   0.0048456
     177   402.12530  -0.0004432   0.0048391
     178   402.25030  -0.0004298   0.0048173
     179   402.37530  -0.0004112   0.0047852
     180   402.50020  -0.0003945   0.0047541
     181   402.62530  -0.0003797   0.0047278
     182   402.75020  -0.0003700   0.0047120
     183   402.87530  -0.0003595   0.0046951
     184   403.00020  -0.0003576   0.0046961
