   n        time         Clp         Cdp
      87   330.87510   0.6116859   0.3526144
      88   331.00010   0.6100119   0.3516187
      89   331.12510   0.6082501   0.3506111
      90   331.25020   0.6051940   0.3489368
      91   331.37510   0.6015537   0.3468723
      92   331.50020   0.5986526   0.3448783
      93   331.62510   0.5959015   0.3427365
      94   331.75020   0.5929388   0.3403000
      95   331.87510   0.5904349   0.3376740
      96   332.00020   0.5883485   0.3352939
      97   332.12510   0.5860535   0.3329360
      98   332.25010   0.5846991   0.3311821
      99   332.37500   0.5844396   0.3300812
     100   332.50010   0.5848601   0.3296353
     101   332.62510   0.5850339   0.3295695
     102   332.75020   0.5849558   0.3294263
     103   332.87510   0.5864033   0.3303021
     104   333.00010   0.5888055   0.3320933
     105   333.12520   0.5900250   0.3336035
     106   333.25000   0.5911743   0.3352912
     107   333.37510   0.5918194   0.3369350
     108   333.50010   0.5918838   0.3380792
     109   333.62510   0.5899799   0.3383475
     110   333.75000   0.5873964   0.3381182
     111   333.87510   0.5834924   0.3371682
     112   334.00010   0.5792954   0.3366959
     113   334.12500   0.5746874   0.3362648
     114   334.25010   0.5700684   0.3357805
     115   334.37500   0.5656435   0.3353223
     116   334.50010   0.5603090   0.3348180
     117   334.62500   0.5540448   0.3336116
     118   334.75010   0.5472815   0.3317107
     119   334.87520   0.5408293   0.3298193
     120   335.00010   0.5365568   0.3287869
     121   335.12510   0.5317010   0.3276391
     122   335.25010   0.5274454   0.3267748
     123   335.37520   0.5226865   0.3254247
     124   335.50000   0.5173970   0.3235762
     125   335.62510   0.5136440   0.3223862
     126   335.75010   0.5090580   0.3207186
     127   335.87510   0.5054970   0.3190962
     128   336.00000   0.5011426   0.3161418
     129   336.12510   0.4992273   0.3139549
     130   336.25000   0.4984664   0.3126917
     131   336.37500   0.4980606   0.3113474
     132   336.50000   0.4993245   0.3102019
     133   336.62510   0.5019867   0.3089857
     134   336.75010   0.5063567   0.3083059
     135   336.87520   0.5105289   0.3075954
     136   337.00000   0.5158516   0.3072440
     137   337.12510   0.5221223   0.3072463
     138   337.25010   0.5284884   0.3075968
     139   337.37510   0.5350251   0.3083248
     140   337.50020   0.5410467   0.3089150
     141   337.62510   0.5444765   0.3083215
     142   337.75010   0.5467416   0.3070079
     143   337.87500   0.5497669   0.3058718
     144   338.00010   0.5521255   0.3045234
     145   338.12500   0.5555601   0.3038744
     146   338.25020   0.5606375   0.3040143
     147   338.37510   0.5666539   0.3045466
     148   338.50020   0.5725282   0.3048344
     149   338.62520   0.5797191   0.3054587
     150   338.75000   0.5879590   0.3069938
     151   338.87520   0.5963149   0.3091000
     152   339.00010   0.6047519   0.3111930
     153   339.12510   0.6128222   0.3135388
     154   339.25010   0.6192405   0.3156420
     155   339.37520   0.6254485   0.3180505
     156   339.50000   0.6316618   0.3208619
     157   339.62520   0.6370281   0.3236661
     158   339.75010   0.6419988   0.3264537
     159   339.87520   0.6472012   0.3296910
     160   340.00010   0.6509227   0.3328617
     161   340.12500   0.6524064   0.3351788
     162   340.25010   0.6514731   0.3361298
     163   340.37510   0.6493063   0.3359166
     164   340.50000   0.6459546   0.3350575
     165   340.62510   0.6416112   0.3340189
     166   340.75010   0.6378200   0.3338402
     167   340.87510   0.6324604   0.3334287
     168   341.00000   0.6272246   0.3330967
     169   341.12510   0.6225606   0.3334504
     170   341.25010   0.6180150   0.3340371
     171   341.37510   0.6135210   0.3342749
     172   341.50010   0.6096967   0.3348918
     173   341.62520   0.6065743   0.3359376
     174   341.75010   0.6053181   0.3374260
     175   341.87500   0.6041967   0.3384978
     176   342.00010   0.6023009   0.3387934
     177   342.12510   0.6012092   0.3389833
     178   342.25010   0.5996970   0.3384860
     179   342.37520   0.5979243   0.3373832
     180   342.50020   0.5977408   0.3367818
     181   342.62520   0.5983058   0.3365705
     182   342.75000   0.5983456   0.3359164
     183   342.87510   0.5987860   0.3351500
     184   343.00000   0.6002341   0.3349744
     185   343.12520   0.6024534   0.3350321
     186   343.25020   0.6056286   0.3353486
     187   343.37500   0.6100942   0.3361423
     188   343.50010   0.6153054   0.3372063
     189   343.62520   0.6214919   0.3388458
     190   343.75010   0.6266824   0.3401820
     191   343.87520   0.6315103   0.3410487
     192   344.00010   0.6375702   0.3423652
     193   344.12510   0.6435407   0.3439169
     194   344.25010   0.6485318   0.3450965
     195   344.37510   0.6536574   0.3462926
     196   344.50010   0.6579012   0.3475252
     197   344.62510   0.6624782   0.3495019
     198   344.75020   0.6663108   0.3513867
     199   344.87510   0.6686787   0.3523158
     200   345.00010   0.6698673   0.3525972
     201   345.12510   0.6706484   0.3531819
     202   345.25010   0.6705470   0.3535538
     203   345.37510   0.6686299   0.3538419
     204   345.50010   0.6664200   0.3542801
     205   345.62520   0.6602183   0.3529067
     206   345.75010   0.6536201   0.3512065
     207   345.87510   0.6458748   0.3491353
     208   346.00000   0.6374969   0.3466647
     209   346.12510   0.6285521   0.3445290
     210   346.25010   0.6196693   0.3427424
     211   346.37500   0.6110666   0.3407401
     212   346.50020   0.6034630   0.3389752
     213   346.62520   0.5963928   0.3377407
     214   346.75000   0.5886771   0.3365580
     215   346.87510   0.5806868   0.3348773
     216   347.00010   0.5732996   0.3332901
     217   347.12520   0.5650279   0.3311548
     218   347.25010   0.5573989   0.3287474
     219   347.37510   0.5513205   0.3264999
     220   347.50000   0.5480805   0.3253838
     221   347.62520   0.5452229   0.3248121
     222   347.75010   0.5423000   0.3241803
     223   347.87500   0.5435162   0.3250247
     224   348.00020   0.5482178   0.3274605
     225   348.12500   0.5524267   0.3289514
     226   348.25000   0.5567715   0.3294808
     227   348.37500   0.5629748   0.3302155
     228   348.50010   0.5699087   0.3315064
     229   348.62510   0.5766629   0.3327547
     230   348.75010   0.5804694   0.3331167
     231   348.87520   0.5818317   0.3318354
     232   349.00010   0.5836472   0.3302672
     233   349.12510   0.5867571   0.3289768
     234   349.25010   0.5913734   0.3283928
     235   349.37510   0.5975262   0.3289063
     236   349.50010   0.6039867   0.3299302
     237   349.62510   0.6096980   0.3307802
     238   349.75010   0.6151494   0.3315509
     239   349.87510   0.6194226   0.3319679
     240   350.00020   0.6230272   0.3316323
     241   350.12500   0.6284011   0.3316078
     242   350.25000   0.6334361   0.3319042
     243   350.37510   0.6382545   0.3329708
     244   350.50020   0.6435757   0.3342939
     245   350.62520   0.6492787   0.3355387
     246   350.75010   0.6539786   0.3368471
     247   350.87520   0.6594837   0.3389983
     248   351.00000   0.6645921   0.3414405
     249   351.12510   0.6685348   0.3436379
     250   351.25010   0.6712394   0.3456946
     251   351.37520   0.6718339   0.3472146
     252   351.50020   0.6713747   0.3485592
     253   351.62510   0.6702959   0.3494544
     254   351.75010   0.6668784   0.3489335
     255   351.87510   0.6622258   0.3480321
     256   352.00010   0.6547518   0.3461932
     257   352.12520   0.6467184   0.3442660
     258   352.25010   0.6377604   0.3422710
     259   352.37510   0.6286901   0.3405545
     260   352.50010   0.6206288   0.3397252
     261   352.62510   0.6116609   0.3384109
     262   352.75000   0.6034301   0.3372785
     263   352.87510   0.5974470   0.3372236
     264   353.00000   0.5937418   0.3380728
     265   353.12500   0.5912919   0.3391571
     266   353.25000   0.5881313   0.3393947
     267   353.37500   0.5865332   0.3398483
     268   353.50010   0.5858975   0.3405744
     269   353.62510   0.5842816   0.3403917
     270   353.75010   0.5820397   0.3395207
     271   353.87510   0.5793819   0.3379010
     272   354.00000   0.5783092   0.3362712
     273   354.12510   0.5790620   0.3353184
     274   354.25010   0.5806700   0.3351701
     275   354.37510   0.5856876   0.3363387
     276   354.50010   0.5920268   0.3382142
     277   354.62500   0.5996114   0.3407080
     278   354.75000   0.6056789   0.3423450
     279   354.87510   0.6102681   0.3428443
     280   355.00010   0.6151581   0.3431464
     281   355.12500   0.6199429   0.3433292
     282   355.25010   0.6243977   0.3434413
     283   355.37510   0.6274642   0.3435686
     284   355.50010   0.6291136   0.3432331
     285   355.62500   0.6310147   0.3430885
     286   355.75010   0.6326389   0.3434086
     287   355.87510   0.6342243   0.3439380
     288   356.00020   0.6381196   0.3453043
     289   356.12500   0.6421017   0.3467745
     290   356.25020   0.6437509   0.3475333
     291   356.37510   0.6441243   0.3476999
     292   356.50000   0.6433362   0.3473436
     293   356.62510   0.6419597   0.3466397
     294   356.75010   0.6382032   0.3450570
     295   356.87510   0.6338070   0.3432214
     296   357.00010   0.6315028   0.3426184
     297   357.12510   0.6282485   0.3425980
     298   357.25010   0.6227054   0.3422873
     299   357.37500   0.6154818   0.3407831
     300   357.50020   0.6074081   0.3386318
     301   357.62520   0.5981452   0.3363054
     302   357.75000   0.5884755   0.3340743
     303   357.87500   0.5797442   0.3324821
     304   358.00010   0.5708789   0.3311793
     305   358.12510   0.5617189   0.3294405
     306   358.25000   0.5530266   0.3278925
     307   358.37500   0.5456042   0.3270296
     308   358.50010   0.5384751   0.3263515
     309   358.62510   0.5311856   0.3249274
     310   358.75000   0.5240864   0.3229371
     311   358.87520   0.5177072   0.3211363
     312   359.00010   0.5115345   0.3190679
     313   359.12510   0.5079015   0.3175566
     314   359.25000   0.5054790   0.3160495
     315   359.37500   0.5025747   0.3142551
     316   359.50010   0.4995339   0.3117734
     317   359.62510   0.4999654   0.3104733
     318   359.75000   0.5012517   0.3096525
     319   359.87510   0.5048629   0.3094443
     320   360.00020   0.5114672   0.3103897
     321   360.00030   0.5114787   0.3103920
     322   360.12530   0.5195483   0.3122096
     323   360.25020   0.5279176   0.3142008
     324   360.37520   0.5341239   0.3148993
     325   360.50020   0.5404411   0.3151772
     326   360.62520   0.5481080   0.3163358
     327   360.75020   0.5550264   0.3170783
     328   360.87520   0.5599880   0.3162937
     329   361.00020   0.5650624   0.3155344
     330   361.12520   0.5738083   0.3168800
     331   361.25020   0.5870033   0.3204070
     332   361.37520   0.6012722   0.3245847
     333   361.50030   0.6136959   0.3280544
     334   361.62530   0.6251600   0.3309725
     335   361.75030   0.6360552   0.3337390
     336   361.87530   0.6485779   0.3373840
     337   362.00030   0.6608793   0.3410876
     338   362.12530   0.6718849   0.3443859
     339   362.25030   0.6825936   0.3479054
     340   362.37530   0.6917076   0.3516142
     341   362.50030   0.6996088   0.3555280
     342   362.62520   0.7058247   0.3588531
     343   362.75030   0.7099856   0.3613117
     344   362.87520   0.7123933   0.3629596
     345   363.00030   0.7118400   0.3639071
     346   363.12530   0.7073920   0.3639385
     347   363.25030   0.7011117   0.3637406
     348   363.37530   0.6944827   0.3638161
     349   363.50020   0.6857904   0.3623105
     350   363.62530   0.6782355   0.3618133
     351   363.75030   0.6688716   0.3614200
     352   363.87520   0.6572673   0.3598962
     353   364.00020   0.6444431   0.3570910
     354   364.12520   0.6326362   0.3542948
     355   364.25030   0.6213472   0.3515281
     356   364.37520   0.6130425   0.3497928
     357   364.50030   0.6052631   0.3474844
     358   364.62520   0.5997783   0.3459062
     359   364.75020   0.5975686   0.3456440
     360   364.87530   0.5966951   0.3454287
     361   365.00030   0.5984811   0.3459513
     362   365.12530   0.6023087   0.3467463
     363   365.25020   0.6073662   0.3477092
     364   365.37520   0.6113995   0.3478268
     365   365.50020   0.6131507   0.3464597
     366   365.62520   0.6111009   0.3426286
     367   365.75030   0.6087882   0.3380328
     368   365.87530   0.6094795   0.3349272
     369   366.00030   0.6128695   0.3334543
     370   366.12530   0.6181296   0.3333309
     371   366.25020   0.6251062   0.3342146
     372   366.37520   0.6333401   0.3359043
     373   366.50020   0.6426456   0.3384066
     374   366.62530   0.6527290   0.3408739
     375   366.75030   0.6624205   0.3428108
     376   366.87520   0.6727171   0.3452484
     377   367.00030   0.6814806   0.3469378
     378   367.12520   0.6885788   0.3476381
     379   367.25030   0.6966348   0.3486046
     380   367.37530   0.7059040   0.3504942
     381   367.50020   0.7173492   0.3540519
     382   367.62520   0.7301895   0.3590145
     383   367.75030   0.7425546   0.3642005
     384   367.87520   0.7532015   0.3688791
     385   368.00020   0.7635266   0.3736500
     386   368.12530   0.7717421   0.3776620
     387   368.25020   0.7763876   0.3797982
     388   368.37520   0.7774348   0.3808118
     389   368.50020   0.7776121   0.3816411
     390   368.62520   0.7787437   0.3833189
     391   368.75030   0.7752364   0.3836357
     392   368.87530   0.7689004   0.3828515
     393   369.00030   0.7613179   0.3817756
     394   369.12520   0.7520090   0.3799285
     395   369.25020   0.7409004   0.3773349
     396   369.37530   0.7275335   0.3740976
     397   369.50020   0.7151225   0.3712215
     398   369.62520   0.7026824   0.3683564
     399   369.75030   0.6895146   0.3654047
     400   369.87530   0.6764380   0.3625723
     401   370.00020   0.6666373   0.3614837
     402   370.12530   0.6568978   0.3607502
     403   370.25030   0.6460531   0.3591887
     404   370.37520   0.6362319   0.3575374
     405   370.50020   0.6287725   0.3562106
     406   370.62520   0.6218144   0.3545258
     407   370.75020   0.6151490   0.3527563
     408   370.87520   0.6107790   0.3517096
     409   371.00030   0.6069236   0.3504840
     410   371.12530   0.6071089   0.3510278
     411   371.25030   0.6091934   0.3517646
     412   371.37520   0.6111793   0.3518556
     413   371.50020   0.6161071   0.3530810
     414   371.62530   0.6248722   0.3560581
     415   371.75030   0.6330724   0.3582114
     416   371.87520   0.6392005   0.3588874
     417   372.00030   0.6418508   0.3570762
     418   372.12530   0.6459485   0.3555326
     419   372.25030   0.6539292   0.3557150
     420   372.37520   0.6659926   0.3578598
     421   372.50020   0.6785923   0.3609934
     422   372.62520   0.6912167   0.3643692
     423   372.75030   0.6999809   0.3659116
     424   372.87520   0.7063778   0.3662645
     425   373.00030   0.7127541   0.3671780
     426   373.12520   0.7200272   0.3686940
     427   373.25030   0.7252450   0.3691674
     428   373.37530   0.7274038   0.3682793
     429   373.50020   0.7304420   0.3682823
     430   373.62520   0.7332921   0.3683714
     431   373.75030   0.7360535   0.3687081
     432   373.87530   0.7399176   0.3699187
     433   374.00020   0.7441556   0.3713230
     434   374.12530   0.7472419   0.3725317
     435   374.25030   0.7492380   0.3737645
     436   374.37530   0.7511291   0.3751008
     437   374.50030   0.7522961   0.3765953
     438   374.62530   0.7504855   0.3773191
     439   374.75030   0.7460939   0.3769108
     440   374.87520   0.7406768   0.3766320
     441   375.00020   0.7330763   0.3759154
     442   375.12520   0.7245400   0.3748156
     443   375.25030   0.7159132   0.3736034
     444   375.37520   0.7050427   0.3714491
     445   375.50020   0.6933083   0.3687343
     446   375.62530   0.6832876   0.3670519
     447   375.75020   0.6733733   0.3657748
     448   375.87530   0.6630719   0.3639378
     449   376.00030   0.6551839   0.3631555
     450   376.12530   0.6494014   0.3636055
     451   376.25020   0.6430385   0.3635360
     452   376.37520   0.6379910   0.3634928
     453   376.50020   0.6338172   0.3636094
     454   376.62530   0.6336802   0.3654311
     455   376.75020   0.6335043   0.3664920
     456   376.87520   0.6346551   0.3678474
     457   377.00030   0.6328083   0.3671302
     458   377.12530   0.6310746   0.3656652
     459   377.25020   0.6310045   0.3642400
     460   377.37530   0.6326577   0.3634534
     461   377.50030   0.6343760   0.3629605
     462   377.62530   0.6336889   0.3611557
     463   377.75020   0.6322971   0.3591329
     464   377.87520   0.6305134   0.3570369
     465   378.00020   0.6292982   0.3548423
     466   378.12520   0.6287878   0.3523489
     467   378.25030   0.6300564   0.3506978
     468   378.37530   0.6318622   0.3498209
     469   378.50030   0.6330766   0.3485945
     470   378.62520   0.6360442   0.3482177
     471   378.75030   0.6406572   0.3488772
     472   378.87530   0.6444482   0.3490779
     473   379.00020   0.6483683   0.3492288
     474   379.12520   0.6537982   0.3499190
     475   379.25020   0.6593354   0.3508241
     476   379.37520   0.6646078   0.3517488
     477   379.50030   0.6679523   0.3518675
     478   379.62530   0.6681198   0.3508590
     479   379.75020   0.6679758   0.3497104
     480   379.87520   0.6678490   0.3486274
       0   380.00020   0.6661386   0.3471067
       1   380.12520   0.6642169   0.3457419
       2   380.25020   0.6621998   0.3444496
       3   380.37530   0.6619216   0.3445872
       4   380.50030   0.6615430   0.3453632
       5   380.62520   0.6612231   0.3467840
       6   380.75020   0.6611552   0.3488539
       7   380.87530   0.6593031   0.3505423
       8   381.00020   0.6549909   0.3511508
       9   381.12530   0.6489234   0.3508597
      10   381.25020   0.6418858   0.3498932
      11   381.37520   0.6347357   0.3485899
      12   381.50020   0.6262720   0.3470419
      13   381.62520   0.6168200   0.3451634
      14   381.75030   0.6078247   0.3425917
      15   381.87530   0.6001201   0.3404621
      16   382.00030   0.5938698   0.3390026
      17   382.12520   0.5882570   0.3379882
      18   382.25030   0.5842923   0.3375915
      19   382.37520   0.5786270   0.3357072
      20   382.50020   0.5727673   0.3335293
      21   382.62520   0.5693555   0.3324080
      22   382.75020   0.5686445   0.3322272
      23   382.87530   0.5714321   0.3330685
      24   383.00030   0.5759388   0.3345870
      25   383.12520   0.5822858   0.3368543
      26   383.25030   0.5898981   0.3395563
      27   383.37530   0.5987700   0.3421353
      28   383.50020   0.6060160   0.3433902
      29   383.62520   0.6112217   0.3431867
      30   383.75030   0.6170957   0.3428139
      31   383.87520   0.6243235   0.3428714
      32   384.00030   0.6300281   0.3424316
      33   384.12520   0.6358799   0.3420278
      34   384.25030   0.6413399   0.3418507
      35   384.37520   0.6480485   0.3427333
      36   384.50020   0.6564009   0.3448596
      37   384.62520   0.6635671   0.3465659
      38   384.75020   0.6683003   0.3468224
      39   384.87520   0.6728341   0.3466995
      40   385.00030   0.6769411   0.3466881
      41   385.12520   0.6821246   0.3476502
      42   385.25030   0.6856790   0.3479884
      43   385.37520   0.6876473   0.3476419
      44   385.50030   0.6895923   0.3477416
      45   385.62520   0.6930857   0.3488037
      46   385.75020   0.6975971   0.3506176
      47   385.87530   0.7020589   0.3528866
      48   386.00020   0.7071076   0.3559644
      49   386.12520   0.7121191   0.3587988
      50   386.25020   0.7136867   0.3598851
      51   386.37520   0.7132836   0.3599489
      52   386.50020   0.7101060   0.3589520
      53   386.62520   0.7048014   0.3572721
      54   386.75020   0.6971355   0.3553268
      55   386.87530   0.6888734   0.3535847
      56   387.00020   0.6806953   0.3522902
      57   387.12530   0.6717081   0.3510473
      58   387.25020   0.6607134   0.3490234
      59   387.37530   0.6481272   0.3464612
      60   387.50020   0.6364270   0.3440144
      61   387.62520   0.6262719   0.3419980
      62   387.75020   0.6161407   0.3400485
      63   387.87520   0.6078707   0.3391045
      64   388.00020   0.6014118   0.3386876
      65   388.12520   0.5957987   0.3387650
      66   388.25030   0.5908614   0.3393700
      67   388.37530   0.5871666   0.3397437
      68   388.50020   0.5867767   0.3408868
      69   388.62520   0.5882366   0.3427752
      70   388.75020   0.5887578   0.3435705
      71   388.87530   0.5902706   0.3448144
      72   389.00020   0.5915645   0.3454760
      73   389.12530   0.5932587   0.3458606
      74   389.25020   0.5954989   0.3461916
      75   389.37530   0.5991734   0.3469711
      76   389.50020   0.6052133   0.3483876
      77   389.62530   0.6127634   0.3504804
      78   389.75020   0.6206165   0.3528468
      79   389.87530   0.6299937   0.3560827
      80   390.00020   0.6374942   0.3582785
      81   390.12530   0.6405425   0.3577892
      82   390.25020   0.6431201   0.3566831
      83   390.37520   0.6459736   0.3561024
      84   390.50030   0.6465260   0.3542911
      85   390.62530   0.6466080   0.3520977
      86   390.75030   0.6482729   0.3510483
      87   390.87520   0.6505388   0.3513206
      88   391.00030   0.6520524   0.3516176
      89   391.12520   0.6534120   0.3519204
      90   391.25020   0.6549511   0.3525758
      91   391.37520   0.6567734   0.3535202
      92   391.50020   0.6571845   0.3538408
      93   391.62530   0.6574600   0.3540454
      94   391.75020   0.6573422   0.3544039
      95   391.87530   0.6571189   0.3550863
      96   392.00030   0.6545084   0.3548008
      97   392.12530   0.6496649   0.3531428
      98   392.25020   0.6450837   0.3514190
      99   392.37520   0.6400919   0.3501322
     100   392.50030   0.6341760   0.3488275
     101   392.62530   0.6287442   0.3478518
     102   392.75020   0.6238012   0.3472106
     103   392.87520   0.6175497   0.3456548
     104   393.00030   0.6083274   0.3427957
     105   393.12520   0.5973279   0.3388939
     106   393.25030   0.5865907   0.3347859
     107   393.37520   0.5782526   0.3322473
     108   393.50030   0.5694658   0.3297926
     109   393.62530   0.5595918   0.3272821
     110   393.75020   0.5518154   0.3258509
     111   393.87520   0.5449935   0.3249282
     112   394.00020   0.5373568   0.3235504
     113   394.12520   0.5308132   0.3217689
     114   394.25030   0.5293353   0.3217004
     115   394.37520   0.5296725   0.3232673
     116   394.50020   0.5309705   0.3249463
     117   394.62530   0.5353454   0.3271464
     118   394.75020   0.5403225   0.3287608
     119   394.87520   0.5449770   0.3296655
     120   395.00030   0.5506225   0.3300341
     121   395.12530   0.5568818   0.3303931
     122   395.25020   0.5625669   0.3299782
     123   395.37520   0.5674982   0.3294282
     124   395.50020   0.5721317   0.3289396
     125   395.62520   0.5797477   0.3298791
     126   395.75020   0.5871706   0.3308618
     127   395.87520   0.5922565   0.3313220
     128   396.00030   0.5955808   0.3310761
     129   396.12520   0.5977784   0.3303811
     130   396.25030   0.5998325   0.3295762
     131   396.37530   0.6019546   0.3288360
     132   396.50020   0.6070102   0.3293771
     133   396.62520   0.6141002   0.3306757
     134   396.75030   0.6205048   0.3313266
     135   396.87520   0.6252390   0.3310828
     136   397.00030   0.6278291   0.3297147
     137   397.12520   0.6306285   0.3288509
     138   397.25030   0.6334606   0.3289109
     139   397.37520   0.6354938   0.3291040
     140   397.50030   0.6361970   0.3290144
     141   397.62530   0.6356741   0.3285233
     142   397.75020   0.6350203   0.3284109
     143   397.87530   0.6336960   0.3286576
     144   398.00030   0.6330876   0.3295023
     145   398.12530   0.6315759   0.3301447
     146   398.25030   0.6297250   0.3307266
     147   398.37520   0.6271820   0.3309030
     148   398.50030   0.6244526   0.3314483
     149   398.62530   0.6228866   0.3329005
     150   398.75030   0.6198543   0.3334233
     151   398.87530   0.6153611   0.3330703
     152   399.00030   0.6103354   0.3323665
     153   399.12530   0.6043991   0.3310342
     154   399.25030   0.5994810   0.3302472
     155   399.37520   0.5952794   0.3298876
     156   399.50020   0.5908997   0.3292357
     157   399.62530   0.5866224   0.3289423
     158   399.75020   0.5835810   0.3293857
     159   399.87530   0.5815317   0.3300655
     160   400.00030   0.5801273   0.3307321
     161   400.12520   0.5787005   0.3314851
     162   400.25020   0.5790093   0.3327240
     163   400.37520   0.5801778   0.3338135
     164   400.50030   0.5798938   0.3336431
     165   400.62530   0.5804052   0.3334437
     166   400.75030   0.5828730   0.3339981
     167   400.87520   0.5854297   0.3341354
     168   401.00030   0.5867433   0.3330711
     169   401.12520   0.5897478   0.3327157
     170   401.25010   0.5941228   0.3329738
     171   401.37530   0.5985361   0.3333613
     172   401.50030   0.6061309   0.3356285
     173   401.62530   0.6142560   0.3382105
     174   401.75030   0.6219552   0.3405921
     175   401.87530   0.6277215   0.3420284
     176   402.00030   0.6329409   0.3432766
     177   402.12530   0.6378955   0.3443566
     178   402.25030   0.6407405   0.3439846
     179   402.37530   0.6447784   0.3440244
     180   402.50020   0.6492677   0.3446649
     181   402.62530   0.6525229   0.3451644
     182   402.75020   0.6548819   0.3454785
     183   402.87530   0.6569756   0.3459343
     184   403.00020   0.6593162   0.3469091
     185   403.12530   0.6600636   0.3475507
     186   403.25030   0.6611434   0.3486873
     187   403.37520   0.6620894   0.3501752
     188   403.50020   0.6613694   0.3506667
     189   403.62530   0.6587274   0.3501485
     190   403.75030   0.6556596   0.3494427
     191   403.87530   0.6509388   0.3484744
     192   404.00030   0.6456755   0.3474189
     193   404.12520   0.6410423   0.3467344
     194   404.25030   0.6356760   0.3461470
     195   404.37530   0.6289432   0.3451782
     196   404.50030   0.6223770   0.3440279
     197   404.62520   0.6159039   0.3429904
     198   404.75020   0.6086821   0.3417712
     199   404.87520   0.6009709   0.3400050
     200   405.00020   0.5920140   0.3371175
     201   405.12520   0.5841850   0.3347556
     202   405.25020   0.5767461   0.3328774
     203   405.37520   0.5705749   0.3313331
     204   405.50020   0.5672796   0.3308221
     205   405.62530   0.5650887   0.3312902
     206   405.75010   0.5621600   0.3311663
     207   405.87530   0.5595594   0.3304642
     208   406.00030   0.5569358   0.3288227
     209   406.12520   0.5546449   0.3272399
     210   406.25030   0.5531720   0.3256638
     211   406.37530   0.5536605   0.3245755
     212   406.50020   0.5533397   0.3232743
     213   406.62520   0.5536878   0.3221051
     214   406.75020   0.5557343   0.3218913
     215   406.87530   0.5576529   0.3214950
     216   407.00020   0.5590827   0.3204781
