   n        time         Clp         Cdp
     378   147.25020   0.6273729   0.2567075
     379   147.37520   0.6306058   0.2570882
     380   147.50020   0.6328415   0.2570631
     381   147.62530   0.6350985   0.2572525
     382   147.75020   0.6389773   0.2584127
     383   147.87520   0.6443808   0.2601671
     384   148.00020   0.6481777   0.2615308
     385   148.12510   0.6534959   0.2629125
     386   148.25020   0.6591379   0.2643953
     387   148.37510   0.6636797   0.2656158
     388   148.50020   0.6687668   0.2669815
     389   148.62520   0.6723264   0.2677464
     390   148.75020   0.6757571   0.2686849
     391   148.87510   0.6789633   0.2694031
     392   149.00010   0.6812988   0.2698161
     393   149.12520   0.6847168   0.2710077
     394   149.25010   0.6873559   0.2722158
     395   149.37520   0.6885015   0.2725047
     396   149.50010   0.6906424   0.2735677
     397   149.62510   0.6925152   0.2752741
     398   149.75020   0.6959952   0.2772057
     399   149.87520   0.6997389   0.2784866
     400   150.00010   0.7005348   0.2788195
     401   150.12520   0.7017688   0.2795194
     402   150.25010   0.7015362   0.2797342
     403   150.37520   0.7034039   0.2804341
     404   150.50020   0.7033749   0.2799874
     405   150.62520   0.7028738   0.2788766
     406   150.75020   0.7005142   0.2779475
     407   150.87510   0.7009882   0.2780699
     408   151.00010   0.6987404   0.2771564
     409   151.12510   0.6990397   0.2767239
     410   151.25020   0.6984067   0.2760116
     411   151.37510   0.6976383   0.2753782
     412   151.50010   0.6983988   0.2754433
     413   151.62530   0.6986153   0.2756226
     414   151.75030   0.7012146   0.2763706
     415   151.87520   0.7008086   0.2760546
     416   152.00020   0.7010290   0.2758528
     417   152.12520   0.7027243   0.2762357
     418   152.25030   0.7015519   0.2760946
     419   152.37510   0.7012229   0.2764512
     420   152.50010   0.7010689   0.2768711
     421   152.62520   0.7016492   0.2773790
     422   152.75020   0.7024967   0.2779180
     423   152.87520   0.7030760   0.2788849
     424   153.00020   0.7043303   0.2804213
     425   153.12520   0.7040564   0.2809209
     426   153.25020   0.7038167   0.2811521
     427   153.37530   0.7030044   0.2813728
     428   153.50010   0.7016068   0.2818369
     429   153.62520   0.7017291   0.2821149
     430   153.75020   0.7008073   0.2815672
     431   153.87520   0.7010638   0.2812165
     432   154.00020   0.6994085   0.2799005
     433   154.12520   0.6979285   0.2787434
     434   154.25020   0.6967430   0.2781993
     435   154.37520   0.6951925   0.2776434
     436   154.50030   0.6946014   0.2772609
     437   154.62520   0.6944562   0.2768575
     438   154.75020   0.6940593   0.2764554
     439   154.87520   0.6925505   0.2758739
     440   155.00020   0.6907647   0.2751488
     441   155.12520   0.6910717   0.2752566
     442   155.25020   0.6904978   0.2755031
     443   155.37510   0.6901416   0.2758416
     444   155.50030   0.6889128   0.2757423
     445   155.62530   0.6871738   0.2761290
     446   155.75020   0.6857080   0.2763231
     447   155.87530   0.6840319   0.2760134
     448   156.00020   0.6820836   0.2759975
     449   156.12530   0.6791658   0.2751395
     450   156.25020   0.6755338   0.2740517
     451   156.37530   0.6722301   0.2730601
     452   156.50030   0.6680545   0.2713386
     453   156.62510   0.6640335   0.2697069
     454   156.75020   0.6601443   0.2683322
     455   156.87520   0.6564009   0.2668258
     456   157.00020   0.6545105   0.2663231
     457   157.12520   0.6519515   0.2654917
     458   157.25010   0.6514592   0.2652371
     459   157.37510   0.6524663   0.2656200
     460   157.50010   0.6520063   0.2661360
     461   157.62520   0.6531742   0.2671380
     462   157.75020   0.6550030   0.2680391
     463   157.87520   0.6579355   0.2693851
     464   158.00030   0.6617177   0.2712799
     465   158.12520   0.6661386   0.2735858
     466   158.25030   0.6714063   0.2762874
     467   158.37510   0.6770712   0.2789936
     468   158.50020   0.6829925   0.2816482
     469   158.62520   0.6885237   0.2843977
     470   158.75010   0.6941871   0.2870298
     471   158.87520   0.6973496   0.2879264
     472   159.00010   0.7018703   0.2899620
     473   159.12520   0.7064942   0.2923612
     474   159.25020   0.7092809   0.2937671
     475   159.37520   0.7130846   0.2952051
     476   159.50020   0.7143660   0.2963268
     477   159.62530   0.7148824   0.2974164
     478   159.75020   0.7163455   0.2989960
     479   159.87520   0.7170804   0.2998718
     480   160.00020   0.7167299   0.3000622
     481   160.12520   0.7170928   0.3004509
     482   160.25020   0.7161567   0.3000087
     483   160.37530   0.7129614   0.2988194
     484   160.50020   0.7095070   0.2975479
     485   160.62520   0.7052359   0.2959697
     486   160.75010   0.7005804   0.2942063
     487   160.87520   0.6960576   0.2922190
     488   161.00020   0.6928321   0.2910774
     489   161.12510   0.6900805   0.2904468
     490   161.25030   0.6868842   0.2896533
     491   161.37520   0.6835740   0.2883439
     492   161.50020   0.6810554   0.2875496
     493   161.62530   0.6788997   0.2872060
     494   161.75010   0.6767783   0.2865263
     495   161.87510   0.6742300   0.2855276
     496   162.00010   0.6740996   0.2856916
     497   162.12530   0.6731412   0.2859324
     498   162.25010   0.6739721   0.2864825
     499   162.37520   0.6731652   0.2860979
     500   162.50020   0.6724297   0.2856277
     501   162.62530   0.6724836   0.2854540
     502   162.75020   0.6735181   0.2857294
     503   162.87530   0.6742707   0.2855302
     504   163.00010   0.6748488   0.2854016
     505   163.12510   0.6767520   0.2859432
     506   163.25010   0.6769793   0.2861149
     507   163.37520   0.6789802   0.2871486
     508   163.50030   0.6825138   0.2888814
     509   163.62510   0.6849464   0.2903586
     510   163.75020   0.6854858   0.2907417
     511   163.87510   0.6852398   0.2912071
     512   164.00030   0.6864050   0.2924683
     513   164.12510   0.6888423   0.2938266
     514   164.25020   0.6905838   0.2947796
     515   164.37520   0.6920323   0.2949338
     516   164.50010   0.6931323   0.2951113
     517   164.62520   0.6929453   0.2950234
     518   164.75010   0.6940643   0.2955193
     519   164.87530   0.6941846   0.2958862
     520   165.00020   0.6944173   0.2959688
     521   165.12520   0.6929743   0.2953767
     522   165.25020   0.6931979   0.2949492
     523   165.37520   0.6920295   0.2944691
     524   165.50020   0.6908364   0.2936873
     525   165.62520   0.6903218   0.2931224
     526   165.75020   0.6893813   0.2926763
     527   165.87510   0.6879334   0.2923465
     528   166.00020   0.6871904   0.2920160
     529   166.12520   0.6837351   0.2904150
     530   166.25020   0.6802274   0.2886344
     531   166.37510   0.6770885   0.2873854
     532   166.50020   0.6761056   0.2872313
     533   166.62530   0.6732494   0.2865292
     534   166.75010   0.6720717   0.2857098
     535   166.87520   0.6699539   0.2844773
     536   167.00020   0.6673633   0.2827472
     537   167.12530   0.6646406   0.2812223
     538   167.25030   0.6613809   0.2799504
     539   167.37520   0.6588337   0.2790373
     540   167.50020   0.6549428   0.2772740
     541   167.62520   0.6504988   0.2753314
     542   167.75010   0.6474992   0.2739586
     543   167.87520   0.6451738   0.2731074
     544   168.00030   0.6432333   0.2719521
     545   168.12520   0.6403403   0.2698393
     546   168.25020   0.6385131   0.2687277
     547   168.37510   0.6381034   0.2684105
     548   168.50010   0.6390431   0.2687878
     549   168.62530   0.6393055   0.2684698
     550   168.75010   0.6400959   0.2684097
     551   168.87520   0.6411350   0.2685853
     552   169.00030   0.6450974   0.2697016
     553   169.12520   0.6488803   0.2710992
     554   169.25010   0.6537535   0.2734349
     555   169.37520   0.6605949   0.2761175
     556   169.50020   0.6667759   0.2788859
     557   169.62510   0.6721255   0.2815125
     558   169.75010   0.6770174   0.2836146
     559   169.87530   0.6808357   0.2854976
     560   170.00020   0.6854409   0.2877268
     561   170.12520   0.6908641   0.2899313
     562   170.25010   0.6941184   0.2914301
     563   170.37520   0.6959858   0.2917105
     564   170.50020   0.6972972   0.2918791
     565   170.62520   0.7006749   0.2928795
     566   170.75020   0.6994574   0.2918584
     567   170.87510   0.6981707   0.2908326
     568   171.00020   0.6973356   0.2895402
     569   171.12510   0.6980005   0.2894217
     570   171.25020   0.6985762   0.2893424
     571   171.37510   0.6961017   0.2882670
     572   171.50020   0.6925354   0.2869702
     573   171.62520   0.6906760   0.2860685
     574   171.75030   0.6885872   0.2846642
     575   171.87520   0.6874836   0.2838918
     576   172.00020   0.6849721   0.2827627
     577   172.12520   0.6824296   0.2818732
     578   172.25030   0.6795809   0.2805170
     579   172.37520   0.6757153   0.2783390
     580   172.50020   0.6718144   0.2763053
     581   172.62510   0.6689232   0.2745449
     582   172.75020   0.6668630   0.2728048
     583   172.87510   0.6649708   0.2714357
     584   173.00030   0.6641864   0.2704644
     585   173.12520   0.6635838   0.2696453
     586   173.25010   0.6627487   0.2690337
     587   173.37530   0.6625100   0.2685730
     588   173.50010   0.6615205   0.2683071
     589   173.62530   0.6630961   0.2691158
     590   173.75030   0.6649679   0.2699603
     591   173.87520   0.6667877   0.2707452
     592   174.00020   0.6684160   0.2712430
     593   174.12520   0.6692496   0.2716312
     594   174.25020   0.6723520   0.2727559
     595   174.37510   0.6745745   0.2738144
     596   174.50020   0.6766039   0.2745829
     597   174.62520   0.6790642   0.2750585
     598   174.75020   0.6799111   0.2745330
     599   174.87510   0.6771690   0.2728759
     600   175.00020   0.6769576   0.2722709
     601   175.12530   0.6760034   0.2722063
     602   175.25020   0.6745995   0.2718166
     603   175.37530   0.6756841   0.2724788
     604   175.50010   0.6771320   0.2736286
     605   175.62520   0.6785648   0.2749016
     606   175.75010   0.6812789   0.2768422
     607   175.87520   0.6838065   0.2788222
     608   176.00020   0.6866516   0.2810390
     609   176.12530   0.6899294   0.2830266
     610   176.25020   0.6930938   0.2846542
     611   176.37520   0.6975580   0.2870712
     612   176.50030   0.7020488   0.2891372
     613   176.62510   0.7067410   0.2908450
     614   176.75020   0.7119981   0.2932715
     615   176.87510   0.7169854   0.2960417
     616   177.00010   0.7231094   0.2989913
     617   177.12510   0.7296907   0.3019297
     618   177.25020   0.7352277   0.3046081
     619   177.37520   0.7427243   0.3078990
     620   177.50020   0.7495744   0.3108940
     621   177.62510   0.7534620   0.3130144
     622   177.75020   0.7575266   0.3154786
     623   177.87530   0.7627420   0.3183712
     624   178.00020   0.7679320   0.3213935
     625   178.12520   0.7713121   0.3237571
     626   178.25010   0.7719940   0.3246203
     627   178.37520   0.7719212   0.3253755
     628   178.50010   0.7722649   0.3264780
     629   178.62510   0.7712365   0.3269402
     630   178.75020   0.7699530   0.3273195
     631   178.87520   0.7688765   0.3273018
     632   179.00030   0.7670356   0.3268017
     633   179.12510   0.7649046   0.3260517
     634   179.25010   0.7643972   0.3262480
     635   179.37520   0.7631844   0.3257870
     636   179.50030   0.7613168   0.3246232
     637   179.62520   0.7595495   0.3238395
     638   179.75030   0.7578338   0.3235124
     639   179.87520   0.7552021   0.3224697
