   n        time         Clp         Cdp
     256    92.00020   0.5832544   0.2443078
     257    92.12520   0.5879827   0.2459083
     258    92.25020   0.5928916   0.2476972
     259    92.37520   0.5992561   0.2503348
     260    92.50020   0.6063047   0.2534383
     261    92.62520   0.6135396   0.2566994
     262    92.75020   0.6207612   0.2600173
     263    92.87520   0.6270136   0.2632273
     264    93.00020   0.6330673   0.2662977
     265    93.12530   0.6385650   0.2688481
     266    93.25010   0.6426325   0.2706706
     267    93.37510   0.6462519   0.2723799
     268    93.50030   0.6506499   0.2746480
     269    93.62530   0.6543000   0.2766202
     270    93.75020   0.6567845   0.2783300
     271    93.87520   0.6585560   0.2795836
     272    94.00020   0.6591317   0.2802291
     273    94.12530   0.6593944   0.2803327
     274    94.25020   0.6606081   0.2808011
     275    94.37520   0.6609414   0.2813673
     276    94.50030   0.6624351   0.2819652
     277    94.62530   0.6631258   0.2820434
     278    94.75020   0.6641810   0.2827033
     279    94.87530   0.6651073   0.2836317
     280    95.00030   0.6657846   0.2840811
     281    95.12510   0.6676242   0.2844708
     282    95.25010   0.6698872   0.2852718
     283    95.37510   0.6735044   0.2869903
     284    95.50020   0.6771570   0.2889628
     285    95.62520   0.6798865   0.2901693
     286    95.75020   0.6819741   0.2911467
     287    95.87530   0.6859170   0.2927009
     288    96.00020   0.6900737   0.2949881
     289    96.12530   0.6938359   0.2974748
     290    96.25030   0.6964301   0.2998666
     291    96.37530   0.6983779   0.3016730
     292    96.50030   0.6986392   0.3028559
     293    96.62510   0.6970645   0.3029531
     294    96.75020   0.6948012   0.3024013
     295    96.87530   0.6920178   0.3017744
     296    97.00030   0.6895053   0.3011228
     297    97.12510   0.6864931   0.3003459
     298    97.25010   0.6827495   0.2992272
     299    97.37520   0.6781195   0.2977931
     300    97.50030   0.6734506   0.2959392
     301    97.62530   0.6680430   0.2939718
     302    97.75020   0.6648618   0.2931322
     303    97.87520   0.6628227   0.2930313
     304    98.00030   0.6601980   0.2927745
     305    98.12520   0.6591676   0.2926396
     306    98.25030   0.6567640   0.2924297
     307    98.37530   0.6563673   0.2933833
     308    98.50020   0.6572049   0.2945169
     309    98.62520   0.6562050   0.2950236
     310    98.75020   0.6558745   0.2955833
     311    98.87520   0.6560912   0.2961329
     312    99.00020   0.6554620   0.2966503
     313    99.12520   0.6531777   0.2964335
     314    99.25020   0.6513490   0.2958579
     315    99.37520   0.6504107   0.2953609
     316    99.50010   0.6500352   0.2953305
     317    99.62520   0.6482793   0.2947240
     318    99.75020   0.6477217   0.2940506
     319    99.87530   0.6473534   0.2943742
       0   100.00030   0.6468706   0.2948391
       1   100.12520   0.6465042   0.2947620
       2   100.25020   0.6457886   0.2948430
       3   100.37510   0.6459080   0.2950198
       4   100.50020   0.6461548   0.2951447
       5   100.62520   0.6466954   0.2955858
       6   100.75030   0.6482190   0.2961927
       7   100.87530   0.6487172   0.2962151
       8   101.00030   0.6491388   0.2955945
       9   101.12520   0.6489885   0.2950987
      10   101.25030   0.6493511   0.2948537
      11   101.37520   0.6484231   0.2940713
      12   101.50030   0.6456394   0.2927974
      13   101.62520   0.6443079   0.2926721
      14   101.75020   0.6424172   0.2925331
      15   101.87520   0.6395593   0.2912238
      16   102.00020   0.6388884   0.2907632
      17   102.12520   0.6368947   0.2899781
      18   102.25030   0.6359967   0.2897862
      19   102.37520   0.6342377   0.2894669
      20   102.50030   0.6328797   0.2889505
      21   102.62520   0.6313696   0.2880081
      22   102.75020   0.6280789   0.2870809
      23   102.87510   0.6238979   0.2854699
      24   103.00030   0.6202728   0.2837745
      25   103.12520   0.6170851   0.2826366
      26   103.25020   0.6123484   0.2808394
      27   103.37510   0.6065618   0.2783468
      28   103.50020   0.6026380   0.2765859
      29   103.62520   0.5988522   0.2749583
      30   103.75020   0.5952937   0.2736853
      31   103.87510   0.5920569   0.2728571
      32   104.00030   0.5883992   0.2720234
      33   104.12520   0.5863460   0.2713880
      34   104.25030   0.5841980   0.2706971
      35   104.37510   0.5829961   0.2699527
      36   104.50020   0.5799721   0.2684907
      37   104.62530   0.5784675   0.2677447
      38   104.75020   0.5757015   0.2662759
      39   104.87530   0.5741438   0.2651459
      40   105.00020   0.5726867   0.2645144
      41   105.12520   0.5722179   0.2644595
      42   105.25020   0.5734047   0.2650237
      43   105.37520   0.5726058   0.2647892
      44   105.50030   0.5717460   0.2644289
      45   105.62520   0.5712529   0.2643503
      46   105.75020   0.5705463   0.2641132
      47   105.87520   0.5687221   0.2632497
      48   106.00030   0.5671191   0.2624315
      49   106.12520   0.5669908   0.2620384
      50   106.25020   0.5662603   0.2612015
      51   106.37520   0.5650362   0.2600658
      52   106.50020   0.5637263   0.2590271
      53   106.62520   0.5625861   0.2581594
      54   106.75030   0.5613516   0.2575748
      55   106.87520   0.5603265   0.2567314
      56   107.00030   0.5588516   0.2551529
      57   107.12530   0.5588223   0.2545656
      58   107.25030   0.5595399   0.2550754
      59   107.37510   0.5605163   0.2560307
      60   107.50020   0.5634172   0.2569818
      61   107.62510   0.5645938   0.2577270
      62   107.75020   0.5653448   0.2578868
      63   107.87520   0.5645977   0.2570992
      64   108.00030   0.5640788   0.2564255
      65   108.12520   0.5643938   0.2561038
      66   108.25020   0.5640938   0.2556000
      67   108.37520   0.5631255   0.2549191
      68   108.50030   0.5623369   0.2543285
      69   108.62520   0.5616246   0.2538159
      70   108.75020   0.5610665   0.2533361
      71   108.87530   0.5600963   0.2530292
      72   109.00010   0.5601172   0.2525843
      73   109.12520   0.5596974   0.2516595
      74   109.25020   0.5593020   0.2510024
      75   109.37520   0.5594660   0.2505282
      76   109.50010   0.5593256   0.2502215
      77   109.62520   0.5603208   0.2503995
      78   109.75030   0.5603463   0.2501994
      79   109.87510   0.5609978   0.2501467
      80   110.00020   0.5614962   0.2504560
      81   110.12520   0.5622920   0.2506990
      82   110.25030   0.5624239   0.2503383
      83   110.37520   0.5623486   0.2500105
      84   110.50010   0.5627737   0.2498931
      85   110.62520   0.5620715   0.2494702
      86   110.75020   0.5611150   0.2485045
      87   110.87520   0.5608262   0.2480489
      88   111.00020   0.5602438   0.2477696
      89   111.12520   0.5599485   0.2476531
      90   111.25020   0.5592205   0.2470117
      91   111.37520   0.5581544   0.2461469
      92   111.50020   0.5581577   0.2456290
      93   111.62520   0.5571887   0.2452827
      94   111.75030   0.5571560   0.2456211
      95   111.87520   0.5580504   0.2462223
      96   112.00020   0.5589705   0.2471223
      97   112.12530   0.5607794   0.2483054
      98   112.25010   0.5626066   0.2494971
      99   112.37520   0.5649329   0.2506785
     100   112.50020   0.5659907   0.2516954
     101   112.62510   0.5683296   0.2529969
     102   112.75020   0.5708007   0.2540853
     103   112.87510   0.5737644   0.2554197
     104   113.00020   0.5767841   0.2570662
     105   113.12530   0.5809101   0.2586439
     106   113.25020   0.5835844   0.2599201
     107   113.37520   0.5854956   0.2611721
     108   113.50020   0.5856135   0.2617107
     109   113.62520   0.5869159   0.2622205
     110   113.75030   0.5884608   0.2634437
     111   113.87520   0.5900110   0.2649926
     112   114.00020   0.5914748   0.2663372
     113   114.12530   0.5917248   0.2668344
     114   114.25020   0.5919063   0.2672453
     115   114.37530   0.5928377   0.2679936
     116   114.50030   0.5938332   0.2688677
     117   114.62530   0.5946388   0.2696020
     118   114.75020   0.5948770   0.2703109
     119   114.87520   0.5961332   0.2713239
     120   115.00020   0.5960071   0.2717549
     121   115.12530   0.5968692   0.2719354
     122   115.25020   0.5970028   0.2724736
     123   115.37520   0.5987482   0.2737833
     124   115.50020   0.6002755   0.2748639
     125   115.62530   0.6017450   0.2759671
     126   115.75020   0.6031995   0.2772465
     127   115.87520   0.6043011   0.2784496
     128   116.00020   0.6047078   0.2791075
     129   116.12530   0.6052309   0.2797637
     130   116.25020   0.6049109   0.2801710
     131   116.37520   0.6043755   0.2805119
     132   116.50010   0.6025685   0.2801269
     133   116.62520   0.5988358   0.2790993
     134   116.75030   0.5965476   0.2784632
     135   116.87530   0.5941474   0.2776063
     136   117.00030   0.5919808   0.2767017
     137   117.12510   0.5884266   0.2748723
     138   117.25030   0.5859787   0.2735737
     139   117.37520   0.5838416   0.2728545
     140   117.50020   0.5810571   0.2721492
     141   117.62530   0.5785908   0.2717708
     142   117.75020   0.5770846   0.2715681
     143   117.87510   0.5751815   0.2711030
     144   118.00020   0.5741601   0.2707425
     145   118.12530   0.5749674   0.2712999
     146   118.25020   0.5757431   0.2721289
     147   118.37530   0.5749577   0.2719823
     148   118.50020   0.5732033   0.2714174
     149   118.62520   0.5725982   0.2710537
     150   118.75020   0.5728659   0.2709953
     151   118.87520   0.5736053   0.2712551
     152   119.00020   0.5748073   0.2717045
     153   119.12520   0.5742051   0.2715767
     154   119.25030   0.5732480   0.2707829
     155   119.37520   0.5716596   0.2698380
     156   119.50020   0.5704126   0.2688909
     157   119.62530   0.5685883   0.2680404
     158   119.75020   0.5676338   0.2671744
     159   119.87530   0.5659534   0.2658324
     160   120.00030   0.5643829   0.2644164
     161   120.12520   0.5622807   0.2631306
     162   120.25020   0.5607510   0.2617277
     163   120.37520   0.5591288   0.2602172
     164   120.50010   0.5584684   0.2590763
     165   120.62520   0.5575041   0.2579253
     166   120.75020   0.5563537   0.2569420
     167   120.87520   0.5558381   0.2559852
     168   121.00020   0.5553330   0.2546264
     169   121.12530   0.5549931   0.2535700
     170   121.25010   0.5547784   0.2532178
     171   121.37520   0.5570397   0.2540479
     172   121.50010   0.5587443   0.2548491
     173   121.62520   0.5605668   0.2551658
     174   121.75010   0.5622331   0.2552842
     175   121.87510   0.5641687   0.2559633
     176   122.00020   0.5670590   0.2566632
     177   122.12530   0.5703121   0.2575119
     178   122.25010   0.5725651   0.2579648
     179   122.37520   0.5743882   0.2582448
     180   122.50010   0.5754359   0.2586529
     181   122.62510   0.5775433   0.2592801
     182   122.75020   0.5774591   0.2585876
     183   122.87520   0.5777465   0.2580572
     184   123.00010   0.5784740   0.2582168
     185   123.12510   0.5785672   0.2581734
     186   123.25020   0.5792518   0.2582300
     187   123.37520   0.5805245   0.2588774
     188   123.50010   0.5796743   0.2589333
     189   123.62520   0.5802407   0.2591070
     190   123.75010   0.5806871   0.2592147
     191   123.87520   0.5806742   0.2593635
     192   124.00010   0.5810151   0.2595916
     193   124.12530   0.5806285   0.2593464
     194   124.25020   0.5801277   0.2588273
     195   124.37510   0.5796598   0.2583934
     196   124.50020   0.5799827   0.2581108
     197   124.62510   0.5791378   0.2574626
     198   124.75020   0.5781448   0.2568444
     199   124.87520   0.5782300   0.2566331
     200   125.00010   0.5788030   0.2565748
     201   125.12520   0.5792626   0.2565614
     202   125.25010   0.5808613   0.2567574
     203   125.37520   0.5821008   0.2567608
     204   125.50010   0.5831635   0.2570392
     205   125.62510   0.5844724   0.2569771
     206   125.75010   0.5851515   0.2568662
     207   125.87520   0.5858676   0.2567480
     208   126.00020   0.5859874   0.2564997
     209   126.12520   0.5881879   0.2571638
     210   126.25020   0.5886433   0.2570422
     211   126.37520   0.5889081   0.2564356
     212   126.50030   0.5888251   0.2561044
     213   126.62520   0.5876640   0.2558191
     214   126.75020   0.5883520   0.2561902
     215   126.87510   0.5887116   0.2562573
     216   127.00010   0.5873180   0.2555376
     217   127.12510   0.5856383   0.2542949
     218   127.25010   0.5854953   0.2538283
     219   127.37510   0.5851244   0.2536810
     220   127.50010   0.5856623   0.2541503
     221   127.62520   0.5850880   0.2538662
     222   127.75020   0.5863785   0.2540958
     223   127.87520   0.5895009   0.2551840
     224   128.00010   0.5913076   0.2558198
     225   128.12510   0.5912950   0.2557054
     226   128.25010   0.5931835   0.2564583
     227   128.37510   0.5938971   0.2567448
     228   128.50010   0.5954470   0.2572680
     229   128.62510   0.5974467   0.2584122
     230   128.75010   0.6015693   0.2602101
     231   128.87520   0.6049422   0.2617732
     232   129.00010   0.6058934   0.2623111
     233   129.12520   0.6075193   0.2629765
     234   129.25020   0.6083161   0.2632086
     235   129.37530   0.6081013   0.2627742
     236   129.50010   0.6088249   0.2632147
     237   129.62520   0.6091410   0.2635538
     238   129.75020   0.6093911   0.2634416
     239   129.87520   0.6074210   0.2625526
     240   130.00020   0.6065085   0.2619197
     241   130.12510   0.6046520   0.2611624
     242   130.25010   0.6034705   0.2609199
     243   130.37530   0.6023228   0.2608082
     244   130.50020   0.6007898   0.2605237
     245   130.62520   0.6000819   0.2606067
     246   130.75010   0.5960793   0.2591937
     247   130.87510   0.5923947   0.2576646
     248   131.00020   0.5893754   0.2563298
     249   131.12520   0.5863438   0.2551378
     250   131.25030   0.5836374   0.2543527
     251   131.37510   0.5813537   0.2537459
     252   131.50020   0.5792488   0.2530429
     253   131.62530   0.5772238   0.2522751
     254   131.75020   0.5745270   0.2512277
     255   131.87520   0.5710908   0.2496340
     256   132.00020   0.5675015   0.2478918
     257   132.12510   0.5655465   0.2466372
     258   132.25020   0.5640935   0.2461085
     259   132.37520   0.5638348   0.2465024
     260   132.50020   0.5638420   0.2468704
     261   132.62510   0.5643814   0.2471374
     262   132.75020   0.5643334   0.2473602
     263   132.87520   0.5634922   0.2474084
     264   133.00010   0.5637981   0.2477839
     265   133.12510   0.5641044   0.2480123
     266   133.25020   0.5653619   0.2486449
     267   133.37510   0.5664049   0.2494867
     268   133.50020   0.5677765   0.2504207
     269   133.62510   0.5689559   0.2514553
     270   133.75020   0.5699472   0.2527666
     271   133.87510   0.5696128   0.2533649
     272   134.00010   0.5711167   0.2541663
     273   134.12510   0.5728745   0.2551043
     274   134.25020   0.5738621   0.2557966
     275   134.37520   0.5740898   0.2560205
     276   134.50020   0.5761323   0.2564475
     277   134.62530   0.5772409   0.2569627
     278   134.75020   0.5800711   0.2580728
     279   134.87510   0.5830483   0.2589406
     280   135.00020   0.5842559   0.2591823
     281   135.12530   0.5860283   0.2602039
     282   135.25010   0.5887842   0.2626295
     283   135.37520   0.5923402   0.2648262
     284   135.50010   0.5961265   0.2659555
     285   135.62530   0.5985669   0.2668832
     286   135.75020   0.6008125   0.2676863
     287   135.87520   0.6022886   0.2684465
     288   136.00010   0.6046500   0.2696410
     289   136.12510   0.6068327   0.2707051
     290   136.25020   0.6083294   0.2714322
     291   136.37510   0.6096996   0.2716054
     292   136.50020   0.6106240   0.2717189
     293   136.62520   0.6113676   0.2722664
     294   136.75010   0.6121042   0.2723677
     295   136.87510   0.6114302   0.2715537
     296   137.00010   0.6103421   0.2703858
     297   137.12510   0.6099392   0.2698330
     298   137.25020   0.6087562   0.2690195
     299   137.37520   0.6069432   0.2679543
     300   137.50020   0.6065552   0.2669894
     301   137.62510   0.6055827   0.2660780
     302   137.75020   0.6042576   0.2646602
     303   137.87510   0.6018501   0.2628573
     304   138.00020   0.5989830   0.2613330
     305   138.12520   0.5965810   0.2597186
     306   138.25020   0.5931669   0.2579098
     307   138.37520   0.5918204   0.2564441
     308   138.50020   0.5900643   0.2547289
     309   138.62520   0.5892534   0.2535860
     310   138.75020   0.5864927   0.2520667
     311   138.87520   0.5835286   0.2505666
     312   139.00010   0.5825388   0.2496349
     313   139.12520   0.5815921   0.2488881
     314   139.25020   0.5814234   0.2482613
     315   139.37520   0.5816967   0.2480379
     316   139.50010   0.5813935   0.2476165
     317   139.62530   0.5814755   0.2474305
     318   139.75010   0.5810655   0.2471239
     319   139.87510   0.5811568   0.2463176
     320   140.00030   0.5809634   0.2457077
     321   140.12520   0.5827589   0.2458025
     322   140.25020   0.5844096   0.2461353
     323   140.37520   0.5881056   0.2477115
     324   140.50020   0.5909059   0.2489315
     325   140.62520   0.5947665   0.2505290
     326   140.75030   0.5980587   0.2518115
     327   140.87510   0.6032540   0.2535164
     328   141.00010   0.6069457   0.2552074
     329   141.12510   0.6101937   0.2567702
     330   141.25020   0.6145374   0.2582392
     331   141.37520   0.6184047   0.2592996
     332   141.50020   0.6211555   0.2604214
     333   141.62520   0.6248464   0.2621045
     334   141.75020   0.6306719   0.2648948
     335   141.87510   0.6349455   0.2665140
     336   142.00020   0.6387811   0.2679335
     337   142.12520   0.6394927   0.2679227
     338   142.25010   0.6400068   0.2675917
     339   142.37520   0.6428349   0.2684598
     340   142.50010   0.6472602   0.2702525
     341   142.62520   0.6496476   0.2715705
     342   142.75010   0.6514057   0.2725454
     343   142.87520   0.6547806   0.2743617
     344   143.00020   0.6577524   0.2757454
     345   143.12520   0.6598440   0.2766698
     346   143.25010   0.6620256   0.2774322
     347   143.37520   0.6639415   0.2776469
     348   143.50020   0.6635726   0.2767354
     349   143.62520   0.6620375   0.2752314
     350   143.75020   0.6592967   0.2735363
     351   143.87510   0.6573505   0.2727224
     352   144.00010   0.6558031   0.2720240
     353   144.12520   0.6545952   0.2714510
     354   144.25020   0.6538477   0.2712149
     355   144.37520   0.6508837   0.2700383
     356   144.50010   0.6456808   0.2672675
     357   144.62520   0.6425397   0.2654496
     358   144.75010   0.6394210   0.2642117
     359   144.87510   0.6383002   0.2634356
     360   145.00010   0.6358196   0.2621916
     361   145.12510   0.6326302   0.2604356
     362   145.25010   0.6290641   0.2588727
     363   145.37510   0.6271511   0.2583478
     364   145.50010   0.6243223   0.2575592
     365   145.62520   0.6216838   0.2561494
     366   145.75020   0.6184119   0.2544830
     367   145.87520   0.6167757   0.2532666
     368   146.00020   0.6152786   0.2525863
     369   146.12520   0.6131726   0.2514652
     370   146.25020   0.6118415   0.2507952
     371   146.37510   0.6120933   0.2511231
     372   146.50020   0.6129846   0.2514776
     373   146.62520   0.6157868   0.2528471
     374   146.75020   0.6181642   0.2541739
     375   146.87520   0.6195030   0.2546002
     376   147.00010   0.6217975   0.2554786
     377   147.12520   0.6247872   0.2563664
