"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Points:0"	"Points:1"	"Points:2"
9.86654e-01	4.95408e-03	4.01136e-02	3.13038e-03	7.05509e-01	2.81870e-01	2.14073e-02	-5.00000e-01	0.00000e+00	-5.50000e-02
9.63863e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.89051e-01	2.75620e-01	1.15997e-02	-4.99947e-01	2.24938e-03	-5.50000e-02
9.65052e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.88733e-01	2.75493e-01	1.32860e-02	-4.99788e-01	4.49373e-03	-5.50000e-02
9.50757e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.79747e-01	2.71899e-01	1.65910e-02	-4.99521e-01	6.72789e-03	-5.50000e-02
9.49811e-01	-7.93031e-18	-1.98243e-18	0.00000e+00	6.77921e-01	2.71168e-01	1.68127e-02	-4.99148e-01	8.94671e-03	-5.50000e-02
9.37341e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.69975e-01	2.67990e-01	1.84341e-02	-4.98669e-01	1.11452e-02	-5.50000e-02
9.29828e-01	0.00000e+00	-1.98273e-18	0.00000e+00	6.63907e-01	2.65563e-01	1.85670e-02	-4.98087e-01	1.33187e-02	-5.50000e-02
9.23414e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.59727e-01	2.63891e-01	1.86934e-02	-4.97406e-01	1.54629e-02	-5.50000e-02
9.14124e-01	0.00000e+00	3.96515e-18	0.00000e+00	6.52951e-01	2.61180e-01	1.86680e-02	-4.96627e-01	1.75740e-02	-5.50000e-02
9.09687e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.49739e-01	2.59896e-01	1.80916e-02	-4.95802e-01	1.95471e-02	-5.50000e-02
9.04321e-01	1.18948e-17	0.00000e+00	0.00000e+00	6.46037e-01	2.58415e-01	1.76666e-02	-4.94976e-01	2.13254e-02	-5.50000e-02
9.00607e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.43233e-01	2.57293e-01	1.69885e-02	-4.94147e-01	2.29575e-02	-5.50000e-02
8.98160e-01	7.93050e-18	0.00000e+00	0.00000e+00	6.41608e-01	2.56643e-01	1.62432e-02	-4.93315e-01	2.44754e-02	-5.50000e-02
8.95724e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.39784e-01	2.55914e-01	1.55105e-02	-4.92478e-01	2.59015e-02	-5.50000e-02
8.94555e-01	-9.91263e-18	0.00000e+00	0.00000e+00	6.38991e-01	2.55597e-01	1.46506e-02	-4.91636e-01	2.72523e-02	-5.50000e-02
8.93576e-01	-7.93031e-18	0.00000e+00	0.00000e+00	6.38275e-01	2.55310e-01	1.38067e-02	-4.90787e-01	2.85402e-02	-5.50000e-02
8.93176e-01	1.98253e-22	0.00000e+00	0.00000e+00	6.37988e-01	2.55195e-01	1.29057e-02	-4.89930e-01	2.97751e-02	-5.50000e-02
8.93255e-01	7.93031e-18	0.00000e+00	0.00000e+00	6.38049e-01	2.55220e-01	1.19655e-02	-4.89064e-01	3.09647e-02	-5.50000e-02
8.93564e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.38262e-01	2.55305e-01	1.10209e-02	-4.88189e-01	3.21153e-02	-5.50000e-02
8.94290e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.38784e-01	2.55514e-01	1.00338e-02	-4.87303e-01	3.32323e-02	-5.50000e-02
8.95187e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.39421e-01	2.55768e-01	9.04609e-03	-4.86406e-01	3.43199e-02	-5.50000e-02
8.96299e-01	7.93050e-18	0.00000e+00	0.00000e+00	6.40216e-01	2.56086e-01	8.04714e-03	-4.85496e-01	3.53819e-02	-5.50000e-02
8.97546e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.41104e-01	2.56442e-01	7.05162e-03	-4.84572e-01	3.64215e-02	-5.50000e-02
8.98846e-01	3.96525e-18	0.00000e+00	0.00000e+00	6.42033e-01	2.56813e-01	6.08320e-03	-4.83634e-01	3.74412e-02	-5.50000e-02
9.00180e-01	7.92991e-18	0.00000e+00	0.00000e+00	6.42984e-01	2.57194e-01	5.13734e-03	-4.82680e-01	3.84435e-02	-5.50000e-02
9.01460e-01	-1.98292e-18	0.00000e+00	0.00000e+00	6.43898e-01	2.57559e-01	4.23852e-03	-4.81711e-01	3.94304e-02	-5.50000e-02
9.02659e-01	5.94758e-18	0.00000e+00	0.00000e+00	6.44753e-01	2.57901e-01	3.39216e-03	-4.80724e-01	4.04036e-02	-5.50000e-02
9.03738e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.45524e-01	2.58210e-01	2.61116e-03	-4.79720e-01	4.13646e-02	-5.50000e-02
9.04673e-01	-3.96486e-18	0.00000e+00	0.00000e+00	6.46192e-01	2.58477e-01	1.91190e-03	-4.78697e-01	4.23149e-02	-5.50000e-02
9.05469e-01	0.00000e+00	1.98263e-18	0.00000e+00	6.46761e-01	2.58704e-01	1.30620e-03	-4.77654e-01	4.32555e-02	-5.50000e-02
9.06121e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.47228e-01	2.58891e-01	7.99628e-04	-4.76592e-01	4.41875e-02	-5.50000e-02
9.06648e-01	1.98253e-18	0.00000e+00	0.00000e+00	6.47605e-01	2.59042e-01	3.86651e-04	-4.75508e-01	4.51118e-02	-5.50000e-02
9.07064e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.47903e-01	2.59161e-01	5.51805e-05	-4.74403e-01	4.60293e-02	-5.50000e-02
9.07385e-01	-3.96525e-18	0.00000e+00	0.00000e+00	6.48132e-01	2.59253e-01	-2.08077e-04	-4.73276e-01	4.69405e-02	-5.50000e-02
9.07631e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.48309e-01	2.59324e-01	-4.13817e-04	-4.72126e-01	4.78462e-02	-5.50000e-02
9.07814e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.48439e-01	2.59376e-01	-5.70806e-04	-4.70952e-01	4.87467e-02	-5.50000e-02
9.07946e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.48534e-01	2.59414e-01	-6.85629e-04	-4.69753e-01	4.96427e-02	-5.50000e-02
9.08045e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.48604e-01	2.59442e-01	-7.56783e-04	-4.68530e-01	5.05344e-02	-5.50000e-02
9.08122e-01	0.00000e+00	9.91263e-19	0.00000e+00	6.48659e-01	2.59464e-01	-7.69549e-04	-4.67281e-01	5.14223e-02	-5.50000e-02
9.08175e-01	5.94798e-18	0.00000e+00	0.00000e+00	6.48697e-01	2.59479e-01	-7.19091e-04	-4.66007e-01	5.23065e-02	-5.50000e-02
9.08190e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.48708e-01	2.59483e-01	-6.35568e-04	-4.64705e-01	5.31874e-02	-5.50000e-02
9.08173e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.48696e-01	2.59478e-01	-5.81014e-04	-4.63376e-01	5.40651e-02	-5.50000e-02
9.08146e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.48676e-01	2.59471e-01	-5.99085e-04	-4.62019e-01	5.49397e-02	-5.50000e-02
9.08133e-01	5.94818e-18	1.98253e-18	0.00000e+00	6.48667e-01	2.59467e-01	-6.60271e-04	-4.60634e-01	5.58114e-02	-5.50000e-02
9.08134e-01	1.18954e-17	9.91263e-19	0.00000e+00	6.48669e-01	2.59467e-01	-6.67707e-04	-4.59220e-01	5.66803e-02	-5.50000e-02
9.08107e-01	-1.98253e-22	0.00000e+00	0.00000e+00	6.48649e-01	2.59460e-01	-5.47286e-04	-4.57777e-01	5.75464e-02	-5.50000e-02
9.08009e-01	-1.18950e-17	0.00000e+00	0.00000e+00	6.48579e-01	2.59432e-01	-3.07131e-04	-4.56304e-01	5.84098e-02	-5.50000e-02
9.07855e-01	1.98273e-18	0.00000e+00	0.00000e+00	6.48469e-01	2.59388e-01	6.79018e-06	-4.54800e-01	5.92704e-02	-5.50000e-02
9.07672e-01	3.96486e-18	0.00000e+00	0.00000e+00	6.48338e-01	2.59335e-01	3.44596e-04	-4.53266e-01	6.01282e-02	-5.50000e-02
9.07455e-01	-1.98273e-18	0.00000e+00	0.00000e+00	6.48183e-01	2.59273e-01	6.40492e-04	-4.51701e-01	6.09832e-02	-5.50000e-02
9.07181e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.47987e-01	2.59195e-01	8.40007e-04	-4.50104e-01	6.18353e-02	-5.50000e-02
9.06832e-01	-3.96486e-18	0.00000e+00	0.00000e+00	6.47738e-01	2.59095e-01	9.43538e-04	-4.48476e-01	6.26844e-02	-5.50000e-02
9.06419e-01	9.91283e-18	0.00000e+00	0.00000e+00	6.47444e-01	2.58977e-01	9.83821e-04	-4.46815e-01	6.35304e-02	-5.50000e-02
9.06002e-01	-3.96486e-18	0.00000e+00	0.00000e+00	6.47146e-01	2.58858e-01	9.78808e-04	-4.45121e-01	6.43733e-02	-5.50000e-02
9.05656e-01	0.00000e+00	-1.98253e-18	0.00000e+00	6.46899e-01	2.58760e-01	9.17238e-04	-4.43394e-01	6.52129e-02	-5.50000e-02
9.05421e-01	-3.96525e-18	0.00000e+00	0.00000e+00	6.46731e-01	2.58692e-01	7.55493e-04	-4.41634e-01	6.60490e-02	-5.50000e-02
9.05302e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.46645e-01	2.58658e-01	4.73250e-04	-4.39840e-01	6.68815e-02	-5.50000e-02
9.05338e-01	-3.96486e-18	0.00000e+00	0.00000e+00	6.46672e-01	2.58669e-01	2.28951e-04	-4.38013e-01	6.77103e-02	-5.50000e-02
9.05483e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.46776e-01	2.58710e-01	2.97600e-04	-4.36151e-01	6.85351e-02	-5.50000e-02
9.05496e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.46785e-01	2.58714e-01	6.66807e-04	-4.34254e-01	6.93558e-02	-5.50000e-02
9.05278e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.46629e-01	2.58652e-01	9.85987e-04	-4.32323e-01	7.01722e-02	-5.50000e-02
