"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Points:0"	"Points:1"	"Points:2"
9.05897e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.47081e-01	2.58832e-01	-1.59035e-03	-2.43110e-01	1.03413e-01	0.00000e+00
9.09034e-01	0.00000e+00	1.98253e-18	0.00000e+00	6.49318e-01	2.59727e-01	-9.44937e-04	-2.39035e-01	1.03548e-01	0.00000e+00
9.11457e-01	-3.96525e-18	0.00000e+00	0.00000e+00	6.51041e-01	2.60416e-01	7.84194e-05	-2.34933e-01	1.03669e-01	0.00000e+00
9.12118e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.51518e-01	2.60607e-01	-2.39188e-04	-2.30806e-01	1.03775e-01	0.00000e+00
9.13354e-01	3.96525e-18	-9.91363e-19	0.00000e+00	6.52393e-01	2.60957e-01	-1.25678e-03	-2.26653e-01	1.03866e-01	0.00000e+00
9.14978e-01	3.96486e-18	0.00000e+00	0.00000e+00	6.53557e-01	2.61423e-01	-1.26133e-03	-2.22475e-01	1.03942e-01	0.00000e+00
9.15949e-01	-1.98253e-22	1.98263e-18	0.00000e+00	6.54252e-01	2.61701e-01	-4.25548e-04	-2.18273e-01	1.04003e-01	0.00000e+00
9.15845e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.54172e-01	2.61669e-01	5.24546e-05	-2.14047e-01	1.04049e-01	0.00000e+00
9.15304e-01	-3.96505e-18	-1.98243e-18	0.00000e+00	6.53794e-01	2.61518e-01	-2.15871e-04	-2.09798e-01	1.04081e-01	0.00000e+00
9.16068e-01	0.00000e+00	-1.98273e-18	0.00000e+00	6.54334e-01	2.61734e-01	-3.05927e-04	-2.05525e-01	1.04098e-01	0.00000e+00
9.16972e-01	0.00000e+00	3.96505e-18	0.00000e+00	6.54980e-01	2.61992e-01	2.45759e-04	-2.01230e-01	1.04100e-01	0.00000e+00
9.16622e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.54729e-01	2.61892e-01	2.30542e-04	-1.96913e-01	1.04087e-01	0.00000e+00
9.16625e-01	0.00000e+00	9.91263e-19	0.00000e+00	6.54730e-01	2.61892e-01	-6.58331e-04	-1.92573e-01	1.04059e-01	0.00000e+00
9.17430e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.55305e-01	2.62122e-01	-1.11356e-03	-1.88213e-01	1.04017e-01	0.00000e+00
9.17795e-01	-3.96505e-18	1.98253e-18	0.00000e+00	6.55565e-01	2.62226e-01	-9.47146e-04	-1.83832e-01	1.03960e-01	0.00000e+00
9.18037e-01	0.00000e+00	-1.98253e-18	0.00000e+00	6.55740e-01	2.62296e-01	-8.58936e-04	-1.79431e-01	1.03889e-01	0.00000e+00
9.18606e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.56144e-01	2.62458e-01	-5.99476e-04	-1.75010e-01	1.03804e-01	0.00000e+00
9.18707e-01	0.00000e+00	-1.98253e-18	0.00000e+00	6.56220e-01	2.62488e-01	-2.50511e-04	-1.70569e-01	1.03704e-01	0.00000e+00
9.18552e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.56109e-01	2.62444e-01	-6.84295e-04	-1.66110e-01	1.03590e-01	0.00000e+00
9.18901e-01	-3.96525e-18	1.98253e-18	0.00000e+00	6.56358e-01	2.62543e-01	-1.63708e-03	-1.61633e-01	1.03461e-01	0.00000e+00
9.19806e-01	-1.98253e-22	1.98253e-18	0.00000e+00	6.57004e-01	2.62802e-01	-1.99948e-03	-1.57138e-01	1.03319e-01	0.00000e+00
9.20989e-01	-7.93031e-18	3.96515e-18	0.00000e+00	6.57850e-01	2.63140e-01	-1.59968e-03	-1.52625e-01	1.03162e-01	0.00000e+00
9.21859e-01	3.96505e-18	-3.96495e-18	0.00000e+00	6.58471e-01	2.63389e-01	-1.29984e-03	-1.48096e-01	1.02992e-01	0.00000e+00
9.22428e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.58878e-01	2.63551e-01	-1.62258e-03	-1.43550e-01	1.02808e-01	0.00000e+00
9.23369e-01	-1.18952e-17	0.00000e+00	0.00000e+00	6.59551e-01	2.63820e-01	-1.85690e-03	-1.38989e-01	1.02610e-01	0.00000e+00
9.24173e-01	-3.96486e-18	-9.91363e-19	0.00000e+00	6.60123e-01	2.64049e-01	-1.31635e-03	-1.34412e-01	1.02399e-01	0.00000e+00
9.24022e-01	-3.96545e-18	0.00000e+00	0.00000e+00	6.60017e-01	2.64007e-01	-5.83287e-04	-1.29821e-01	1.02174e-01	0.00000e+00
9.23545e-01	3.96545e-18	-1.98263e-18	0.00000e+00	6.59674e-01	2.63869e-01	-3.65019e-04	-1.25216e-01	1.01937e-01	0.00000e+00
9.23406e-01	-3.96505e-18	0.00000e+00	0.00000e+00	6.59576e-01	2.63830e-01	-4.79686e-04	-1.20597e-01	1.01685e-01	0.00000e+00
9.23475e-01	0.00000e+00	-1.98253e-18	0.00000e+00	6.59624e-01	2.63850e-01	-5.54112e-04	-1.15964e-01	1.01421e-01	0.00000e+00
9.23491e-01	3.96486e-18	-1.98253e-18	0.00000e+00	6.59636e-01	2.63854e-01	-5.84486e-04	-1.11320e-01	1.01144e-01	0.00000e+00
9.23475e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.59625e-01	2.63850e-01	-6.52070e-04	-1.06663e-01	1.00855e-01	0.00000e+00
9.23517e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.59654e-01	2.63862e-01	-7.20112e-04	-1.01994e-01	1.00552e-01	0.00000e+00
9.23541e-01	-5.94778e-18	9.91164e-19	0.00000e+00	6.59671e-01	2.63868e-01	-7.39753e-04	-9.73145e-02	1.00238e-01	0.00000e+00
9.23509e-01	0.00000e+00	0.00000e+00	0.00000e+00	6.59648e-01	2.63859e-01	-7.30849e-04	-9.26245e-02	9.99105e-02	0.00000e+00
9.23500e-01	3.96505e-18	0.00000e+00	0.00000e+00	6.59643e-01	2.63857e-01	-7.23705e-04	-8.79246e-02	9.95714e-02	0.00000e+00
9.23558e-01	1.98233e-18	-9.91263e-23	0.00000e+00	6.59685e-01	2.63874e-01	-7.18011e-04	-8.32153e-02	9.92202e-02	0.00000e+00
9.23639e-01	-7.92971e-18	-1.98243e-18	0.00000e+00	6.59743e-01	2.63897e-01	-7.03944e-04	-7.84971e-02	9.88572e-02	0.00000e+00
9.23686e-01	1.98273e-18	-9.91263e-19	0.00000e+00	6.59776e-01	2.63910e-01	-6.83242e-04	-7.37705e-02	9.84826e-02	0.00000e+00
9.23714e-01	3.96505e-22	0.00000e+00	0.00000e+00	6.59797e-01	2.63919e-01	-6.67619e-04	-6.90362e-02	9.80964e-02	0.00000e+00
