"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Points:0"	"Points:1"	"Points:2"
9.72786e-01	6.56520e-03	6.32614e-02	9.85606e-07	6.97761e-01	2.78273e-01	-2.37459e-03	2.03093e-03	-3.80259e-07	2.54316e-02	-2.06564e-01	-5.00000e-01	0.00000e+00	1.10000e-01
9.42591e-01	6.93057e-19	-1.10988e-18	0.00000e+00	6.73922e-01	2.69569e-01	-7.31814e-05	1.02571e-03	4.40350e-08	1.27636e-02	-5.04543e-01	-4.99947e-01	2.24938e-03	1.10000e-01
9.45487e-01	-3.74707e-18	-7.63105e-19	0.00000e+00	6.74680e-01	2.69872e-01	1.74618e-04	1.13383e-03	5.44496e-08	1.43157e-02	-4.95077e-01	-4.99788e-01	4.49373e-03	1.10000e-01
9.31457e-01	3.05346e-18	-2.77209e-19	0.00000e+00	6.66033e-01	2.66413e-01	1.52701e-04	1.51654e-03	6.54815e-08	1.90354e-02	-6.03159e-01	-4.99521e-01	6.72789e-03	1.10000e-01
9.30909e-01	3.33074e-18	1.59626e-18	0.00000e+00	6.64371e-01	2.65748e-01	3.36005e-04	1.55574e-03	7.35568e-08	1.98903e-02	-6.23935e-01	-4.99148e-01	8.94671e-03	1.10000e-01
9.17611e-01	2.35929e-18	2.08149e-18	0.00000e+00	6.55902e-01	2.62361e-01	3.74415e-04	1.73562e-03	7.89515e-08	2.21870e-02	-7.29792e-01	-4.98669e-01	1.11452e-02	1.10000e-01
9.09108e-01	-2.35929e-18	3.46875e-19	0.00000e+00	6.49105e-01	2.59642e-01	5.12278e-04	1.72235e-03	8.46278e-08	2.24612e-02	-8.14755e-01	-4.98087e-01	1.33187e-02	1.10000e-01
9.02762e-01	-1.38292e-19	6.24570e-19	0.00000e+00	6.44953e-01	2.57981e-01	5.67567e-04	1.71827e-03	8.91651e-08	2.26181e-02	-8.66655e-01	-4.97406e-01	1.54629e-02	1.10000e-01
8.92428e-01	-1.94351e-18	-8.32737e-19	0.00000e+00	6.37476e-01	2.54991e-01	6.44215e-04	1.67295e-03	9.31038e-08	2.24080e-02	-9.60118e-01	-4.96627e-01	1.75740e-02	1.10000e-01
8.88344e-01	-5.13437e-18	-6.24466e-19	0.00000e+00	6.34466e-01	2.53786e-01	6.86966e-04	1.56912e-03	9.64093e-08	2.14112e-02	-9.97744e-01	-4.95802e-01	1.95471e-02	1.10000e-01
8.83265e-01	-1.66499e-18	-9.71306e-19	0.00000e+00	6.31008e-01	2.52403e-01	7.04558e-04	1.48767e-03	9.84948e-08	2.05747e-02	-1.04098e+00	-4.94976e-01	2.13254e-02	1.10000e-01
8.79913e-01	-4.16299e-18	-5.55146e-19	0.00000e+00	6.28442e-01	2.51377e-01	7.20600e-04	1.37372e-03	1.00297e-07	1.93905e-02	-1.07305e+00	-4.94147e-01	2.29575e-02	1.10000e-01
8.78474e-01	1.38771e-18	5.55007e-19	0.00000e+00	6.27540e-01	2.51016e-01	7.04533e-04	1.26556e-03	1.02106e-07	1.81050e-02	-1.08433e+00	-4.93315e-01	2.44754e-02	1.10000e-01
8.76777e-01	1.94261e-18	-4.85653e-19	0.00000e+00	6.26254e-01	2.50501e-01	6.92615e-04	1.15595e-03	1.04089e-07	1.68444e-02	-1.10040e+00	-4.92478e-01	2.59015e-02	1.10000e-01
8.76731e-01	5.55458e-19	-6.93820e-19	0.00000e+00	6.26249e-01	2.50500e-01	6.60859e-04	1.04239e-03	1.06008e-07	1.54276e-02	-1.10046e+00	-4.91636e-01	2.72523e-02	1.10000e-01
8.76848e-01	-3.74638e-18	-1.66527e-18	0.00000e+00	6.26330e-01	2.50532e-01	6.24864e-04	9.33809e-04	1.07638e-07	1.40447e-02	-1.09944e+00	-4.90787e-01	2.85402e-02	1.10000e-01
8.77553e-01	3.46972e-18	4.85792e-19	0.00000e+00	6.26823e-01	2.50729e-01	5.82525e-04	8.25725e-04	1.08603e-07	1.26315e-02	-1.09329e+00	-4.89930e-01	2.97751e-02	1.10000e-01
8.78809e-01	-1.80432e-18	1.38917e-19	0.00000e+00	6.27731e-01	2.51092e-01	5.31808e-04	7.21120e-04	1.08317e-07	1.12000e-02	-1.08193e+00	-4.89064e-01	3.09647e-02	1.10000e-01
8.80183e-01	2.35922e-18	9.01917e-19	0.00000e+00	6.28702e-01	2.51481e-01	4.80728e-04	6.21974e-04	1.06886e-07	9.82620e-03	-1.06980e+00	-4.88189e-01	3.21153e-02	1.10000e-01
8.81954e-01	2.49800e-18	6.93855e-19	0.00000e+00	6.29971e-01	2.51988e-01	4.24349e-04	5.27476e-04	1.03750e-07	8.46222e-03	-1.05394e+00	-4.87303e-01	3.32323e-02	1.10000e-01
8.83786e-01	5.13457e-18	2.77417e-19	0.00000e+00	6.31276e-01	2.52510e-01	3.68670e-04	4.39909e-04	9.90844e-08	7.17456e-03	-1.03762e+00	-4.86406e-01	3.43199e-02	1.10000e-01
8.85718e-01	8.32945e-19	6.93855e-19	0.00000e+00	6.32655e-01	2.53062e-01	3.12755e-04	3.59651e-04	9.28361e-08	5.95771e-03	-1.02038e+00	-4.85496e-01	3.53819e-02	1.10000e-01
8.87676e-01	-1.24914e-18	6.93855e-19	0.00000e+00	6.34052e-01	2.53621e-01	2.58093e-04	2.86416e-04	8.48940e-08	4.81933e-03	-1.00292e+00	-4.84572e-01	3.64215e-02	1.10000e-01
8.89548e-01	2.77584e-18	-1.38743e-19	0.00000e+00	6.35388e-01	2.54155e-01	2.06073e-04	2.21238e-04	7.56830e-08	3.77929e-03	-9.86219e-01	-4.83634e-01	3.74412e-02	1.10000e-01
8.91346e-01	-5.41282e-18	-6.93889e-23	0.00000e+00	6.36671e-01	2.54668e-01	1.56122e-04	1.62606e-04	6.53195e-08	2.81775e-03	-9.70183e-01	-4.82680e-01	3.84435e-02	1.10000e-01
8.92988e-01	-1.52683e-18	-2.08167e-22	0.00000e+00	6.37844e-01	2.55138e-01	1.09677e-04	1.11127e-04	5.47658e-08	1.95166e-03	-9.55525e-01	-4.81711e-01	3.94304e-02	1.10000e-01
8.94473e-01	3.47028e-18	-1.24876e-18	0.00000e+00	6.38904e-01	2.55562e-01	6.69834e-05	6.64203e-05	4.49260e-08	1.17908e-03	-9.42268e-01	-4.80724e-01	4.04036e-02	1.10000e-01
8.95794e-01	-2.77695e-19	6.93889e-23	0.00000e+00	6.39848e-01	2.55939e-01	2.90850e-05	2.86837e-05	3.63104e-08	5.10490e-04	-9.30468e-01	-4.79720e-01	4.13646e-02	1.10000e-01
8.96941e-01	4.17166e-19	6.24743e-19	0.00000e+00	6.40669e-01	2.56267e-01	-3.02163e-06	-1.63116e-06	2.97467e-08	-4.16273e-05	-9.20215e-01	-4.78697e-01	4.23149e-02	1.10000e-01
8.97939e-01	-1.80335e-18	-4.16160e-19	0.00000e+00	6.41382e-01	2.56553e-01	-2.87892e-05	-2.47369e-05	2.59128e-08	-4.74392e-04	-9.11297e-01	-4.77654e-01	4.32555e-02	1.10000e-01
8.98789e-01	-1.80432e-18	6.94098e-19	0.00000e+00	6.41990e-01	2.56796e-01	-4.80555e-05	-4.09216e-05	2.41435e-08	-7.88954e-04	-9.03692e-01	-4.76592e-01	4.41875e-02	1.10000e-01
8.99512e-01	1.38500e-19	5.55146e-19	0.00000e+00	6.42507e-01	2.57003e-01	-6.14545e-05	-5.12929e-05	1.85712e-08	-1.00059e-03	-8.97229e-01	-4.75508e-01	4.51118e-02	1.10000e-01
9.00123e-01	-1.52621e-18	5.55077e-19	0.00000e+00	6.42945e-01	2.57178e-01	-6.98325e-05	-5.69450e-05	-8.25023e-09	-1.12634e-03	-8.91765e-01	-4.74403e-01	4.60293e-02	1.10000e-01
9.00634e-01	5.55320e-19	4.85723e-19	0.00000e+00	6.43310e-01	2.57324e-01	-7.42873e-05	-5.91036e-05	-8.86134e-08	-1.18663e-03	-8.87199e-01	-4.73276e-01	4.69405e-02	1.10000e-01
9.01063e-01	-1.66554e-18	4.16160e-19	0.00000e+00	6.43616e-01	2.57447e-01	-7.58740e-05	-5.88863e-05	-2.64055e-07	-1.20055e-03	-8.83365e-01	-4.72126e-01	4.78462e-02	1.10000e-01
9.01420e-01	-2.49842e-18	-9.71410e-19	0.00000e+00	6.43872e-01	2.57549e-01	-7.54587e-05	-5.70997e-05	-5.69784e-07	-1.18285e-03	-8.80176e-01	-4.70952e-01	4.87467e-02	1.10000e-01
9.01718e-01	-5.54556e-19	-1.04066e-18	0.00000e+00	6.44085e-01	2.57634e-01	-7.35754e-05	-5.42980e-05	-1.01163e-06	-1.14302e-03	-8.77513e-01	-4.69753e-01	4.96427e-02	1.10000e-01
9.01968e-01	5.54556e-19	2.77521e-19	0.00000e+00	6.44263e-01	2.57705e-01	-7.08340e-05	-5.09811e-05	-1.55580e-06	-1.09091e-03	-8.75287e-01	-4.68530e-01	5.05344e-02	1.10000e-01
9.02175e-01	2.35860e-18	-1.66533e-18	0.00000e+00	6.44411e-01	2.57764e-01	-6.75024e-05	-4.73901e-05	-2.13478e-06	-1.03096e-03	-8.73433e-01	-4.67281e-01	5.14223e-02	1.10000e-01
9.02350e-01	-2.08222e-18	5.54973e-19	0.00000e+00	6.44536e-01	2.57814e-01	-6.38578e-05	-4.37423e-05	-2.67796e-06	-9.67536e-04	-8.71873e-01	-4.66007e-01	5.23065e-02	1.10000e-01
9.02497e-01	-4.16542e-19	1.94299e-18	0.00000e+00	6.44641e-01	2.57856e-01	-6.00507e-05	-4.01390e-05	-3.13389e-06	-9.02880e-04	-8.70564e-01	-4.64705e-01	5.31874e-02	1.10000e-01
9.02621e-01	-1.11001e-18	1.31846e-18	0.00000e+00	6.44729e-01	2.57892e-01	-5.62421e-05	-3.66945e-05	-3.48217e-06	-8.39425e-04	-8.69456e-01	-4.63376e-01	5.40651e-02	1.10000e-01
9.02726e-01	-2.77833e-19	1.38771e-18	0.00000e+00	6.44805e-01	2.57922e-01	-5.24767e-05	-3.34229e-05	-3.72133e-06	-7.77706e-04	-8.68512e-01	-4.62019e-01	5.49397e-02	1.10000e-01
9.02817e-01	3.74686e-18	1.38757e-18	0.00000e+00	6.44869e-01	2.57948e-01	-4.88394e-05	-3.03718e-05	-3.86715e-06	-7.18910e-04	-8.67707e-01	-4.60634e-01	5.58114e-02	1.10000e-01
9.02895e-01	-3.33074e-18	-2.08132e-19	0.00000e+00	6.44925e-01	2.57970e-01	-4.53644e-05	-2.75495e-05	-3.93797e-06	-6.63431e-04	-8.67011e-01	-4.59220e-01	5.66803e-02	1.10000e-01
9.02962e-01	8.32806e-19	-2.77660e-19	0.00000e+00	6.44973e-01	2.57989e-01	-4.20647e-05	-2.49488e-05	-3.95168e-06	-6.11335e-04	-8.66411e-01	-4.57777e-01	5.75464e-02	1.10000e-01
9.03020e-01	1.38750e-18	-6.93924e-19	0.00000e+00	6.45015e-01	2.58006e-01	-3.89835e-05	-2.25845e-05	-3.92710e-06	-5.63163e-04	-8.65889e-01	-4.56304e-01	5.84098e-02	1.10000e-01
9.03071e-01	1.38362e-19	-1.38778e-18	0.00000e+00	6.45051e-01	2.58020e-01	-3.60663e-05	-2.04092e-05	-3.87050e-06	-5.18006e-04	-8.65438e-01	-4.54800e-01	5.92704e-02	1.10000e-01
9.03114e-01	1.94234e-18	-2.08167e-22	0.00000e+00	6.45082e-01	2.58033e-01	-3.33501e-05	-1.84344e-05	-3.79375e-06	-4.76323e-04	-8.65049e-01	-4.53266e-01	6.01282e-02	1.10000e-01
9.03152e-01	-5.55389e-19	9.71306e-19	0.00000e+00	6.45109e-01	2.58043e-01	-3.08154e-05	-1.66389e-05	-3.69852e-06	-4.37757e-04	-8.64712e-01	-4.51701e-01	6.09832e-02	1.10000e-01
9.03185e-01	4.57981e-18	4.85688e-19	0.00000e+00	6.45132e-01	2.58053e-01	-2.84543e-05	-1.50087e-05	-3.58458e-06	-4.02125e-04	-8.64421e-01	-4.50104e-01	6.18353e-02	1.10000e-01
9.03213e-01	3.05284e-18	-4.85619e-19	0.00000e+00	6.45153e-01	2.58061e-01	-2.62661e-05	-1.35355e-05	-3.45192e-06	-3.69357e-04	-8.64165e-01	-4.48476e-01	6.26844e-02	1.10000e-01
9.03239e-01	1.66471e-18	-2.77521e-19	0.00000e+00	6.45171e-01	2.58068e-01	-2.42394e-05	-1.22044e-05	-3.30223e-06	-3.39230e-04	-8.63939e-01	-4.46815e-01	6.35304e-02	1.10000e-01
9.03261e-01	1.39957e-19	-4.85688e-19	0.00000e+00	6.45187e-01	2.58075e-01	-2.23478e-05	-1.09948e-05	-3.14100e-06	-3.11325e-04	-8.63737e-01	-4.45121e-01	6.43733e-02	1.10000e-01
9.03282e-01	-5.54903e-19	-2.07993e-19	0.00000e+00	6.45201e-01	2.58081e-01	-2.05781e-05	-9.89228e-06	-2.98217e-06	-2.85404e-04	-8.63555e-01	-4.43394e-01	6.52129e-02	1.10000e-01
9.03300e-01	-1.38785e-18	-6.24466e-19	0.00000e+00	6.45214e-01	2.58086e-01	-1.89247e-05	-8.88690e-06	-2.84624e-06	-2.61343e-04	-8.63395e-01	-4.41634e-01	6.60490e-02	1.10000e-01
9.03315e-01	-1.10960e-18	1.11033e-18	0.00000e+00	6.45225e-01	2.58090e-01	-1.73662e-05	-7.96373e-06	-2.75181e-06	-2.38814e-04	-8.63262e-01	-4.39840e-01	6.68815e-02	1.10000e-01
9.03326e-01	1.39055e-19	-4.16611e-19	0.00000e+00	6.45233e-01	2.58093e-01	-1.59077e-05	-7.12380e-06	-2.71506e-06	-2.17874e-04	-8.63157e-01	-4.38013e-01	6.77103e-02	1.10000e-01
9.03335e-01	-2.91378e-18	4.16264e-19	0.00000e+00	6.45239e-01	2.58096e-01	-1.45767e-05	-6.37648e-06	-2.74462e-06	-1.98880e-04	-8.63079e-01	-4.36151e-01	6.85351e-02	1.10000e-01
9.03341e-01	1.38757e-18	1.73458e-18	0.00000e+00	6.45244e-01	2.58098e-01	-1.33741e-05	-5.71580e-06	-2.83329e-06	-1.81804e-04	-8.63021e-01	-4.34254e-01	6.93558e-02	1.10000e-01
9.03347e-01	-2.35957e-18	4.85757e-19	0.00000e+00	6.45248e-01	2.58099e-01	-1.23005e-05	-5.13724e-06	-2.96782e-06	-1.66627e-04	-8.62974e-01	-4.32323e-01	7.01722e-02	1.10000e-01
9.03352e-01	1.52579e-18	-6.97359e-20	0.00000e+00	6.45252e-01	2.58101e-01	-1.13373e-05	-4.62793e-06	-3.13280e-06	-1.53069e-04	-8.62927e-01	-4.30357e-01	7.09841e-02	1.10000e-01
9.03358e-01	2.77417e-19	4.16368e-19	0.00000e+00	6.45256e-01	2.58102e-01	-1.04324e-05	-4.16077e-06	-3.31122e-06	-1.40393e-04	-8.62877e-01	-4.28356e-01	7.17913e-02	1.10000e-01
9.03363e-01	6.93612e-19	-4.16542e-19	0.00000e+00	6.45259e-01	2.58104e-01	-9.53792e-06	-3.71359e-06	-3.49076e-06	-1.27942e-04	-8.62831e-01	-4.26319e-01	7.25936e-02	1.10000e-01
9.03366e-01	1.80501e-18	2.08167e-22	0.00000e+00	6.45262e-01	2.58105e-01	-8.63761e-06	-3.28047e-06	-3.66427e-06	-1.15495e-04	-8.62800e-01	-4.24247e-01	7.33908e-02	1.10000e-01
9.03367e-01	8.32182e-19	-9.02091e-19	0.00000e+00	6.45262e-01	2.58105e-01	-7.74278e-06	-2.86757e-06	-3.82269e-06	-1.03209e-04	-8.62799e-01	-4.22139e-01	7.41826e-02	1.10000e-01
9.03363e-01	-1.38792e-18	-2.77625e-19	0.00000e+00	6.45259e-01	2.58104e-01	-6.87187e-06	-2.48180e-06	-3.95972e-06	-9.13286e-05	-8.62831e-01	-4.19995e-01	7.49689e-02	1.10000e-01
9.03356e-01	9.72000e-19	9.71376e-19	0.00000e+00	6.45254e-01	2.58102e-01	-5.95889e-06	-2.09947e-06	-4.06973e-06	-7.89740e-05	-8.62895e-01	-4.17814e-01	7.57494e-02	1.10000e-01
9.03346e-01	-1.11001e-18	-9.71133e-19	0.00000e+00	6.45247e-01	2.58099e-01	-4.85169e-06	-1.66826e-06	-4.14692e-06	-6.41312e-05	-8.62985e-01	-4.15598e-01	7.65239e-02	1.10000e-01
9.03333e-01	-3.60892e-18	1.38813e-19	0.00000e+00	6.45238e-01	2.58095e-01	-3.46676e-06	-1.16357e-06	-4.18236e-06	-4.57102e-05	-8.63100e-01	-4.13345e-01	7.72921e-02	1.10000e-01
9.03317e-01	-1.94351e-18	-6.94236e-20	0.00000e+00	6.45226e-01	2.58091e-01	-1.91866e-06	-6.29473e-07	-4.14723e-06	-2.52410e-05	-8.63242e-01	-4.11056e-01	7.80538e-02	1.10000e-01
9.03298e-01	-4.16889e-19	-6.93993e-19	0.00000e+00	6.45213e-01	2.58085e-01	-4.48292e-07	-1.46143e-07	-4.00786e-06	-5.89383e-06	-8.63408e-01	-4.08730e-01	7.88089e-02	1.10000e-01
9.03278e-01	-1.11057e-18	4.16368e-19	0.00000e+00	6.45199e-01	2.58080e-01	8.21081e-07	2.51249e-07	-3.78701e-06	1.07331e-05	-8.63586e-01	-4.06368e-01	7.95570e-02	1.10000e-01
9.03258e-01	1.80439e-18	-1.38802e-18	0.00000e+00	6.45184e-01	2.58074e-01	2.05407e-06	6.20690e-07	-3.56873e-06	2.68225e-05	-8.63768e-01	-4.03968e-01	8.02979e-02	1.10000e-01
9.03236e-01	-4.57918e-18	-1.17954e-18	0.00000e+00	6.45169e-01	2.58067e-01	3.61229e-06	1.07329e-06	-3.44495e-06	4.71045e-05	-8.63964e-01	-4.01532e-01	8.10314e-02	1.10000e-01
9.03209e-01	1.39055e-19	-9.71619e-19	0.00000e+00	6.45150e-01	2.58060e-01	5.78589e-06	1.68472e-06	-3.42637e-06	7.53271e-05	-8.64202e-01	-3.99059e-01	8.17572e-02	1.10000e-01
9.03175e-01	4.71893e-18	1.31818e-18	0.00000e+00	6.45126e-01	2.58050e-01	8.49716e-06	2.41530e-06	-3.43662e-06	1.10422e-04	-8.64501e-01	-3.96550e-01	8.24751e-02	1.10000e-01
9.03137e-01	1.11078e-18	1.31849e-18	0.00000e+00	6.45098e-01	2.58039e-01	1.11781e-05	3.09364e-06	-3.38072e-06	1.44979e-04	-8.64847e-01	-3.94003e-01	8.31849e-02	1.10000e-01
9.03099e-01	1.10960e-18	1.31836e-18	0.00000e+00	6.45071e-01	2.58028e-01	1.30762e-05	3.51951e-06	-3.21475e-06	1.69270e-04	-8.65187e-01	-3.91420e-01	8.38863e-02	1.10000e-01
9.03068e-01	-1.25011e-18	-9.02160e-19	0.00000e+00	6.45049e-01	2.58020e-01	1.37320e-05	3.59352e-06	-2.94907e-06	1.77430e-04	-8.65459e-01	-3.88799e-01	8.45791e-02	1.10000e-01
9.03049e-01	-4.99614e-18	9.02126e-19	0.00000e+00	6.45035e-01	2.58014e-01	1.31299e-05	3.34048e-06	-2.63543e-06	1.69352e-04	-8.65631e-01	-3.86142e-01	8.52631e-02	1.10000e-01
9.03042e-01	1.80342e-18	-6.94930e-20	0.00000e+00	6.45030e-01	2.58012e-01	1.15517e-05	2.85754e-06	-2.37476e-06	1.48748e-04	-8.65699e-01	-3.83448e-01	8.59380e-02	1.10000e-01
9.03044e-01	-4.44096e-18	-8.32771e-19	0.00000e+00	6.45031e-01	2.58012e-01	9.44224e-06	2.27334e-06	-2.29485e-06	1.21401e-04	-8.65682e-01	-3.80717e-01	8.66036e-02	1.10000e-01
9.03050e-01	-3.32963e-18	6.93542e-20	0.00000e+00	6.45036e-01	2.58014e-01	7.38515e-06	1.73660e-06	-2.48530e-06	9.48322e-05	-8.65623e-01	-3.77950e-01	8.72596e-02	1.10000e-01
9.03054e-01	-4.15917e-19	3.47049e-19	0.00000e+00	6.45039e-01	2.58015e-01	5.93702e-06	1.36981e-06	-2.92385e-06	7.61621e-05	-8.65589e-01	-3.75146e-01	8.79059e-02	1.10000e-01
9.03049e-01	5.55250e-19	3.47188e-19	0.00000e+00	6.45035e-01	2.58014e-01	5.43650e-06	1.22765e-06	-3.49815e-06	6.96666e-05	-8.65630e-01	-3.72305e-01	8.85422e-02	1.10000e-01
9.03034e-01	2.77590e-18	7.63278e-19	0.00000e+00	6.45025e-01	2.58010e-01	5.97030e-06	1.30380e-06	-4.15719e-06	7.63870e-05	-8.65762e-01	-3.69427e-01	8.91683e-02	1.10000e-01
9.03010e-01	9.71168e-19	1.73465e-18	0.00000e+00	6.45007e-01	2.58003e-01	7.37215e-06	1.54670e-06	-4.98076e-06	9.41581e-05	-8.65984e-01	-3.66514e-01	8.97840e-02	1.10000e-01
9.02973e-01	9.72139e-19	2.77695e-19	0.00000e+00	6.44981e-01	2.57992e-01	9.21314e-06	1.86222e-06	-6.02455e-06	1.17493e-04	-8.66313e-01	-3.63564e-01	9.03891e-02	1.10000e-01
9.02922e-01	9.70751e-19	-9.71445e-19	0.00000e+00	6.44944e-01	2.57978e-01	1.10872e-05	2.17185e-06	-7.21236e-06	1.41224e-04	-8.66770e-01	-3.60577e-01	9.09833e-02	1.10000e-01
9.02857e-01	2.63713e-18	-6.93820e-19	0.00000e+00	6.44898e-01	2.57959e-01	1.31088e-05	2.49790e-06	-8.46251e-06	1.66808e-04	-8.67344e-01	-3.57555e-01	9.15665e-02	1.10000e-01
