"Density"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"StagnationEnergy"	"Pressure"	"Function0"	"Function1"	"Function2"	"Function3"	"Function4"	"Points:0"	"Points:1"	"Points:2"
9.00412e-01	3.33136e-18	-4.16403e-19	0.00000e+00	6.43152e-01	2.57261e-01	-1.68692e-04	3.32131e-05	-3.64730e-05	-2.14912e-03	-8.89165e-01	2.93165e-01	4.54506e-02	1.10000e-01
9.00483e-01	-1.11071e-18	-4.85827e-19	0.00000e+00	6.43203e-01	2.57281e-01	-1.62772e-04	3.21099e-05	-2.80652e-05	-2.07385e-03	-8.88539e-01	2.96882e-01	4.47283e-02	1.10000e-01
9.00452e-01	2.76862e-19	1.38674e-19	0.00000e+00	6.43181e-01	2.57272e-01	-1.62300e-04	3.22107e-05	-2.29105e-05	-2.06830e-03	-8.88810e-01	3.00572e-01	4.40079e-02	1.10000e-01
9.00377e-01	1.80411e-18	2.08271e-19	0.00000e+00	6.43127e-01	2.57251e-01	-1.69515e-04	3.37721e-05	-2.69916e-05	-2.16057e-03	-8.89482e-01	3.04236e-01	4.32896e-02	1.10000e-01
9.00477e-01	-2.49814e-18	4.16368e-19	0.00000e+00	6.43198e-01	2.57279e-01	-1.80353e-04	3.60342e-05	-3.21592e-05	-2.29897e-03	-8.88594e-01	3.07872e-01	4.25735e-02	1.10000e-01
9.00844e-01	-6.10491e-18	-4.15987e-19	0.00000e+00	6.43460e-01	2.57384e-01	-1.88002e-04	3.76395e-05	-2.81884e-05	-2.39666e-03	-8.85325e-01	3.11481e-01	4.18597e-02	1.10000e-01
9.01299e-01	-9.71445e-19	4.85584e-19	0.00000e+00	6.43784e-01	2.57514e-01	-1.91187e-04	3.84245e-05	-1.60293e-05	-2.43762e-03	-8.81269e-01	3.15063e-01	4.11482e-02	1.10000e-01
9.01640e-01	1.94234e-18	4.16507e-19	0.00000e+00	6.44029e-01	2.57612e-01	-1.89019e-04	3.82418e-05	-4.22558e-06	-2.41060e-03	-8.78209e-01	3.18618e-01	4.04392e-02	1.10000e-01
9.01809e-01	-5.68968e-18	-1.80408e-18	0.00000e+00	6.44151e-01	2.57660e-01	-1.80339e-04	3.67106e-05	-5.62932e-07	-2.30046e-03	-8.76689e-01	3.22145e-01	3.97326e-02	1.10000e-01
9.01876e-01	-1.10946e-18	-1.38743e-19	0.00000e+00	6.44198e-01	2.57679e-01	-1.72036e-04	3.52403e-05	-5.77379e-06	-2.19509e-03	-8.76099e-01	3.25644e-01	3.90287e-02	1.10000e-01
9.02101e-01	-1.11015e-18	-1.66547e-18	0.00000e+00	6.44359e-01	2.57743e-01	-1.69341e-04	3.48414e-05	-1.06905e-05	-2.16109e-03	-8.74090e-01	3.29117e-01	3.83273e-02	1.10000e-01
9.02531e-01	4.57995e-18	2.08167e-22	0.00000e+00	6.44665e-01	2.57866e-01	-1.62912e-04	3.35874e-05	-9.08778e-06	-2.07921e-03	-8.70263e-01	3.32561e-01	3.76288e-02	1.10000e-01
9.02829e-01	3.60906e-18	6.24639e-19	0.00000e+00	6.44878e-01	2.57951e-01	-1.50199e-04	3.11152e-05	-7.39311e-06	-1.91734e-03	-8.67602e-01	3.35978e-01	3.69330e-02	1.10000e-01
9.02881e-01	-4.30156e-18	9.02160e-19	0.00000e+00	6.44916e-01	2.57966e-01	-1.42825e-04	2.96541e-05	-1.19948e-05	-1.82338e-03	-8.67126e-01	3.39367e-01	3.62400e-02	1.10000e-01
9.02824e-01	-4.99573e-18	-5.55146e-19	0.00000e+00	6.44875e-01	2.57950e-01	-1.43391e-04	2.97995e-05	-1.81198e-05	-1.83068e-03	-8.67635e-01	3.42729e-01	3.55500e-02	1.10000e-01
9.02782e-01	-1.24963e-18	4.85757e-19	0.00000e+00	6.44845e-01	2.57938e-01	-1.46482e-04	3.07888e-05	-1.69190e-05	-1.87102e-03	-8.68008e-01	3.46063e-01	3.48629e-02	1.10000e-01
9.02937e-01	-8.32945e-19	-2.77313e-19	0.00000e+00	6.44956e-01	2.57982e-01	-1.51084e-04	3.18818e-05	-6.67358e-06	-1.93013e-03	-8.66625e-01	3.49370e-01	3.41788e-02	1.10000e-01
9.03267e-01	-1.38757e-18	3.46875e-19	0.00000e+00	6.45191e-01	2.58077e-01	-1.52605e-04	3.22281e-05	6.10050e-06	-1.94962e-03	-8.63679e-01	3.52649e-01	3.34979e-02	1.10000e-01
9.03537e-01	1.11022e-18	-4.85757e-19	0.00000e+00	6.45384e-01	2.58153e-01	-1.45414e-04	3.07586e-05	1.37374e-05	-1.85789e-03	-8.61275e-01	3.55900e-01	3.28200e-02	1.10000e-01
9.03745e-01	2.77417e-19	6.93751e-19	0.00000e+00	6.45532e-01	2.58213e-01	-1.33413e-04	2.83818e-05	1.39935e-05	-1.70497e-03	-8.59422e-01	3.59124e-01	3.21453e-02	1.10000e-01
9.04052e-01	-1.38778e-22	-1.38813e-19	0.00000e+00	6.45751e-01	2.58301e-01	-1.22466e-04	2.61949e-05	1.31359e-05	-1.56545e-03	-8.56678e-01	3.62321e-01	3.14738e-02	1.10000e-01
9.04312e-01	-1.24928e-18	4.16264e-19	0.00000e+00	6.45937e-01	2.58375e-01	-1.11957e-04	2.40920e-05	1.52102e-05	-1.43149e-03	-8.54358e-01	3.65491e-01	3.08055e-02	1.10000e-01
9.04275e-01	-5.55111e-19	-4.16160e-19	0.00000e+00	6.45912e-01	2.58365e-01	-1.02078e-04	2.23626e-05	1.57961e-05	-1.30621e-03	-8.54676e-01	3.68633e-01	3.01406e-02	1.10000e-01
9.04126e-01	9.71306e-19	9.02056e-19	0.00000e+00	6.45805e-01	2.58322e-01	-9.78626e-05	2.16481e-05	1.33013e-05	-1.25281e-03	-8.56006e-01	3.71748e-01	2.94789e-02	1.10000e-01
9.04144e-01	-1.66617e-18	-5.55146e-19	0.00000e+00	6.45819e-01	2.58327e-01	-1.01241e-04	2.23044e-05	9.42211e-06	-1.29584e-03	-8.55838e-01	3.74837e-01	2.88205e-02	1.10000e-01
9.04272e-01	5.55667e-19	-4.85861e-19	0.00000e+00	6.45909e-01	2.58364e-01	-1.03906e-04	2.27280e-05	2.87984e-06	-1.32952e-03	-8.54705e-01	3.77899e-01	2.81655e-02	1.10000e-01
9.04361e-01	-1.39055e-19	-1.24910e-18	0.00000e+00	6.45973e-01	2.58389e-01	-9.66656e-05	2.15048e-05	-2.31328e-06	-1.23783e-03	-8.53906e-01	3.80934e-01	2.75139e-02	1.10000e-01
9.04396e-01	8.33014e-19	9.71376e-19	0.00000e+00	6.45997e-01	2.58399e-01	-8.59005e-05	1.91264e-05	9.68615e-07	-1.10003e-03	-8.53612e-01	3.83942e-01	2.68656e-02	1.10000e-01
9.04438e-01	-1.38847e-19	-8.32598e-19	0.00000e+00	6.46028e-01	2.58411e-01	-8.04389e-05	1.78577e-05	8.66896e-06	-1.02995e-03	-8.53228e-01	3.86925e-01	2.62208e-02	1.10000e-01
9.04518e-01	2.49745e-18	1.24893e-18	0.00000e+00	6.46085e-01	2.58434e-01	-7.58959e-05	1.70433e-05	1.23344e-05	-9.72302e-04	-8.52510e-01	3.89881e-01	2.55793e-02	1.10000e-01
9.04500e-01	2.08195e-18	9.71341e-19	0.00000e+00	6.46072e-01	2.58429e-01	-7.42379e-05	1.68421e-05	1.05293e-05	-9.51521e-04	-8.52674e-01	3.92812e-01	2.49413e-02	1.10000e-01
9.04519e-01	-2.77618e-18	-1.38778e-22	0.00000e+00	6.46087e-01	2.58435e-01	-8.08944e-05	1.85279e-05	3.53121e-06	-1.03731e-03	-8.52489e-01	3.95716e-01	2.43066e-02	1.10000e-01
9.04727e-01	2.77639e-18	6.93959e-19	0.00000e+00	6.46235e-01	2.58494e-01	-7.95728e-05	1.83284e-05	-7.58160e-06	-1.02065e-03	-8.50631e-01	3.98596e-01	2.36754e-02	1.10000e-01
9.04780e-01	-1.52690e-18	-2.77590e-19	0.00000e+00	6.46274e-01	2.58509e-01	-6.30763e-05	1.49586e-05	-1.60435e-05	-8.10219e-04	-8.50151e-01	4.01450e-01	2.30475e-02	1.10000e-01
9.04725e-01	1.94331e-18	-6.92849e-20	0.00000e+00	6.46234e-01	2.58494e-01	-5.07095e-05	1.23109e-05	-1.91838e-05	-6.52143e-04	-8.50641e-01	4.04280e-01	2.24230e-02	1.10000e-01
9.04881e-01	2.63768e-18	8.32598e-19	0.00000e+00	6.46344e-01	2.58538e-01	-4.52664e-05	1.09921e-05	-2.01217e-05	-5.82157e-04	-8.49272e-01	4.07085e-01	2.18019e-02	1.10000e-01
9.05046e-01	8.33222e-19	-5.55285e-19	0.00000e+00	6.46462e-01	2.58585e-01	-3.60060e-05	8.95336e-06	-1.65720e-05	-4.63638e-04	-8.47798e-01	4.09866e-01	2.11841e-02	1.10000e-01
9.05087e-01	-1.52607e-18	5.55181e-19	0.00000e+00	6.46492e-01	2.58597e-01	-2.34933e-05	6.23482e-06	-7.50657e-06	-3.03592e-04	-8.47424e-01	4.12623e-01	2.05696e-02	1.10000e-01
9.05010e-01	2.49821e-18	-4.85861e-19	0.00000e+00	6.46438e-01	2.58575e-01	-7.44693e-06	2.78370e-06	2.34110e-06	-9.84411e-05	-8.48102e-01	4.15356e-01	1.99584e-02	1.10000e-01
9.04750e-01	-6.66085e-18	-8.32667e-19	0.00000e+00	6.46253e-01	2.58501e-01	1.09371e-05	-1.10116e-06	1.23267e-05	1.36406e-04	-8.50407e-01	4.18067e-01	1.93504e-02	1.10000e-01
9.04525e-01	-5.27314e-18	3.46945e-19	0.00000e+00	6.46092e-01	2.58437e-01	3.04552e-05	-5.51199e-06	2.42751e-05	3.86522e-04	-8.52416e-01	4.20754e-01	1.87456e-02	1.10000e-01
9.04471e-01	-6.93681e-19	-2.77486e-19	0.00000e+00	6.46054e-01	2.58421e-01	5.69666e-05	-1.14423e-05	3.57051e-05	7.26093e-04	-8.52900e-01	4.23419e-01	1.81440e-02	1.10000e-01
9.04372e-01	2.63581e-18	3.47118e-19	0.00000e+00	6.45983e-01	2.58393e-01	8.78507e-05	-1.85943e-05	4.14048e-05	1.12234e-03	-8.53779e-01	4.26061e-01	1.75455e-02	1.10000e-01
9.03963e-01	-2.91496e-18	-1.80422e-18	0.00000e+00	6.45690e-01	2.58276e-01	1.10737e-04	-2.39467e-05	4.11572e-05	1.41612e-03	-8.57443e-01	4.28682e-01	1.69500e-02	1.10000e-01
9.03179e-01	2.77001e-19	4.16195e-19	0.00000e+00	6.45129e-01	2.58051e-01	1.15990e-04	-2.52179e-05	4.32226e-05	1.48366e-03	-8.64465e-01	4.31282e-01	1.63575e-02	1.10000e-01
9.02322e-01	1.94338e-18	6.94063e-19	0.00000e+00	6.44518e-01	2.57807e-01	1.09267e-04	-2.36821e-05	5.09901e-05	1.39746e-03	-8.72092e-01	4.33861e-01	1.57679e-02	1.10000e-01
9.01636e-01	-5.55125e-18	-1.31874e-18	0.00000e+00	6.44028e-01	2.57611e-01	1.06979e-04	-2.32658e-05	5.63105e-05	1.36841e-03	-8.78221e-01	4.36420e-01	1.51812e-02	1.10000e-01
9.01059e-01	4.16195e-19	-3.46875e-19	0.00000e+00	6.43617e-01	2.57447e-01	1.06867e-04	-2.31828e-05	5.51565e-05	1.36680e-03	-8.83355e-01	4.38959e-01	1.45972e-02	1.10000e-01
9.00723e-01	-1.66540e-18	1.24879e-18	0.00000e+00	6.43376e-01	2.57350e-01	9.42513e-05	-2.05990e-05	5.34025e-05	1.20587e-03	-8.86372e-01	4.41478e-01	1.40159e-02	1.10000e-01
9.00647e-01	-8.33014e-19	-1.38674e-19	0.00000e+00	6.43320e-01	2.57328e-01	7.81999e-05	-1.71610e-05	5.46819e-05	1.00069e-03	-8.87066e-01	4.43979e-01	1.34372e-02	1.10000e-01
9.00570e-01	-1.11008e-18	-1.04063e-18	0.00000e+00	6.43266e-01	2.57307e-01	8.02069e-05	-1.74826e-05	5.75910e-05	1.02603e-03	-8.87742e-01	4.46462e-01	1.28611e-02	1.10000e-01
9.00353e-01	-9.71168e-19	8.32737e-19	0.00000e+00	6.43112e-01	2.57245e-01	1.04264e-04	-2.30192e-05	5.94465e-05	1.33459e-03	-8.89674e-01	4.48926e-01	1.22873e-02	1.10000e-01
8.99959e-01	-2.63643e-18	-6.94167e-19	0.00000e+00	6.42830e-01	2.57132e-01	1.33539e-04	-2.99292e-05	5.94437e-05	1.71058e-03	-8.93195e-01	4.51374e-01	1.17159e-02	1.10000e-01
8.99429e-01	2.77417e-19	6.94098e-19	0.00000e+00	6.42450e-01	2.56980e-01	1.46871e-04	-3.31458e-05	6.03327e-05	1.88199e-03	-8.97944e-01	4.53805e-01	1.11466e-02	1.10000e-01
8.98939e-01	-1.94206e-18	1.04083e-22	0.00000e+00	6.42101e-01	2.56840e-01	1.41372e-04	-3.19174e-05	6.45971e-05	1.81156e-03	-9.02309e-01	4.56219e-01	1.05794e-02	1.10000e-01
8.98665e-01	-1.11050e-18	-2.77729e-19	0.00000e+00	6.41905e-01	2.56762e-01	1.33017e-04	-3.01904e-05	6.97047e-05	1.70494e-03	-9.04758e-01	4.58619e-01	1.00142e-02	1.10000e-01
8.98554e-01	-4.16334e-19	4.86243e-19	0.00000e+00	6.41824e-01	2.56730e-01	1.32026e-04	-3.03583e-05	7.24063e-05	1.69335e-03	-9.05771e-01	4.61004e-01	9.45085e-03	1.10000e-01
8.98357e-01	-1.66478e-18	-3.46945e-23	0.00000e+00	6.41684e-01	2.56674e-01	1.34669e-04	-3.07252e-05	7.58676e-05	1.72656e-03	-9.07521e-01	4.63375e-01	8.88918e-03	1.10000e-01
8.98126e-01	-2.35964e-18	-2.15106e-18	0.00000e+00	6.41520e-01	2.56608e-01	1.38406e-04	-3.11695e-05	8.12932e-05	1.77327e-03	-9.09577e-01	4.65732e-01	8.32906e-03	1.10000e-01
8.98103e-01	1.39402e-19	1.11026e-18	0.00000e+00	6.41506e-01	2.56603e-01	1.43343e-04	-3.24669e-05	8.00707e-05	1.83706e-03	-9.09742e-01	4.68076e-01	7.77036e-03	1.10000e-01
8.98051e-01	5.55181e-19	-8.32424e-19	0.00000e+00	6.41466e-01	2.56586e-01	1.39789e-04	-3.23886e-05	7.11640e-05	1.79360e-03	-9.10249e-01	4.70409e-01	7.21293e-03	1.10000e-01
8.97849e-01	1.52732e-18	-2.77545e-18	0.00000e+00	6.41323e-01	2.56529e-01	1.26595e-04	-2.89845e-05	7.01454e-05	1.62330e-03	-9.12031e-01	4.72730e-01	6.65660e-03	1.10000e-01
8.97768e-01	-1.11015e-18	1.04066e-18	0.00000e+00	6.41262e-01	2.56505e-01	1.18554e-04	-2.73024e-05	8.17715e-05	1.52064e-03	-9.12796e-01	4.75041e-01	6.10121e-03	1.10000e-01
8.97627e-01	2.78111e-19	-1.45689e-18	0.00000e+00	6.41161e-01	2.56464e-01	1.16671e-04	-2.72084e-05	9.22511e-05	1.49748e-03	-9.14059e-01	4.77342e-01	5.54659e-03	1.10000e-01
8.97634e-01	-1.24942e-18	-4.85723e-19	0.00000e+00	6.41171e-01	2.56469e-01	1.12676e-04	-2.60292e-05	9.51863e-05	1.44546e-03	-9.13928e-01	4.79634e-01	4.99256e-03	1.10000e-01
8.97705e-01	-5.54626e-19	-6.94098e-19	0.00000e+00	6.41213e-01	2.56485e-01	1.00523e-04	-2.38262e-05	9.34109e-05	1.29133e-03	-9.13407e-01	4.81918e-01	4.43894e-03	1.10000e-01
8.97736e-01	-2.49870e-18	-9.71549e-19	0.00000e+00	6.41245e-01	2.56498e-01	7.91768e-05	-1.80910e-05	8.83220e-05	1.01512e-03	-9.13014e-01	4.84195e-01	3.88553e-03	1.10000e-01
8.98098e-01	2.77278e-19	6.93820e-19	0.00000e+00	6.41499e-01	2.56600e-01	5.89183e-05	-1.37281e-05	8.22272e-05	7.56164e-04	-9.09830e-01	4.86465e-01	3.33213e-03	1.10000e-01
8.98209e-01	1.11015e-18	6.24535e-19	0.00000e+00	6.41575e-01	2.56630e-01	4.35841e-05	-1.00099e-05	7.49946e-05	5.58928e-04	-9.08886e-01	4.88730e-01	2.77855e-03	1.10000e-01
8.98587e-01	-1.38750e-18	-1.52673e-18	0.00000e+00	6.41860e-01	2.56744e-01	4.23386e-05	-8.98259e-06	6.50226e-05	5.40741e-04	-9.05321e-01	4.90990e-01	2.22456e-03	1.10000e-01
8.98834e-01	1.24879e-18	-1.39055e-19	0.00000e+00	6.42007e-01	2.56803e-01	3.94807e-05	-8.37854e-06	5.27933e-05	5.04237e-04	-9.03480e-01	4.93246e-01	1.66994e-03	1.10000e-01
8.98534e-01	1.80446e-18	-4.15883e-19	0.00000e+00	6.41824e-01	2.56729e-01	5.17722e-06	-4.12981e-06	4.54926e-05	7.52020e-05	-9.05776e-01	4.95499e-01	1.11447e-03	1.10000e-01
8.99756e-01	3.05277e-18	-6.93959e-19	0.00000e+00	6.42676e-01	2.57070e-01	4.55796e-05	7.47280e-07	6.24050e-05	5.50802e-04	-8.95122e-01	4.97750e-01	5.57914e-04	1.10000e-01
9.01262e-01	2.64192e-04	4.12699e-03	-1.90443e-05	6.43577e-01	2.57427e-01	1.68568e-04	-5.42007e-05	9.79704e-05	2.20827e-03	-8.83865e-01	5.00000e-01	0.00000e+00	1.10000e-01
